# call_index  iSCC  SCC_error(a.u.)
     913    12  7.489526500000e-06
     914    12  7.682970400000e-06
     915    12  8.445750100000e-06
     916    12  9.050388500000e-06
     917    12  7.553723900000e-06
     918    12  7.299151500000e-06
     919    12  6.295831500000e-06
     920    12  5.110147200000e-06
     921    12  5.221114500000e-06
     922    12  6.053257000000e-06
     923    12  5.554706300000e-06
     924    12  5.584042800000e-06
     925    12  5.726798900000e-06
     926    12  7.966590100000e-06
     927    12  7.949290800000e-06
     928    12  5.843289900000e-06
     929    12  6.893066600000e-06
     930    12  9.408344300000e-06
     931    13  3.168517300000e-06
     932    13  2.483832600000e-06
     933    13  2.970324300000e-06
     934    13  3.171388700000e-06
     935    12  9.747126900000e-06
     936    13  3.217732700000e-06
     937    12  7.913248000000e-06
     938    12  6.772270500000e-06
     939    12  8.834476800000e-06
     940    12  6.690168200000e-06
     941    12  6.272459800000e-06
     942    12  7.292525400000e-06
     943    12  6.897153800000e-06
     944    12  5.229778100000e-06
     945    12  5.332629100000e-06
     946    12  4.919333500000e-06
     947    12  4.935579600000e-06
     948    12  5.132938100000e-06
     949    12  5.874591200000e-06
     950    12  6.966495400000e-06
     951    12  8.056100500000e-06
     952    12  7.545423500000e-06
     953    13  3.258049700000e-06
     954    13  3.019285900000e-06
     955    13  3.023819500000e-06
     956    12  9.755543000000e-06
     957    13  2.604132900000e-06
     958    13  3.033701900000e-06
     959    12  7.925208800000e-06
     960    12  5.882181400000e-06
     961    12  5.581535600000e-06
     962    12  7.073132500000e-06
     963    12  8.414883600000e-06
     964    12  7.985990500000e-06
     965    12  6.521084800000e-06
     966    12  6.371677400000e-06
     967    12  5.248566600000e-06
     968    12  7.762810800000e-06
     969    12  8.564710300000e-06
     970    12  7.132517300000e-06
     971    12  5.522731700000e-06
     972    12  6.142909500000e-06
     973    12  5.885546400000e-06
     974    12  6.738314600000e-06
     975    12  7.625072700000e-06
     976    12  8.154399800000e-06
     977    12  7.262626600000e-06
     978    12  8.145508300000e-06
     979    12  9.379524000000e-06
     980    12  9.534166700000e-06
     981    12  7.762827600000e-06
     982    12  5.719187300000e-06
     983    12  5.245124000000e-06
     984    12  6.390848000000e-06
     985    12  7.553330000000e-06
     986    12  8.058542100000e-06
     987    12  7.820642400000e-06
     988    12  6.847349800000e-06
     989    12  9.244849200000e-06
     990    12  9.153639800000e-06
     991    12  7.739261300000e-06
     992    12  8.009045500000e-06
     993    12  8.664967800000e-06
     994    12  7.863120900000e-06
     995    12  8.409302800000e-06
     996    12  9.578287100000e-06
     997    12  9.779777000000e-06
     998    12  8.563485300000e-06
     999    12  6.299186200000e-06
