# call_index  Electronic(H)         Repulsive(H)          Total(H)
      91        -86.6399474922          0.8852486203        -85.7546988719
      92        -86.9817721951          1.3490542364        -85.6327179588
      93        -87.1956200683          1.7499152152        -85.4457048531
      94        -87.1263159812          1.6137006532        -85.5126153280
      95        -86.8270721015          1.1218424077        -85.7052296938
      96        -86.4747217354          0.7380750065        -85.7366467289
      97        -86.1931202166          0.5949848718        -85.5981353448
      98        -86.0390996562          0.5807870792        -85.4583125770
      99        -86.0307991576          0.5733944453        -85.4574047123
     100        -86.1675053891          0.5720276449        -85.5954777442
     101        -86.4310381986          0.6985595600        -85.7324786386
     102        -86.7656686445          1.0640909860        -85.7015776585
     103        -87.0478932101          1.5349107365        -85.5129824736
     104        -87.1028807425          1.6414660470        -85.4614146955
     105        -86.8877555622          1.2586602323        -85.6290953300
     106        -86.5446736921          0.8038767540        -85.7407969381
     107        -86.2254166477          0.5602255827        -85.6651910650
     108        -86.0140154065          0.5035091899        -85.5105062166
     109        -85.9453259593          0.5038054381        -85.4415205212
     110        -86.0288198973          0.5032354214        -85.5255844758
     111        -86.2561796822          0.5754094658        -85.6807702164
     112        -86.5895394786          0.8551887647        -85.7343507139
     113        -86.9376308117          1.3391091533        -85.5985216584
     114        -87.1372327763          1.6774814249        -85.4597513514
     115        -87.0673411076          1.5149009390        -85.5524401687
     116        -86.7988122525          1.0868983355        -85.7119139170
     117        -86.4902091836          0.7731876350        -85.7170215487
     118        -86.2536608618          0.6722844182        -85.5813764436
     119        -86.1419958387          0.6787800833        -85.4632157554
     120        -86.1723597337          0.6913306589        -85.4810290748
     121        -86.3418635821          0.7244785012        -85.6173850810
     122        -86.6279163218          0.8994075442        -85.7285087776
     123        -86.9669017206          1.2953356739        -85.6715660467
     124        -87.2258490909          1.7212448689        -85.5046042220
     125        -87.2481750062          1.7511000260        -85.4970749802
     126        -87.0232716345          1.3736975129        -85.6495741216
     127        -86.6881992252          0.9607612067        -85.7274380185
     128        -86.3803403317          0.7373631118        -85.6429772199
     129        -86.1765812294          0.6685510701        -85.5080301593
     130        -86.1096019902          0.6437895949        -85.4658123953
     131        -86.1877282246          0.6279523519        -85.5597758728
     132        -86.3999475528          0.7042062872        -85.6957412657
