#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
4350,4.349999999999787,-44698.316110544176,17116.456321704674,294.25907830151186
4400,4.399999999999804,-44696.32668013805,17192.678354248623,295.56945614030604
4450,4.449999999999821,-44686.91803603681,17251.285222898765,296.57700132530215
4500,4.4999999999998375,-44455.699607221366,17153.45584680942,294.89515892183925
4550,4.549999999999854,-44578.018570950444,17208.41459820302,295.83998717517204
4600,4.599999999999871,-44422.04589800293,17122.641313579312,294.36540813837337
4650,4.649999999999888,-44591.09936694874,17246.18252093995,296.48927777160463
4700,4.699999999999904,-44591.13052823589,17103.944812543985,294.0439855811153
4750,4.749999999999921,-44560.222082255976,17016.42255900831,292.5393389900087
4800,4.799999999999938,-44557.253545355845,16978.567775461484,291.888555118252
4850,4.849999999999954,-44730.801292735625,17344.823431261804,298.1850717378664
4900,4.899999999999971,-44725.03670239518,17286.758979390284,297.186851559071
4950,4.949999999999988,-44672.931289753826,17318.26512798289,297.7284923094368
5000,5.000000000000004,-44506.224676256374,17080.851556519872,293.64697582016265
5050,5.050000000000021,-44630.03137078375,17160.12937134989,295.0098874113929
5100,5.100000000000038,-44473.7149169662,17111.68372736135,294.17702982219015
5150,5.1500000000000545,-44642.08712159088,17294.346931491524,297.3173005112105
5200,5.200000000000071,-44625.08490403199,17332.570069563153,297.97441698247945
5250,5.250000000000088,-44624.02439833166,17380.195873377117,298.793180216543
5300,5.300000000000105,-44711.9873513044,17460.044920167802,300.165912192734
5350,5.350000000000121,-44503.72859245288,17367.761640612414,298.57941600016784
5400,5.400000000000138,-44368.617958240575,17384.604080805704,298.868964305873
5450,5.450000000000155,-44416.086124359215,17431.20811490566,299.67016169519457
5500,5.500000000000171,-44413.42259789058,17401.61072053312,299.16133546244527
5550,5.550000000000188,-44521.87527977076,17768.033646567932,305.46072772314477
5600,5.600000000000205,-44448.3797426454,17604.936479229265,302.65682829252455
5650,5.6500000000002215,-44096.686786301645,17347.131577795262,298.2247524438931
5700,5.700000000000238,-44204.55062888118,17582.291727802527,302.2675290381719
5750,5.750000000000255,-44191.88605323916,17435.012122457236,299.7355586287034
5800,5.800000000000272,-44337.32807706857,17738.036142240402,304.9450229645861
5850,5.850000000000288,-44342.384399103525,17703.40314498747,304.3496267179025
5900,5.900000000000305,-44269.04228770394,17546.800953666665,301.65738624405964
5950,5.950000000000322,-44392.45802042793,17633.968379720478,303.1559327870134
6000,6.000000000000338,-44236.891023247474,17325.204362874923,297.8477887820868
6050,6.050000000000355,-44487.904916742555,17688.65939082485,304.09615815939634
6100,6.100000000000372,-44398.570362898645,17764.60970047733,305.40186464998067
6150,6.1500000000003885,-44296.01702063999,17599.130578670836,302.557015637678
6200,6.200000000000405,-44502.70218434463,17876.155327956123,307.31951120681214
6250,6.250000000000422,-44450.27951524884,17841.331409006343,306.72083271282884
6300,6.300000000000439,-44219.92689173795,17435.339989928085,299.7411951914337
6350,6.350000000000455,-44215.56496220767,17393.83325171879,299.0276284169091
6400,6.400000000000472,-44456.833741841154,17546.683751803303,301.6553713578215
6450,6.450000000000489,-44414.167007859134,17396.630689943853,299.075720824487
6500,6.500000000000505,-44293.401499974425,17310.06496736837,297.5875185202948
6550,6.550000000000522,-44187.8473270917,17431.692658000567,299.67849176082404
6600,6.600000000000539,-44098.09734926478,17255.71359302293,296.65313204340305
6650,6.6500000000005555,-44362.68191787314,17533.081859620026,301.4215332208975
6700,6.700000000000572,-44380.77550154095,17683.826453568934,304.013072289536
6750,6.750000000000589,-44155.6243180773,17426.97111962431,299.59732101469245
6800,6.800000000000606,-43951.065360483335,17216.379108921683,295.9769097682104
6850,6.850000000000622,-44399.51141179525,17585.899560386577,302.32955341231195
6900,6.900000000000639,-44301.905041585924,17517.362396446624,301.15129067431775
6950,6.950000000000656,-44444.21472632273,17732.195579778425,304.84461441654776
7000,7.000000000000672,-44512.16598589627,17763.831198433425,305.3884809629844
7050,7.050000000000689,-44632.01675894786,17685.0163305219,304.03352816479963
7100,7.100000000000706,-44609.89080907446,17590.753466700207,302.4129997735894
7150,7.1500000000007224,-44647.51657567223,17638.81852090948,303.2393144198166
7200,7.200000000000739,-44389.232509039684,17386.298367508254,298.89809178612364
7250,7.250000000000756,-44427.76413390188,17530.35222062362,301.3746063897777
7300,7.3000000000007725,-44599.846783218694,17745.48453692203,305.07307270295763
7350,7.350000000000789,-44763.9528948593,17860.506960962965,307.05049091652626
7400,7.400000000000806,-44419.530999321694,17460.323639940154,300.1707038284427
7450,7.450000000000823,-44505.710302006686,17414.128582061454,299.37653739013416
7500,7.500000000000839,-44494.428026621696,17399.785947692762,299.12996471817314
7550,7.550000000000856,-44477.192229969194,17360.822010850043,298.46011273906936
7600,7.600000000000873,-44383.48333198483,17437.539014558857,299.77899991858345
7650,7.650000000000889,-44577.43837768218,17606.998490591028,302.6922775438973
7700,7.700000000000906,-44137.26031358474,17198.729870245785,295.6734913147711
7750,7.750000000000923,-44324.983063065854,17475.090391400325,300.4245677470312
7800,7.8000000000009395,-44169.63854059142,17436.67357876914,299.7641217023789
7850,7.850000000000956,-44109.28819523203,17375.14256552756,298.7063058260596
7900,7.900000000000973,-43913.025574495565,17081.831077478302,293.66381534167266
7950,7.95000000000099,-44235.28885266874,17404.051335765085,299.20329351586173
8000,8.000000000001005,-44227.22206386616,17491.374768144902,300.7045220554179
8050,8.050000000000978,-44156.22466900548,17463.819640662354,300.2308056352023
8100,8.10000000000095,-44327.46787785463,17734.746325651624,304.88846579065944
8150,8.150000000000922,-44282.7346572997,17625.174475285414,303.0047515982733
8200,8.200000000000895,-44267.660526486994,17759.762958249623,305.3185414507223
8250,8.250000000000867,-44101.288179280506,17598.900565591004,302.55306134739754
8300,8.30000000000084,-44303.98192842776,17767.79038781414,305.4565457186846
8350,8.350000000000811,-44336.40810343913,17747.79724012269,305.112831745333
8400,8.400000000000784,-44391.28474241477,17831.60440511697,306.55361006198774
8450,8.450000000000756,-44142.9550724123,17745.344692580482,305.07066855654574
8500,8.500000000000728,-44037.2910688835,17596.612821897073,302.5137313985978
8550,8.5500000000007,-43943.41622227985,17432.852425282712,299.69843000300887
8600,8.600000000000673,-44125.00916545265,17533.717089544283,301.4324538325305
8650,8.650000000000645,-44163.19184687784,17589.309738730026,302.3881797960287
8700,8.700000000000617,-44011.647362297255,17451.570491397873,300.02022329825127
8750,8.75000000000059,-44110.90114732403,17564.72349453833,301.9655031964588
8800,8.800000000000562,-44100.56665109717,17659.37775045247,303.5927602395707
8850,8.850000000000534,-43975.098833542266,17601.39239428286,302.595899841556
8900,8.900000000000507,-44246.77936458666,17976.39521669539,309.04279415248
8950,8.950000000000479,-43740.34569124307,17429.86873923924,299.6471356995274
9000,9.000000000000451,-43850.70607462505,17384.44394015723,298.86621123369895
9050,9.050000000000423,-44155.39450905581,17830.341673846495,306.5319017052572
9100,9.100000000000396,-44127.89462171763,17718.114906572995,304.60254527317954
9150,9.150000000000368,-44206.58487150459,17802.930810087793,306.0606654076566
9200,9.20000000000034,-44339.356735490765,17811.80696502994,306.2132606132907
9250,9.250000000000313,-44189.29713900869,17718.857039687562,304.6153037204986
9300,9.300000000000285,-44236.360125979205,17614.971453527243,302.8293454439841
9350,9.350000000000257,-44442.49255489907,17703.639565189846,304.35369115679896
9400,9.40000000000023,-44356.40712400576,17545.94884546941,301.642737150344
9450,9.450000000000202,-44640.09615245174,17848.542922656554,306.84481008992054
9500,9.500000000000174,-44356.943287823415,17566.053382277285,301.98836607957867
9550,9.550000000000146,-44309.95026639607,17736.868905141357,304.9249563043809
9600,9.600000000000119,-44238.87867333597,17545.158676602245,301.62915289211986
9650,9.650000000000091,-44194.62750531977,17554.71414360742,301.7934265513888
9700,9.700000000000063,-44465.05495949602,17884.637191581507,307.4653279182724
9750,9.750000000000036,-44369.86685128613,17876.52498161387,307.32586614048387
9800,9.800000000000008,-44099.376840970916,17646.339384754672,303.36861001824667
9850,9.84999999999998,-44176.888869941286,17678.779093777513,303.926300155622
9900,9.899999999999952,-44340.80946974711,17765.41277277336,305.4156707386475
9950,9.949999999999925,-44363.9957244558,17843.95344671173,306.76590970680223
10000,9.999999999999897,-44321.65476056816,17690.911811322567,304.1348808463327
10050,10.04999999999987,-44323.54847396737,17656.27162086262,303.5393609369921
10100,10.099999999999842,-44619.97342549443,17829.744839756455,306.5216411790167
10150,10.149999999999814,-44509.94529364348,17702.932480446412,304.34153524666345
10200,10.199999999999786,-44607.801820466615,17681.018972530936,303.96480723004805
10250,10.249999999999758,-44482.75211239564,17723.20706391882,304.6900875482268
10300,10.29999999999973,-44345.35241861098,17400.15818222384,299.1363640211578
10350,10.349999999999703,-44310.72445109999,17433.910051402654,299.7166122763365
10400,10.399999999999675,-44554.01365737114,17596.745842425073,302.5160182328133
10450,10.449999999999648,-44437.91694009357,17533.18432812423,301.4232948172838
10500,10.49999999999962,-44338.03363165792,17186.263610849208,295.4591765097111
10550,10.549999999999592,-44379.93488131123,17211.73576234263,295.89708326330157
10600,10.599999999999564,-44563.54062458109,17418.82111563775,299.4572094976725
10650,10.649999999999537,-44434.9161920179,17468.166536192617,300.30553567558957
10700,10.699999999999509,-44214.64903262876,17258.527500197797,296.7015075783935
10750,10.749999999999481,-44261.54035034393,17430.19687557302,299.6527768844386
10800,10.799999999999454,-44453.07498259279,17590.48763418421,302.40842969029234
10850,10.849999999999426,-44405.814222040644,17595.896137148786,302.5014104491267
10900,10.899999999999398,-44263.23162549253,17322.570384420207,297.80250650766135
10950,10.94999999999937,-44105.22579439004,17010.470668792645,292.43701654101005
11000,10.999999999999343,-44607.16378961396,17580.29875533299,302.2332666750435
11050,11.049999999999315,-44655.35923191621,17548.457691941876,301.6858682071884
11100,11.099999999999287,-44309.31030644194,17206.45004496961,295.80621338386425
11150,11.14999999999926,-44373.529751155846,17391.437975162444,298.98644980735935
11200,11.199999999999232,-44265.61943963236,17336.272782932345,298.03807250805994
11250,11.249999999999204,-44492.09309224281,17690.003397082764,304.11926376228814
11300,11.299999999999176,-44392.67257670649,17597.491328888224,302.5288343295222
11350,11.349999999999149,-44266.95338446545,17357.690547844904,298.4062779148331
11400,11.399999999999121,-44231.582864354816,17300.89186751909,297.42981835992964
11450,11.449999999999093,-44400.186827397614,17449.400235585665,299.98291315279965
11500,11.499999999999066,-44375.09880846981,17465.099232443758,300.25280385090304
11550,11.549999999999038,-44426.52168071668,17582.996343749168,302.2796425057681
11600,11.59999999999901,-44188.530033104544,17349.06607550117,298.25800953293174
11650,11.649999999998983,-44465.03978074997,17617.034447497208,302.86481158795306
11700,11.699999999998955,-44299.48906534739,17660.130679727383,303.6057042900387
11750,11.749999999998927,-44240.81271496024,17437.871137691098,299.7847096428943
11800,11.7999999999989,-44387.20892005533,17738.122696638606,304.94651097220634
11850,11.849999999998872,-44451.24999363098,17715.26972257981,304.5536320399906
11900,11.899999999998844,-44265.07368123098,17531.37464693015,301.3921835223884
11950,11.949999999998816,-44377.68263711809,17682.98317604401,303.9985750091076
12000,11.999999999998789,-44218.032973201,17551.49678634444,301.7381150683939
12050,12.04999999999876,-44300.42730058517,17714.846788335046,304.5463611283773
12100,12.099999999998733,-43989.729035245924,17477.890692145673,300.4727093658807
12150,12.149999999998705,-44194.296944326445,17537.169049924913,301.4917985158485
12200,12.199999999998678,-44306.81975270431,17538.8452143219,301.52061444487424
12250,12.24999999999865,-44188.41364801156,17416.43594808365,299.4162046779322
12300,12.299999999998622,-44185.82925157174,17477.031570920815,300.4579397070784
12350,12.349999999998595,-44098.04784245859,17217.91858672426,296.00337583751457
12400,12.399999999998567,-44322.7502375702,17317.284547436233,297.7116345719217
12450,12.44999999999854,-44282.417233691245,17408.361516141893,299.2773923644292
12500,12.499999999998511,-44522.4189899368,17686.3754653616,304.05689385204823
12550,12.549999999998484,-44522.36225364785,17694.637865369063,304.19893763523896
12600,12.599999999998456,-44290.21168427971,17489.971882166443,300.6804042165835
12650,12.649999999998428,-44223.63327548954,17366.530512456462,298.5582509511862
12700,12.6999999999984,-44431.17578955314,17470.98159409432,300.35393099340246
12750,12.749999999998373,-44474.09665999912,17591.70404599354,302.42934174189475
12800,12.799999999998345,-44213.167626006885,17422.2762465041,299.5166086866772
12850,12.849999999998317,-44398.53903738785,17504.542209756044,300.9308912967643
12900,12.89999999999829,-44397.508010726655,17615.950042326036,302.84616894018893
12950,12.949999999998262,-44236.70286478043,17361.495932147016,298.4716985168711
13000,12.999999999998234,-44558.39460519739,17783.06963644532,305.7192202778835
13050,13.049999999998207,-44242.43257816649,17441.536675742245,299.84772606569453
13100,13.099999999998179,-44536.780015149794,17756.502715006114,305.2624926895861
13150,13.149999999998151,-44181.56280576163,17420.17012456367,299.48040110437546
13200,13.199999999998123,-44235.40578668106,17328.76502762485,297.9090022662193
13250,13.249999999998096,-44507.36586537137,17545.818231751775,301.6404916930225
13300,13.299999999998068,-44303.23247300435,17355.70836349873,298.3722010166851
13350,13.34999999999804,-44339.370349515724,17455.571723519373,300.0890108354619
13400,13.399999999998013,-44354.506596607775,17479.17309238605,300.4947558634532
13450,13.449999999997985,-44438.972853178355,17620.697815094714,302.9277906972068
13500,13.499999999997957,-44477.42466583906,17564.18908239113,301.95631580258987
13550,13.54999999999793,-44390.13659671311,17494.63303558121,300.7605368492892
13600,13.599999999997902,-44475.92815498107,17604.425635970856,302.6480460852994
13650,13.649999999997874,-44343.2199591044,17474.688642458557,300.41766104443514
13700,13.699999999997846,-44372.52161821656,17418.794207957373,299.4567469118967
13750,13.749999999997819,-44467.45679063423,17575.69688081876,302.15415314081855
13800,13.799999999997791,-44579.91709280063,17832.08756103346,306.56191627981633
13850,13.849999999997763,-44323.636154828004,17511.84122181216,301.0563729104685
13900,13.899999999997736,-44196.496866834634,17394.685086956695,299.0422728180199
13950,13.949999999997708,-44358.94218149714,17549.529143877062,301.70428816824614
14000,13.99999999999768,-44269.60406637521,17322.570897242436,297.8025153238902
14050,14.049999999997652,-44682.565388086514,17615.42217052884,302.8370939853277
14100,14.099999999997625,-44312.2151903675,17349.27287161313,298.26156468664806
14150,14.149999999997597,-44201.769288734315,17200.227165521468,295.69923219941955
14200,14.19999999999757,-44286.69155397325,17168.94407922004,295.1614262442341
14250,14.249999999997542,-44335.82076224517,17428.909896186626,299.6306516640708
14300,14.299999999997514,-44434.520453128884,17619.651462422273,302.9098022323526
14350,14.349999999997486,-44355.665089239505,17431.710548969942,299.6787993350123
14400,14.399999999997458,-44396.072733339184,17347.587161371193,298.2325846493814
14450,14.44999999999743,-44431.40807421668,17341.97970566242,298.1361835767839
14500,14.499999999997403,-44559.65851612811,17510.977625341635,301.04152631508305
14550,14.549999999997375,-44559.26543045102,17489.006883078113,300.6638143490924
14600,14.599999999997348,-44452.43689392331,17591.731955836316,302.4298215564344
14650,14.64999999999732,-44420.39871976822,17540.61908480486,301.5511100967505
14700,14.699999999997292,-44395.32522241679,17488.432264245468,300.6539357384214
14750,14.749999999997264,-44415.45861040528,17443.834253997233,299.88722508622374
14800,14.799999999997237,-44465.67390544228,17561.44068445675,301.9090664755226
14850,14.849999999997209,-44398.35898336761,17472.616061797995,300.3820300900237
14900,14.899999999997181,-44243.04403556425,17378.38685906114,298.7620803863416
14950,14.949999999997154,-44786.807967330606,17783.067011439034,305.71917514985483
15000,14.999999999997126,-44616.371970749904,17523.39952222869,301.2550784581225
15050,15.049999999997098,-44423.92491668177,17251.941303752337,296.58828039753735
15100,15.09999999999707,-44590.77802796416,17376.446325195648,298.7287195261297
15150,15.149999999997043,-44419.3942196397,17258.408862700882,296.6994680113337
15200,15.199999999997015,-44424.983640012266,17138.5898511168,294.6395888372186
15250,15.249999999996987,-44779.1243654503,17433.176163263015,299.70399557323583
15300,15.29999999999696,-44374.73873492265,17140.41176744905,294.67091047357803
15350,15.349999999996932,-44409.94578964348,17230.848084533303,296.2256544468647
15400,15.399999999996904,-44563.3992217784,17311.713695933253,297.6158627837775
15450,15.449999999996876,-44734.08375715861,17407.183714617222,299.257144084963
15500,15.499999999996849,-44569.744250738935,17229.14004286311,296.1962904968668
15550,15.549999999996821,-44486.80762485138,17328.15629958723,297.89853726412315
15600,15.599999999996793,-44406.12033225053,17217.84211325428,296.0020611370668
15650,15.649999999996766,-44444.02104628382,17148.754470880882,294.8143348002174
15700,15.699999999996738,-44681.65190564803,17291.248952508733,297.26404133051676
15750,15.74999999999671,-44837.75214509298,17483.50505428739,300.56922917103316
15800,15.799999999996682,-44464.242140211434,17209.42060981971,295.85728211318514
15850,15.849999999996655,-44632.17962483426,17441.367023068113,299.84480946668697
15900,15.899999999996627,-44519.082432496056,17343.9980197052,298.17088160181834
15950,15.9499999999966,-44637.14936042917,17386.684188283838,298.90472465823683
16000,15.999999999996572,-44640.045088138824,17411.14007997786,299.32516029127146
16050,16.049999999996633,-44480.22320131849,17408.123350365095,299.27329791633514
16100,16.099999999996694,-44280.42308309741,17347.644917253037,298.23357756475116
16150,16.149999999996755,-44344.26987725322,17197.149655065175,295.6463249052162
16200,16.199999999996816,-44468.938670171294,17494.716079076035,300.76196449890233
16250,16.249999999996877,-44339.67296640987,17357.171646600895,298.39735717803325
16300,16.29999999999694,-44463.58602427618,17449.312789959866,299.9814098235611
16350,16.349999999997,-44334.569302530144,17400.9582092213,299.150117756304
16400,16.39999999999706,-44391.37435878393,17488.949618774823,300.662829884739
16450,16.44999999999712,-44387.234537202705,17455.40487965992,300.0861425244412
16500,16.499999999997183,-44276.88310471285,17355.93499302714,298.3760971383409
16550,16.549999999997244,-44494.888569332914,17598.143353631083,302.54004367077005
16600,16.599999999997305,-44386.693753239706,17493.001465053727,300.73248755972963
16650,16.649999999997366,-44157.58909610007,17197.240481057936,295.64788634833343
16700,16.699999999997427,-44670.99983418272,17665.028958733732,303.689913488402
16750,16.74999999999749,-44533.75712405255,17598.821569599822,302.5517032808026
16800,16.79999999999755,-44299.50982367101,17372.21539077368,298.65598304142964
16850,16.84999999999761,-44619.30091998787,17600.9122734303,302.5876458012983
16900,16.89999999999767,-44393.623533049074,17350.343370736962,298.2799682673648
16950,16.949999999997733,-44333.97199383327,17323.00885552022,297.8100445225008
17000,16.999999999997794,-44367.70884790706,17468.317062533777,300.308123462546
17050,17.049999999997855,-44312.22308443244,17405.315942901692,299.2250341217113
17100,17.099999999997916,-44278.46826442586,17284.028925712108,297.13991759891275
17150,17.149999999997977,-44289.42052305734,17516.195196498433,301.13122465279474
17200,17.199999999998038,-44251.50899585113,17486.366194186376,300.61841671159317
17250,17.2499999999981,-44035.26157133076,17535.59482178831,301.46473503309204
17300,17.29999999999816,-44139.62102956022,17545.296739082158,301.63152640549924
17350,17.34999999999822,-44200.27440849127,17530.614126256638,301.3791089637174
17400,17.399999999998283,-44373.99863683741,17643.36785650522,303.31752472656035
17450,17.449999999998344,-44402.08293654385,17710.91583951141,304.4787818727211
17500,17.499999999998405,-44206.6824711503,17396.504396918444,299.07354964672953
17550,17.549999999998466,-44373.038820647555,17581.237745719234,302.2494094116238
17600,17.599999999998527,-44281.071709213385,17565.563619327775,301.9799462763554
17650,17.649999999998588,-44390.158753298616,17699.365363787063,304.2802108439573
17700,17.69999999999865,-44369.41312922953,17701.40378002092,304.31525445759416
17750,17.74999999999871,-44326.75714255868,17441.70622949347,299.85064096406023
17800,17.79999999999877,-44358.87141597223,17450.487000961934,300.0015963762392
17850,17.849999999998833,-44538.01264791913,17663.16389989001,303.65785016372683
17900,17.899999999998894,-44499.813301676186,17549.289418690045,301.7001669114129
17950,17.949999999998955,-44446.248609535905,17532.603794952203,301.4133145297223
18000,17.999999999999016,-44190.99219390392,17219.869939799075,296.03692269712406
18050,18.049999999999077,-44365.88133182097,17568.24279842873,302.0260056217032
18100,18.099999999999138,-44296.551741512565,17478.619657757972,300.4852414429156
18150,18.1499999999992,-44070.40279753228,17252.750619426704,296.6021938197971
18200,18.19999999999926,-44486.37328058379,17708.84502666182,304.443181309789
18250,18.24999999999932,-44225.116331405756,17451.270075088894,300.0150586646072
18300,18.299999999999383,-44329.15818365777,17523.517500458376,301.2571066913312
18350,18.349999999999444,-44501.08136226806,17552.171102900098,301.7497076413203
18400,18.399999999999505,-44170.35393165721,17263.499357902903,296.7869817114881
18450,18.449999999999566,-44680.633348220574,17752.18481985919,305.1882612118634
18500,18.499999999999627,-44592.713678277345,17636.088510793747,303.1923812085659
18550,18.549999999999688,-44591.77798752199,17676.015436667032,303.87878849907423
18600,18.59999999999975,-44304.01822343252,17397.954907655792,299.0984862308341
18650,18.64999999999981,-44435.728788970526,17403.395730219578,299.19202261492734
18700,18.69999999999987,-44561.6820690395,17505.44658716392,300.9464389812544
18750,18.749999999999932,-44556.03069200354,17436.047531114047,299.7533589485414
18800,18.799999999999994,-44597.45500090944,17415.026160060475,299.3919681819833
18850,18.850000000000055,-44689.90068439045,17495.72785541374,300.7793585416286
18900,18.900000000000116,-44370.98518493441,17291.17645479966,297.2627949797155
18950,18.950000000000177,-44547.19981728851,17514.997511621135,301.11063454690685
19000,19.000000000000238,-44489.24707954865,17491.03203574719,300.6986299409779
19050,19.0500000000003,-44391.910002573204,17349.031584084107,298.25741657067346
19100,19.10000000000036,-44424.892578286795,17278.27914827264,297.04106978964796
19150,19.15000000000042,-44264.894617316044,17170.254666426063,295.1839573205287
