# CDFTB-CI Results
# Frame  Time(fs)   J_lowdin(meV)        E1(Ha)        E2(Ha)        dE(eV)
   72    288.00       68.4980    -85.4848004566    -85.4755289985    0.252289
   73    292.00      -70.6132    -85.4893610071    -85.4810617716    0.225834
   74    296.00       76.8224    -85.4700811108    -85.4613322158    0.238070
   75    300.00      -79.6934    -85.4738547033    -85.4636023593    0.278980
   76    304.00       77.7840    -85.4860137688    -85.4736538406    0.336331
   77    308.00      -80.7752    -85.4754621678    -85.4627439315    0.346081
   78    312.00       76.4114    -85.4692881716    -85.4586439463    0.289644
   79    316.00       75.6051    -85.4754443849    -85.4666957512    0.238062
   80    320.00       75.1280    -85.4861201200    -85.4774955997    0.234685
   81    324.00       74.4598    -85.4757984592    -85.4667624093    0.245883
   82    328.00      -73.9787    -85.4717410168    -85.4630710546    0.235922
   83    332.00      -76.1615    -85.4875352918    -85.4788509454    0.236313
   84    336.00      -71.7690    -85.4815680041    -85.4734596686    0.220639
   85    340.00      -69.0142    -85.4765457680    -85.4678556087    0.236471
   86    344.00      -71.1404    -85.4803731817    -85.4707066074    0.263041
   87    348.00       71.9425    -85.4759303991    -85.4663133004    0.261695
   88    352.00       74.6264    -85.4752889191    -85.4662894621    0.244888
   89    356.00      -68.0866    -85.4779801948    -85.4711793848    0.185059
   90    360.00       60.8096    -85.4779178359    -85.4713786237    0.177941
   91    364.00      -60.2768    -85.4818491585    -85.4738781514    0.216902
   92    368.00      -60.4677    -85.4883301354    -85.4791691448    0.249283
   93    372.00       60.4082    -85.4706027815    -85.4619124781    0.236475
   94    376.00      -65.0281    -85.4784682122    -85.4704810401    0.217342
   95    380.00           nan               nan               nan         nan
   96    384.00       59.4632    -85.4731859753    -85.4645642043    0.234610
   97    388.00      -59.5434    -85.4819026675    -85.4731232478    0.238900
   98    392.00       54.5408    -85.4685905661    -85.4606520197    0.216019
   99    396.00      -52.7132    -85.4784429404    -85.4707422911    0.209545
  100    400.00      -46.7414    -85.4995978436    -85.4924508357    0.194480
  101    404.00      -48.0939    -85.4775035373    -85.4713870746    0.166437
  102    408.00       48.2929    -85.4655658886    -85.4595294977    0.164259
  103    412.00      -42.9155    -85.4766789713    -85.4706043360    0.165299
  104    416.00       41.8770    -85.4711895747    -85.4638819740    0.198850
  105    420.00      -33.3117    -85.4706877413    -85.4599109586    0.293251
  106    424.00       39.3927    -85.4864833283    -85.4734920601    0.353510
  107    428.00       39.6800    -85.4855635429    -85.4740069414    0.314471
  108    432.00      -39.2361    -85.4737179974    -85.4657571260    0.216626
  109    436.00       35.0745    -85.4816040151    -85.4751621677    0.175292
  110    440.00       32.0733    -85.4653638981    -85.4571612936    0.223204
  111    444.00       37.7562    -85.4741239963    -85.4642006115    0.270029
  112    448.00      -39.9927    -85.4761487637    -85.4667756406    0.255056
  113    452.00       38.0526    -85.4660224818    -85.4587050438    0.199118
  114    456.00      -37.0006    -85.4719710934    -85.4645887659    0.200883
  115    460.00      -39.8382    -85.4621129410    -85.4535372271    0.233357
  116    464.00       40.8346    -85.4754128118    -85.4663048665    0.247840
  117    468.00      -44.3683    -85.4766102949    -85.4673854822    0.251020
  118    472.00       47.0038    -85.4842008226    -85.4773028939    0.187702
  119    476.00      -39.1223    -85.4837019964    -85.4786749973    0.136792
  120    480.00      -36.3775    -85.4628020419    -85.4560706809    0.183170
  121    484.00      -36.7466    -85.4790621007    -85.4688899793    0.276798
  122    488.00       41.2091    -85.4776700544    -85.4656977177    0.325784
  123    492.00      -39.5199    -85.4741048291    -85.4635153756    0.288154
  124    496.00       41.2591    -85.4732010644    -85.4665843356    0.180050
  125    500.00      -46.5144    -85.4733386286    -85.4682080718    0.139610
  126    504.00      -47.3084    -85.4823681226    -85.4746181679    0.210887
  127    508.00       52.5756    -85.4811111774    -85.4702354455    0.295944
  128    512.00       57.5225    -85.4856449689    -85.4741396251    0.313076
  129    516.00      -55.6593    -85.4673199279    -85.4580331485    0.252706
  130    520.00       62.3839    -85.4650645422    -85.4586061941    0.175741
  131    524.00       66.0058    -85.4787641294    -85.4727025537    0.164944
  132    528.00      -71.2369    -85.4655873075    -85.4582844432    0.198721
  133    532.00       72.7596    -85.4714148462    -85.4635003793    0.215364
  134    536.00       66.3076    -85.4748769449    -85.4663217851    0.232798
  135    540.00      -64.8676    -85.4687474419    -85.4602186628    0.232080
  136    544.00       70.5883    -85.4908089219    -85.4814934806    0.253486
  137    548.00       74.7247    -85.4791299556    -85.4682817798    0.295194
  138    552.00       75.2033    -85.4674893035    -85.4565741162    0.297017
  139    556.00       76.0176    -85.4903927864    -85.4808722634    0.259067
  140    560.00       72.7407    -85.4817602422    -85.4731913467    0.233172
  141    564.00       75.3533    -85.4640284673    -85.4555524917    0.230643
  142    568.00      -78.5236    -85.4674934409    -85.4586808564    0.239803
  143    572.00      -75.8880    -85.4701618392    -85.4609439431    0.250832
  144    576.00      -75.6192    -85.4738695603    -85.4640277613    0.267809
  145    580.00       75.8949    -85.4791185862    -85.4700542144    0.246654
  146    584.00       81.3255    -85.4796217423    -85.4705640430    0.246473
  147    588.00      -85.0637    -85.4695135614    -85.4604826185    0.245744
  148    592.00      -84.7704    -85.4736929207    -85.4648520087    0.240573
  149    596.00       83.0400    -85.4769786433    -85.4674000418    0.260647
  150    600.00       84.3223    -85.4692843879    -85.4585351502    0.292502
  151    604.00       83.6650    -85.4701850454    -85.4585605173    0.316320
  152    608.00      -84.3392    -85.4657915442    -85.4550756653    0.291594
  153    612.00       82.3993    -85.4794398104    -85.4703342305    0.247775
  154    616.00      -78.7992    -85.4862932133    -85.4785413026    0.210940
  155    620.00      -77.1639    -85.4767833732    -85.4679418317    0.240591
  156    624.00       76.7599    -85.4659532684    -85.4537122019    0.333096
  157    628.00       72.2399    -85.4639118683    -85.4507040982    0.359402
  158    632.00       72.2223    -85.4744018995    -85.4623428818    0.328143
  159    636.00       71.8742    -85.4670988035    -85.4580262351    0.246877
  160    640.00       76.9457    -85.4633383845    -85.4553008982    0.218711
  161    644.00      -76.3481    -85.4739189515    -85.4648898080    0.245696
  162    648.00      -77.9780    -85.4765787205    -85.4675769841    0.244950
  163    652.00       77.7336    -85.4786202920    -85.4704186155    0.223179
  164    656.00       79.8606    -85.4687062462    -85.4608966795    0.212509
  165    660.00       78.8506    -85.4619919586    -85.4533825391    0.234274
  166    664.00      -74.9095    -85.4824218876    -85.4705723847    0.322441
  167    668.00      -72.0178    -85.4748364323    -85.4610882621    0.374107
  168    672.00       73.7419    -85.4668629839    -85.4543025312    0.341787
  169    676.00      -80.2007    -85.4707116540    -85.4597515055    0.298241
  170    680.00      -82.1055    -85.4738909706    -85.4638873310    0.272213
  171    684.00       81.9801    -85.4726708975    -85.4616189704    0.300738
  172    688.00       76.1133    -85.4761350456    -85.4642201146    0.324222
  173    692.00       73.6244    -85.4770270881    -85.4654778567    0.314271
  174    696.00       73.7699    -85.4665350680    -85.4564819911    0.273558
  175    700.00       68.7783    -85.4815213421    -85.4727517492    0.238633
  176    704.00       60.8385    -85.4808767489    -85.4710909822    0.266284
  177    708.00      -52.4515    -85.4635825318    -85.4523506869    0.305634
  178    712.00      -54.2350    -85.4714406971    -85.4606164102    0.294544
  179    716.00       57.4696    -85.4632270762    -85.4545896024    0.235038
  180    720.00      -60.7248    -85.4764534414    -85.4685148307    0.216021
  181    724.00       59.1606    -85.4872802514    -85.4782934891    0.244542
  182    728.00      -59.8303    -85.4719753224    -85.4621937735    0.266170
  183    732.00      -63.2657    -85.4657327903    -85.4558557963    0.268767
  184    736.00       68.4730    -85.4641395741    -85.4550533365    0.247249
  185    740.00      -72.7051    -85.4751168230    -85.4667479237    0.227729
  186    744.00       70.5311    -85.4707870358    -85.4626568232    0.221234
  187    748.00       68.1975    -85.4689623515    -85.4599052883    0.246455
  188    752.00      -65.8308    -85.4679512821    -85.4567247710    0.305489
  189    756.00       62.8508    -85.4709365201    -85.4594145850    0.313528
  190    760.00       57.2038    -85.4812717255    -85.4713032170    0.271257
  191    764.00       52.8926    -85.4612200383    -85.4542562014    0.189496
  192    768.00      -58.6856    -85.4647527424    -85.4597385964    0.136442
  193    772.00      -60.2916    -85.4789975910    -85.4745041375    0.122273
  194    776.00      -61.3492    -85.4678320354    -85.4631389035    0.127707
  195    780.00       53.4004    -85.4647142998    -85.4587985990    0.160974
  196    784.00       50.3801    -85.4654266180    -85.4575424587    0.214539
  197    788.00      -54.0486    -85.4739520474    -85.4668477488    0.193318
  198    792.00       61.7536    -85.4807469423    -85.4748845004    0.159525
  199    796.00      -66.3438    -85.4795707410    -85.4737250272    0.159070
  200    800.00       60.4500    -85.4672423354    -85.4608591162    0.173696
  201    804.00       61.7713    -85.4560508003    -85.4487551793    0.198524
  202    808.00       67.5578    -85.4680521985    -85.4602920101    0.211165
  203    812.00      -72.6226    -85.4712978164    -85.4635640062    0.210448
  204    816.00      -78.5152    -85.4704995320    -85.4630162447    0.203631
  205    820.00      -76.4511    -85.4667527234    -85.4597723470    0.189946
  206    824.00      -74.3319    -85.4578171682    -85.4516457225    0.167934
  207    828.00      -76.0152    -85.4640513226    -85.4579976305    0.164729
  208    832.00      -72.0041    -85.4733832270    -85.4675223568    0.159482
  209    836.00      -62.7453    -85.4815543400    -85.4763496938    0.141626
  210    840.00      -56.9270    -85.4640908033    -85.4582140286    0.159915
  211    844.00      -53.9204    -85.4662977679    -85.4591940568    0.193302
  212    848.00       51.4163    -85.4769652284    -85.4689345831    0.218525
  213    852.00      -55.3388    -85.4619428063    -85.4535058401    0.229582
  214    856.00      -50.8943    -85.4640387173    -85.4566337718    0.201499
  215    860.00       50.6579    -85.4703683387    -85.4629969304    0.200586
  216    864.00      -59.6453    -85.4735520890    -85.4658502060    0.209579
  217    868.00      -65.1910    -85.4709247552    -85.4632635755    0.208471
  218    872.00      -67.2512    -85.4647470673    -85.4555695599    0.249733
  219    876.00       63.2952    -85.4699041833    -85.4590527365    0.295283
  220    880.00      -66.7624    -85.4668794058    -85.4567142216    0.276609
  221    884.00      -73.6493    -85.4704674844    -85.4617510769    0.237186
  222    888.00      -79.7591    -85.4721305807    -85.4644938423    0.207806
  223    892.00       79.9968    -85.4582070003    -85.4507500331    0.202914
  224    896.00       80.0832    -85.4612423534    -85.4528342832    0.228795
  225    900.00      -76.8602    -85.4724348058    -85.4627634677    0.263171
  226    904.00       77.6355    -85.4807194545    -85.4704063123    0.280635
  227    908.00       79.7009    -85.4774554854    -85.4674721009    0.271662
  228    912.00       79.2068    -85.4782639976    -85.4690387999    0.251030
  229    916.00      -73.3702    -85.4760812458    -85.4655186502    0.287423
  230    920.00      -70.0906    -85.4703224320    -85.4575494406    0.347571
  231    924.00       68.6476    -85.4707764259    -85.4570643525    0.373125
  232    928.00      -65.6923    -85.4807734546    -85.4668682713    0.378379
  233    932.00       67.2322    -85.4870834952    -85.4730413659    0.382106
  234    936.00      -69.7017    -85.4846858259    -85.4695330789    0.412327
  235    940.00       75.0997    -85.4804836887    -85.4652420170    0.414747
  236    944.00      -81.3145    -85.4782158477    -85.4651099650    0.356629
  237    948.00       82.1178    -85.4656539469    -85.4547992731    0.295371
  238    952.00      -81.6648    -85.4627617609    -85.4524258870    0.281253
  239    956.00       77.3334    -85.4870065668    -85.4751211498    0.323419
  240    960.00      -79.7051    -85.4762768466    -85.4630741198    0.359264
  241    964.00       85.7861    -85.4636001581    -85.4521045222    0.312812
  242    968.00       87.3349    -85.4849434278    -85.4752151090    0.264721
  243    972.00       84.4379    -85.4884581838    -85.4791895425    0.252213
  244    976.00      -77.7944    -85.4819653614    -85.4708452112    0.302595
  245    980.00      -72.9814    -85.4734238924    -85.4587736562    0.398653
  246    984.00       72.4988    -85.4688413804    -85.4533859230    0.420564
  247    988.00      -69.9316    -85.4724381490    -85.4602089460    0.332774
  248    992.00      -68.8078    -85.4731417033    -85.4638437950    0.253009
  249    996.00       63.9888    -85.4825276303    -85.4729352763    0.261021
  250   1000.00      -61.5616    -85.4691046740    -85.4571346977    0.325720
  251   1004.00      -61.0955    -85.4749376432    -85.4617636940    0.358481
  252   1008.00       62.5903    -85.4866323516    -85.4758513913    0.293365
  253   1012.00       59.7743    -85.4678787577    -85.4598688837    0.217960
  254   1016.00      -65.0323    -85.4736501113    -85.4652409078    0.228826
  255   1020.00      -62.9655    -85.4852121689    -85.4755940694    0.261722
  256   1024.00       64.3220    -85.4723308773    -85.4614415682    0.296313
  257   1028.00       61.7956    -85.4641596301    -85.4546436853    0.258942
  258   1032.00       59.4591    -85.4711330154    -85.4648532939    0.170880
  259   1036.00       55.5872    -85.4671555457    -85.4620896028    0.137851
  260   1040.00      -52.3817    -85.4702212302    -85.4636461736    0.178916
  261   1044.00       51.0914    -85.4759650893    -85.4667389782    0.251055
  262   1048.00       48.3094    -85.4675436050    -85.4576800531    0.268401
  263   1052.00       43.7177    -85.4749841038    -85.4673998805    0.206377
  264   1056.00       43.0689    -85.4786225618    -85.4729682409    0.153862
  265   1060.00      -42.9428    -85.4580292912    -85.4521208986    0.160776
  266   1064.00       40.9415    -85.4748739713    -85.4670749721    0.212222
  267   1068.00       37.0166    -85.4891443911    -85.4796794030    0.257555
  268   1072.00       32.3203    -85.4716904050    -85.4629507743    0.237817
  269   1076.00      -35.1558    -85.4666152737    -85.4600479352    0.178706
  270   1080.00       41.3814    -85.4683561464    -85.4644376709    0.106627
  271   1084.00      -46.9124    -85.4639796912    -85.4602902536    0.100395
  272   1088.00       44.5767    -85.4671823285    -85.4628629694    0.117536
  273   1092.00       43.7017    -85.4738470465    -85.4677342966    0.166336
  274   1096.00       47.3106    -85.4702346480    -85.4627307690    0.204191
  275   1100.00       46.4152    -85.4788553860    -85.4729058158    0.161896
  276   1104.00       50.6259    -85.4739028832    -85.4695424188    0.118654
  277   1108.00       49.6480    -85.4637308803    -85.4596962518    0.109788
  278   1112.00      -45.7045    -85.4783319974    -85.4728682956    0.148675
  279   1116.00      -40.0397    -85.4808311648    -85.4724517742    0.228015
  280   1120.00       34.4553    -85.4678063451    -85.4589545616    0.240869
  281   1124.00      -34.5371    -85.4676743086    -85.4611945501    0.176323
  282   1128.00       37.2812    -85.4816330612    -85.4776706749    0.107822
  283   1132.00       39.9017    -85.4831489184    -85.4774335824    0.155522
  284   1136.00       29.4786    -85.4714776847    -85.4620319099    0.257033
  285   1140.00      -34.0366    -85.4778022389    -85.4669380700    0.295629
  286   1144.00      -35.0439    -85.4728990294    -85.4645228936    0.227926
  287   1148.00       43.1991    -85.4751280174    -85.4708705035    0.115853
  288   1152.00       45.0216    -85.4864065418    -85.4830960686    0.090083
  289   1156.00       47.0463    -85.4727533637    -85.4684877909    0.116072
  290   1160.00      -42.3344    -85.4837906499    -85.4761676553    0.207432
  291   1164.00       44.6906    -85.4845881325    -85.4751279584    0.257424
  292   1168.00       51.9092    -85.4672327019    -85.4594385896    0.212089
  293   1172.00      -58.6279    -85.4659901147    -85.4599824886    0.163476
  294   1176.00       62.3904    -85.4765859511    -85.4695225308    0.192205
  295   1180.00       63.8497    -85.4871429000    -85.4765399250    0.288522
  296   1184.00      -65.1357    -85.4774355930    -85.4653804633    0.328037
  297   1188.00       71.8728    -85.4685382022    -85.4578110211    0.291901
  298   1192.00      -68.1011    -85.4788556505    -85.4710597841    0.212136
  299   1196.00      -62.1668    -85.4838964299    -85.4779341240    0.162243
  300   1200.00       59.2473    -85.4720844351    -85.4646978670    0.200999
  301   1204.00       50.5690    -85.4667322792    -85.4560048964    0.291907
  302   1208.00      -51.7437    -85.4783191023    -85.4673511007    0.298455
  303   1212.00       55.7393    -85.4843980279    -85.4757573202    0.235126
  304   1216.00      -57.8942    -85.4664330961    -85.4595935922    0.186112
  305   1220.00       63.7456    -85.4582424211    -85.4510509689    0.195689
  306   1224.00      -68.2596    -85.4719056982    -85.4640632109    0.213405
  307   1228.00      -70.3139    -85.4780078441    -85.4699786642    0.218485
  308   1232.00      -73.3396    -85.4695491892    -85.4622968726    0.197346
  309   1236.00      -67.0782    -85.4700405736    -85.4644323091    0.152609
  310   1240.00      -65.5015    -85.4715845758    -85.4660874663    0.149584
  311   1244.00      -70.2597    -85.4683060103    -85.4611408971    0.194973
  312   1248.00      -71.2336    -85.4696512600    -85.4596907767    0.271039
  313   1252.00      -77.6540    -85.4742500926    -85.4622469901    0.326621
  314   1256.00      -80.4559    -85.4749005519    -85.4634392870    0.311877
  315   1260.00      -75.5258    -85.4742958086    -85.4646687852    0.261965
  316   1264.00      -77.1249    -85.4679946975    -85.4589247778    0.246805
  317   1268.00      -72.9581    -85.4705164561    -85.4619130146    0.234112
  318   1272.00       66.9357    -85.4723395568    -85.4646903424    0.208146
  319   1276.00       65.1055    -85.4671329808    -85.4600245794    0.193429
  320   1280.00       60.0137    -85.4649476870    -85.4580280841    0.188292
  321   1284.00       58.7088    -85.4725003432    -85.4655839951    0.188203
  322   1288.00      -59.1579    -85.4846354782    -85.4769573513    0.208932
  323   1292.00      -57.2611    -85.4703610492    -85.4612238777    0.248635
  324   1296.00      -51.6263    -85.4567241702    -85.4461839409    0.286814
  325   1300.00      -39.9937    -85.4809996870    -85.4710307819    0.271268
  326   1304.00      -46.0908    -85.4788479180    -85.4716750869    0.195183
  327   1308.00      -50.4689    -85.4702975724    -85.4653867718    0.133630
  328   1312.00      -49.9018    -85.4673849663    -85.4627500102    0.126124
  329   1316.00       52.6931    -85.4672064885    -85.4602584572    0.189066
  330   1320.00      -49.1332    -85.4688268307    -85.4591915879    0.262188
  331   1324.00      -43.3625    -85.4717839159    -85.4624611843    0.253684
  332   1328.00      -54.9583    -85.4700982391    -85.4626078338    0.203824
  333   1332.00      -51.0433    -85.4654096609    -85.4602713882    0.139820
  334   1336.00       45.1647    -85.4773092863    -85.4713879733    0.161127
  335   1340.00      -42.8172    -85.4750596054    -85.4653392677    0.264504
  336   1344.00       30.6568    -85.4577719438    -85.4479717970    0.266676
  337   1348.00      -36.1361    -85.4741234603    -85.4669996884    0.193848
  338   1352.00      -43.7616    -85.4731446561    -85.4687344391    0.120008
  339   1356.00      -34.0791    -85.4713215012    -85.4678461314    0.094570
  340   1360.00      -38.3416    -85.4751017914    -85.4684955337    0.179765
  341   1364.00       39.6869    -85.4653831033    -85.4559597819    0.256422
  342   1368.00       31.6701    -85.4708065980    -85.4624387578    0.227701
  343   1372.00      -39.3337    -85.4720758893    -85.4663594766    0.155552
  344   1376.00      -34.2922    -85.4847495894    -85.4804630139    0.116644
  345   1380.00       35.1094    -85.4798507230    -85.4734275538    0.174783
  346   1384.00      -39.0627    -85.4613964376    -85.4512960531    0.274845
  347   1388.00       37.3045    -85.4746889456    -85.4650353492    0.262688
  348   1392.00       41.5727    -85.4773406100    -85.4716169007    0.155750
  349   1396.00      -45.8621    -85.4821794526    -85.4783714999    0.103620
  350   1400.00      -48.9956    -85.4662422532    -85.4613791326    0.132332
  351   1404.00      -46.1928    -85.4582570883    -85.4501045863    0.221841
  352   1408.00       43.0512    -85.4756104193    -85.4654008478    0.277817
  353   1412.00      -36.1820    -85.4792776609    -85.4701312769    0.248886
  354   1416.00      -41.8528    -85.4752677042    -85.4677575093    0.204363
  355   1420.00       35.4750    -85.4759467133    -85.4693033755    0.180774
  356   1424.00      -41.0350    -85.4759048074    -85.4665135365    0.255549
  357   1428.00      -32.5375    -85.4793502350    -85.4670971153    0.333424
  358   1432.00      -33.7799    -85.4853725254    -85.4729729890    0.337409
  359   1436.00       40.4360    -85.4800975981    -85.4685729416    0.313602
  360   1440.00      -44.5031    -85.4735568233    -85.4640729945    0.258068
  361   1444.00       36.0749    -85.4814540955    -85.4725873977    0.241275
  362   1448.00       52.0891    -85.4795364381    -85.4691236435    0.283347
  363   1452.00       46.9235    -85.4809254562    -85.4704940846    0.283852
  364   1456.00      -49.7249    -85.4802830417    -85.4692217701    0.300993
  365   1460.00      -53.3116    -85.4738403423    -85.4631021451    0.292201
  366   1464.00       47.2274    -85.4757622077    -85.4658415038    0.269956
  367   1468.00      -48.4733    -85.4747833512    -85.4648802728    0.269476
  368   1472.00       50.3230    -85.4788829528    -85.4684484090    0.283938
  369   1476.00       52.1353    -85.4719472984    -85.4604561981    0.312689
  370   1480.00       55.7285    -85.4719165148    -85.4605989889    0.307966
  371   1484.00      -61.7646    -85.4766023741    -85.4664440816    0.276421
  372   1488.00       59.7801    -85.4684183552    -85.4591789220    0.251418
  373   1492.00       61.7822    -85.4774514750    -85.4666615428    0.293609
  374   1496.00       59.2712    -85.4798818171    -85.4666548916    0.359923
  375   1500.00      -59.0491    -85.4696342230    -85.4550272544    0.397476
  376   1504.00       60.3550    -85.4653288242    -85.4500860566    0.414777
  377   1508.00       58.6837    -85.4744550244    -85.4613404884    0.356865
  378   1512.00       69.3021    -85.4810028047    -85.4689522931    0.327911
  379   1516.00      -74.0514    -85.4755195514    -85.4637311830    0.320778
  380   1520.00      -73.7045    -85.4715649719    -85.4599140510    0.317038
  381   1524.00       81.3530    -85.4710930088    -85.4593862776    0.318556
  382   1528.00      -81.9556    -85.4698929288    -85.4596522702    0.278663
  383   1532.00       82.6083    -85.4765925033    -85.4663233391    0.279438
  384   1536.00      -83.0979    -85.4777772876    -85.4658741065    0.323902
  385   1540.00      -76.3828    -85.4737579877    -85.4613039326    0.338892
  386   1544.00       77.4944    -85.4564185942    -85.4439810429    0.338443
  387   1548.00       81.7830    -85.4653743316    -85.4550278719    0.281542
  388   1552.00      -81.4083    -85.4882871016    -85.4791854374    0.247669
  389   1556.00      -86.0951    -85.4784533713    -85.4688062932    0.262510
  390   1560.00       83.2032    -85.4777437492    -85.4666051932    0.303096
  391   1564.00      -78.0649    -85.4776616288    -85.4652727643    0.337118
  392   1568.00       82.0160    -85.4703111035    -85.4580184097    0.334501
  393   1572.00      -76.6825    -85.4876387553    -85.4765990928    0.300405
  394   1576.00      -80.2908    -85.4854251179    -85.4745965526    0.294660
  395   1580.00      -82.9196    -85.4637155531    -85.4521057935    0.315918
  396   1584.00       77.4848    -85.4710615033    -85.4588526558    0.332220
  397   1588.00       82.1110    -85.4816142457    -85.4695013490    0.329609
  398   1592.00       84.7152    -85.4785323928    -85.4682089009    0.280917
  399   1596.00      -81.4115    -85.4742669444    -85.4654849493    0.238970
  400   1600.00      -87.4608    -85.4749987488    -85.4656006677    0.255735
  401   1604.00       85.0385    -85.4733984360    -85.4640233049    0.255110
  402   1608.00      -86.2844    -85.4701623651    -85.4608013150    0.254727
  403   1612.00       85.2167    -85.4800299449    -85.4702691683    0.265604
  404   1616.00      -83.5139    -85.4724671227    -85.4631735330    0.252891
  405   1620.00      -86.3774    -85.4748229016    -85.4648736627    0.270733
  406   1624.00      -85.6050    -85.4818350099    -85.4713430936    0.285500
  407   1628.00      -82.9010    -85.4708456916    -85.4601055644    0.292254
  408   1632.00      -82.7451    -85.4824617022    -85.4709501986    0.313244
  409   1636.00      -77.9512    -85.4676228181    -85.4576499433    0.271376
