# CDFTB-CI Results
# Frame  Time(fs)   J_lowdin(meV)        E1(Ha)        E2(Ha)        dE(eV)
    0      0.00       30.1581    -85.4573785451    -85.4510516495    0.172164
    1      4.00       37.2752    -85.4590747207    -85.4485256202    0.287056
    2      8.00       41.6025    -85.4634405390    -85.4513768509    0.328270
    3     12.00       45.3318    -85.4645405511    -85.4536689594    0.295831
    4     16.00      -46.9942    -85.4517364328    -85.4422082164    0.259276
    5     20.00      -42.3483    -85.4683550043    -85.4601503994    0.223259
    6     24.00       42.7491    -85.4822290935    -85.4741910157    0.218727
    7     28.00       45.4734    -85.4708378381    -85.4627037948    0.221339
    8     32.00       46.1559    -85.4671355854    -85.4597476037    0.201037
    9     36.00       45.9871    -85.4672408246    -85.4603853561    0.186547
   10     40.00      -44.0373    -85.4654510732    -85.4577405125    0.209815
   11     44.00      -34.3616    -85.4709815666    -85.4604675830    0.286100
   12     48.00       32.9408    -85.4831913289    -85.4713228910    0.322957
   13     52.00      -36.9463    -85.4825181844    -85.4720319848    0.285344
   14     56.00       40.7465    -85.4653763346    -85.4569965996    0.228024
   15     60.00       42.3195    -85.4555208907    -85.4465451156    0.244243
   16     64.00      -42.6301    -85.4629966405    -85.4514682268    0.313704
   17     68.00      -39.6320    -85.4723423543    -85.4591390742    0.359280
   18     72.00      -46.9691    -85.4673870987    -85.4539027033    0.366929
   19     76.00       45.5702    -85.4628970086    -85.4521621644    0.292110
   20     80.00       49.4505    -85.4619351122    -85.4538514049    0.219969
   21     84.00      -48.0015    -85.4586717784    -85.4511770494    0.203942
   22     88.00      -44.8134    -85.4747905612    -85.4662639719    0.232020
   23     92.00      -45.1719    -85.4776708667    -85.4673123718    0.281869
   24     96.00      -38.4217    -85.4732859205    -85.4621757822    0.302322
   25    100.00      -38.1346    -85.4796288322    -85.4683930109    0.305742
   26    104.00       38.5105    -85.4708428703    -85.4598762228    0.298418
   27    108.00       40.7354    -85.4553463053    -85.4450681702    0.279682
   28    112.00       46.2924    -85.4579414070    -85.4469319911    0.299581
   29    116.00      -42.9889    -85.4743507599    -85.4643750936    0.271452
   30    120.00       37.9173    -85.4666144080    -85.4572050798    0.256041
   31    124.00      -42.6062    -85.4532355289    -85.4419002935    0.308447
   32    128.00      -39.9872    -85.4585484688    -85.4461232725    0.338107
   33    132.00      -40.7373    -85.4751711111    -85.4623822416    0.348003
   34    136.00       40.4638    -85.4695730116    -85.4580519163    0.313505
   35    140.00       36.3120    -85.4670378704    -85.4577186057    0.253590
   36    144.00      -40.7857    -85.4804126452    -85.4720726846    0.226942
   37    148.00      -44.8038    -85.4725553288    -85.4642495007    0.226013
   38    152.00      -49.7560    -85.4660690616    -85.4569090214    0.249257
   39    156.00      -47.6439    -85.4690667177    -85.4595980968    0.257654
   40    160.00      -45.0733    -85.4688049579    -85.4604820829    0.226477
   41    164.00       43.1577    -85.4673284894    -85.4599192792    0.201615
   42    168.00       46.1998    -85.4619921642    -85.4549184505    0.192486
   43    172.00      -50.4189    -85.4632462554    -85.4557501823    0.203979
   44    176.00      -47.5001    -85.4690030257    -85.4600341613    0.244055
   45    180.00       45.5080    -85.4728971642    -85.4617454297    0.303454
   46    184.00       47.7192    -85.4759881862    -85.4645690616    0.310730
   47    188.00      -49.6942    -85.4638535520    -85.4530716176    0.293391
   48    192.00      -56.0481    -85.4701171804    -85.4611414293    0.244243
   49    196.00      -54.8240    -85.4698621114    -85.4639437073    0.161048
   50    200.00      -56.7516    -85.4534984268    -85.4487462081    0.129314
   51    204.00       55.9651    -85.4715385730    -85.4666944842    0.131814
   52    208.00       58.9376    -85.4826075502    -85.4760231832    0.179170
   53    212.00       58.8061    -85.4728387843    -85.4645931456    0.224375
   54    216.00       59.0122    -85.4564064029    -85.4485830139    0.212885
   55    220.00      -59.4021    -85.4610530696    -85.4543798040    0.181589
   56    224.00      -64.1065    -85.4742240217    -85.4676676873    0.178407
   57    228.00       68.6598    -85.4672885190    -85.4604872552    0.185072
   58    232.00      -67.5707    -85.4645030491    -85.4572177920    0.198242
   59    236.00      -69.6566    -85.4609509692    -85.4524858396    0.230348
   60    240.00       70.5591    -85.4662322950    -85.4571565684    0.246963
   61    244.00      -74.2726    -85.4755438151    -85.4670101224    0.232214
   62    248.00       75.9442    -85.4693450021    -85.4614310852    0.215349
   63    252.00       72.6943    -85.4622320578    -85.4547079659    0.204741
   64    256.00       68.3510    -85.4555415367    -85.4479796505    0.205769
   65    260.00      -64.9897    -85.4661885943    -85.4580992113    0.220123
   66    264.00      -66.2147    -85.4756408485    -85.4664177085    0.250974
   67    268.00       68.0341    -85.4745637540    -85.4648371338    0.264675
   68    272.00      -70.9822    -85.4713690893    -85.4623017127    0.246736
   69    276.00       69.2898    -85.4597343063    -85.4521010915    0.207710
   70    280.00      -67.7335    -85.4552203543    -85.4493063644    0.160928
   71    284.00       69.4448    -85.4571280588    -85.4516616120    0.148750
   72    288.00      -72.1750    -85.4792510893    -85.4728017497    0.175495
   73    292.00       69.4191    -85.4787602082    -85.4712377075    0.204698
   74    296.00       63.3212    -85.4533614385    -85.4441204513    0.251460
   75    300.00       64.3830    -85.4712430699    -85.4609193403    0.280923
   76    304.00       62.7622    -85.4790994276    -85.4698233863    0.252414
   77    308.00       71.4795    -85.4731770747    -85.4646628352    0.231684
   78    312.00      -71.7715    -85.4740407343    -85.4664142545    0.207527
   79    316.00      -69.2336    -85.4690377037    -85.4606759818    0.227534
   80    320.00      -67.2680    -85.4635532975    -85.4537043495    0.268004
   81    324.00       67.6513    -85.4623915775    -85.4520477878    0.281469
   82    328.00       63.9868    -85.4647528572    -85.4539396223    0.294243
   83    332.00      -63.0393    -85.4704271522    -85.4597982214    0.289228
   84    336.00      -61.7035    -85.4664880344    -85.4562026708    0.279879
   85    340.00      -65.1952    -85.4652728252    -85.4547989700    0.285008
   86    344.00       68.6552    -85.4592323319    -85.4492389856    0.271933
   87    348.00       68.2971    -85.4550723058    -85.4457525344    0.253604
   88    352.00       69.4108    -85.4680836936    -85.4589672138    0.248072
   89    356.00      -70.1802    -85.4748859991    -85.4654747274    0.256094
   90    360.00       71.2458    -85.4605575480    -85.4507821787    0.266001
   91    364.00      -71.1985    -85.4671846428    -85.4574299673    0.265438
   92    368.00      -70.4064    -85.4841635056    -85.4757737394    0.228297
   93    372.00      -64.3903    -85.4747707020    -85.4669679337    0.212324
   94    376.00      -66.4354    -85.4674305484    -85.4578515681    0.260657
   95    380.00      -68.0911    -85.4661885415    -85.4552715457    0.297067
   96    384.00       72.6537    -85.4740357504    -85.4618737641    0.330945
   97    388.00       76.1815    -85.4694543944    -85.4575407671    0.324186
   98    392.00      -81.1682    -85.4622765898    -85.4516888286    0.288108
   99    396.00       84.0977    -85.4729206445    -85.4628606705    0.273746
  100    400.00      -87.7162    -85.4671189445    -85.4572121093    0.269579
  101    404.00       91.7496    -85.4474216307    -85.4367113036    0.291443
  102    408.00      -87.0111    -85.4553684654    -85.4435687107    0.321088
  103    412.00      -90.1408    -85.4677534650    -85.4567286335    0.300001
  104    416.00      -93.1467    -85.4581132993    -85.4479479125    0.276614
  105    420.00       97.7833    -85.4582044399    -85.4484361025    0.265810
  106    424.00       98.2029    -85.4659225030    -85.4562624174    0.262864
  107    428.00       95.1519    -85.4756840219    -85.4654620835    0.278153
  108    432.00      -97.8848    -85.4858972344    -85.4744297833    0.312045
  109    436.00      106.9822    -85.4647614655    -85.4530760046    0.317978
  110    440.00      107.1116    -85.4575071589    -85.4473309221    0.276910
  111    444.00     -107.6423    -85.4668613509    -85.4575506608    0.253357
  112    448.00     -102.7175    -85.4633003533    -85.4542751394    0.245589
  113    452.00      -99.0929    -85.4654853945    -85.4546665912    0.294395
  114    456.00      102.6944    -85.4609528323    -85.4466891986    0.388133
  115    460.00     -107.5427    -85.4794402436    -85.4644588394    0.407665
  116    464.00     -111.2577    -85.4781865516    -85.4652962736    0.350762
  117    468.00     -117.2377    -85.4494114701    -85.4387505986    0.290097
  118    472.00      118.4931    -85.4589254861    -85.4486830495    0.278711
  119    476.00      115.1959    -85.4707578136    -85.4590057895    0.319789
  120    480.00     -115.3624    -85.4629977886    -85.4500294021    0.352888
  121    484.00     -107.9668    -85.4671537234    -85.4557019455    0.311619
  122    488.00     -106.0412    -85.4605581225    -85.4508940667    0.262972
  123    492.00      105.1888    -85.4580022268    -85.4489681958    0.245829
  124    496.00       98.1470    -85.4683001559    -85.4582746903    0.272807
  125    500.00       95.9869    -85.4695422953    -85.4577263248    0.321529
  126    504.00      -91.1072    -85.4616510681    -85.4499623830    0.318065
  127    508.00      -89.1418    -85.4685521210    -85.4586936860    0.268262
  128    512.00       88.7087    -85.4774152492    -85.4683617986    0.246357
  129    516.00       77.6931    -85.4729701464    -85.4629233501    0.273387
  130    520.00       78.3593    -85.4608777581    -85.4487231336    0.330744
  131    524.00      -68.7630    -85.4508348856    -85.4391001139    0.319319
  132    528.00       59.6321    -85.4625724476    -85.4534673334    0.247763
  133    532.00       57.2736    -85.4595233857    -85.4530593754    0.175895
  134    536.00      -49.5215    -85.4503994108    -85.4449939897    0.147089
  135    540.00      -48.4081    -85.4720733803    -85.4648193260    0.197393
  136    544.00      -51.4452    -85.4653579384    -85.4548590278    0.285690
  137    548.00       51.5597    -85.4516045978    -85.4401812822    0.310844
  138    552.00      -51.5143    -85.4732407443    -85.4630588053    0.277065
  139    556.00       49.0774    -85.4708156321    -85.4634513368    0.200393
  140    560.00       47.4175    -85.4651227976    -85.4591694756    0.161998
  141    564.00       45.9987    -85.4522067522    -85.4457391416    0.175993
  142    568.00       38.9439    -85.4604167447    -85.4532727456    0.194398
  143    572.00      -34.7031    -85.4842660081    -85.4752370155    0.245691
  144    576.00       29.9508    -85.4630570534    -85.4531774733    0.268837
  145    580.00      -35.0756    -85.4561722820    -85.4467021628    0.257695
  146    584.00       35.6077    -85.4617051315    -85.4530046552    0.236752
  147    588.00       31.6554    -85.4619022500    -85.4547627417    0.194276
  148    592.00       32.2663    -85.4761463187    -85.4688406889    0.198796
  149    596.00      -24.3132    -85.4623076270    -85.4543967833    0.215265
  150    600.00      -29.5724    -85.4544694152    -85.4451542019    0.253480
  151    604.00      -32.7665    -85.4680144327    -85.4587307284    0.252622
  152    608.00      -25.1098    -85.4782792166    -85.4717593069    0.177416
  153    612.00      -19.1239    -85.4666886320    -85.4623132754    0.119060
  154    616.00      -25.6422    -85.4555039580    -85.4519807702    0.095871
  155    620.00      -28.6976    -85.4584435444    -85.4543843081    0.110457
  156    624.00       28.6150    -85.4595021640    -85.4537196901    0.157349
  157    628.00      -25.7005    -85.4599296769    -85.4528115029    0.193695
  158    632.00       28.6655    -85.4652242023    -85.4578448758    0.200802
  159    636.00      -29.1954    -85.4630830878    -85.4567111639    0.173389
  160    640.00      -34.1924    -85.4611752859    -85.4555852794    0.152112
  161    644.00       32.2656    -85.4632988852    -85.4591295753    0.113453
  162    648.00           nan               nan               nan         nan
  163    652.00      -30.5421    -85.4691109842    -85.4661916449    0.079439
  164    656.00      -37.4896    -85.4577628625    -85.4537040961    0.110445
  165    660.00       32.8431    -85.4595146118    -85.4528954693    0.180116
  166    664.00      -39.0064    -85.4683278115    -85.4597729743    0.232789
  167    668.00      -49.9192    -85.4707276592    -85.4635528438    0.195237
  168    672.00       57.1493    -85.4657422863    -85.4611036706    0.126223
  169    676.00      -60.8911    -85.4655041307    -85.4610260320    0.121855
  170    680.00      -55.6191    -85.4649297591    -85.4600978211    0.131484
  171    684.00       52.2763    -85.4563028825    -85.4482012732    0.220456
  172    688.00      -53.5931    -85.4631235701    -85.4529718567    0.276242
  173    692.00       56.7799    -85.4761323548    -85.4679513438    0.222617
  174    696.00      -60.3202    -85.4727747342    -85.4674155590    0.145831
  175    700.00       63.0894    -85.4688142599    -85.4636659417    0.140093
  176    704.00       61.6138    -85.4626990121    -85.4564423253    0.170253
  177    708.00      -58.8387    -85.4569258103    -85.4476749737    0.251728
  178    712.00      -60.8934    -85.4680097384    -85.4576059215    0.283102
  179    716.00      -61.4387    -85.4706619760    -85.4615851141    0.246994
  180    720.00       63.2784    -85.4597521198    -85.4517835857    0.216835
  181    724.00       64.6781    -85.4664461068    -85.4587282834    0.210013
  182    728.00      -67.4579    -85.4766778890    -85.4681734062    0.231419
  183    732.00       74.3825    -85.4619115890    -85.4528725939    0.245964
  184    736.00      -78.8710    -85.4630780726    -85.4548647061    0.223497
  185    740.00       84.3779    -85.4641182620    -85.4562639721    0.213726
  186    744.00      -81.7661    -85.4636584805    -85.4550840572    0.233322
  187    748.00       74.0391    -85.4630210408    -85.4527705986    0.278929
  188    752.00      -71.7720    -85.4666991057    -85.4561176001    0.287937
  189    756.00       62.3489    -85.4819182355    -85.4731798438    0.237784
  190    760.00      -54.8465    -85.4662573507    -85.4601521092    0.166132
  191    764.00       51.4990    -85.4569942480    -85.4514899043    0.149781
  192    768.00       49.1340    -85.4607123965    -85.4525374705    0.222451
  193    772.00       48.7772    -85.4661229952    -85.4545183688    0.315778
  194    776.00      -42.8448    -85.4895951396    -85.4770735699    0.340729
  195    780.00      -44.5447    -85.4882985123    -85.4791416990    0.249170
  196    784.00      -49.1859    -85.4711489824    -85.4658756605    0.143494
  197    788.00       51.9911    -85.4696727533    -85.4649061237    0.129707
  198    792.00      -44.7101    -85.4743915979    -85.4678701976    0.177456
  199    796.00      -36.9944    -85.4744667316    -85.4657962491    0.235936
  200    800.00      -27.2351    -85.4664987237    -85.4579094456    0.233726
  201    804.00      -34.7881    -85.4712167134    -85.4641276981    0.192902
  202    808.00      -33.7811    -85.4771543492    -85.4729533693    0.114314
  203    812.00      -41.1411    -85.4681219862    -85.4641862257    0.107097
  204    816.00      -38.3353    -85.4608419810    -85.4548598291    0.162783
  205    820.00      -34.9842    -85.4762757719    -85.4685371867    0.210578
  206    824.00       35.3364    -85.4753031283    -85.4665515401    0.238143
  207    828.00       44.2447    -85.4677337660    -85.4602748837    0.202967
  208    832.00      -43.7211    -85.4747927430    -85.4703319043    0.121386
  209    836.00       51.8437    -85.4739428890    -85.4697083948    0.115226
  210    840.00       55.0924    -85.4696611791    -85.4645534022    0.138990
  211    844.00       52.3156    -85.4633979315    -85.4576170767    0.157305
  212    848.00      -51.0682    -85.4738578343    -85.4676085238    0.170052
  213    852.00       51.4823    -85.4784192044    -85.4727349499    0.154676
  214    856.00      -53.8051    -85.4673648850    -85.4613523552    0.163609
  215    860.00      -53.9405    -85.4673609904    -85.4595484663    0.212590
  216    864.00       51.6234    -85.4630510523    -85.4549416489    0.220668
  217    868.00       50.5784    -85.4563352173    -85.4503752144    0.162180
  218    872.00       55.9316    -85.4681298684    -85.4637104516    0.120258
  219    876.00       54.9215    -85.4708701425    -85.4667912276    0.110993
  220    880.00       53.5851    -85.4683534043    -85.4618217835    0.177734
  221    884.00       47.2465    -85.4669859510    -85.4550992330    0.323454
  222    888.00      -44.8271    -85.4826522334    -85.4681854059    0.393662
  223    892.00      -49.4896    -85.4822483346    -85.4697562378    0.339927
  224    896.00      -50.0201    -85.4660055820    -85.4571998771    0.239615
  225    900.00      -52.0119    -85.4754222504    -85.4675544616    0.214093
  226    904.00      -54.5980    -85.4694907587    -85.4594316676    0.273722
  227    908.00       50.2497    -85.4689850689    -85.4561895764    0.348183
  228    912.00      -52.9096    -85.4830497718    -85.4704207446    0.343653
  229    916.00       53.5737    -85.4740523125    -85.4641806938    0.268620
  230    920.00      -52.0680    -85.4709104533    -85.4621286494    0.238965
  231    924.00      -54.6156    -85.4633887714    -85.4533276716    0.273776
  232    928.00      -51.3324    -85.4657398450    -85.4538259278    0.324194
