# CDFTB-CI Results
# Frame  Time(fs)   J_lowdin(meV)        E1(Ha)        E2(Ha)        dE(eV)
    0      0.00      -89.4271    -85.4767243668    -85.4668006282    0.270039
    1      4.00      -87.9229    -85.4736722529    -85.4633774943    0.280135
    2      8.00      -86.0996    -85.4610139478    -85.4516806408    0.253972
    3     12.00      -82.1568    -85.4652857834    -85.4572224993    0.219413
    4     16.00      -81.4535    -85.4665141381    -85.4580595803    0.230060
    5     20.00       88.3099    -85.4776599600    -85.4682445933    0.256205
    6     24.00       90.2754    -85.4754584734    -85.4668034443    0.235515
    7     28.00      -95.7373    -85.4728524558    -85.4652779077    0.206114
    8     32.00       99.5023    -85.4770761090    -85.4697366023    0.199718
    9     36.00      -93.2407    -85.4762779502    -85.4688511877    0.202093
   10     40.00      -92.8076    -85.4737433887    -85.4633735083    0.282179
   11     44.00      -85.6716    -85.4649698330    -85.4536073164    0.309190
   12     48.00       83.5799    -85.4598809913    -85.4504481177    0.256682
   13     52.00       83.3128    -85.4748783844    -85.4677733057    0.193339
   14     56.00       85.0062    -85.4832810954    -85.4764696573    0.185349
   15     60.00       85.0860    -85.4782705482    -85.4696764435    0.233858
   16     64.00      -81.6108    -85.4837220730    -85.4725584764    0.303777
   17     68.00      -80.0101    -85.4688110737    -85.4574600827    0.308876
   18     72.00      -78.2534    -85.4732952101    -85.4644773131    0.239947
   19     76.00      -83.5994    -85.4753474573    -85.4677169836    0.207636
   20     80.00       86.1805    -85.4645425647    -85.4558395733    0.236820
   21     84.00       82.4522    -85.4694227710    -85.4593579507    0.273878
   22     88.00       82.5629    -85.4768470973    -85.4661933495    0.289903
   23     92.00       84.9575    -85.4781421718    -85.4692518497    0.241918
   24     96.00       84.4395    -85.4730334590    -85.4653410019    0.209322
   25    100.00       82.2352    -85.4742053703    -85.4660163610    0.222834
   26    104.00       79.2791    -85.4738761444    -85.4643163515    0.260135
   27    108.00      -76.4529    -85.4746516438    -85.4638569471    0.293739
   28    112.00       82.8592    -85.4750093896    -85.4646823231    0.281014
   29    116.00       84.4905    -85.4807669392    -85.4718350204    0.243050
   30    120.00      -85.9884    -85.4855306320    -85.4769040461    0.234741
   31    124.00       79.1572    -85.4755147954    -85.4659480559    0.260324
   32    128.00      -73.4686    -85.4712424008    -85.4605010225    0.292288
   33    132.00      -73.1198    -85.4820421338    -85.4716038046    0.284041
   34    136.00       78.4436    -85.4744551640    -85.4649271855    0.259270
   35    140.00       80.9248    -85.4645651665    -85.4562707179    0.225703
   36    144.00       77.5057    -85.4722512957    -85.4642715078    0.217141
   37    148.00      -76.4407    -85.4801510970    -85.4709515116    0.250333
   38    152.00      -81.0788    -85.4741900930    -85.4645291877    0.262887
   39    156.00       86.1098    -85.4807469598    -85.4705775496    0.276724
   40    160.00       89.9592    -85.4842119178    -85.4743616216    0.268040
   41    164.00       85.8308    -85.4816337352    -85.4725718077    0.246588
   42    168.00      -81.6047    -85.4737584609    -85.4651582854    0.234023
   43    172.00      -82.8281    -85.4689610307    -85.4596987383    0.252040
   44    176.00       81.9990    -85.4653495758    -85.4544971425    0.295310
   45    180.00      -83.8100    -85.4785209882    -85.4665012950    0.327073
   46    184.00       76.0514    -85.4719285027    -85.4609335738    0.299187
   47    188.00      -74.3818    -85.4629978258    -85.4531918457    0.266834
   48    192.00       82.4541    -85.4739683913    -85.4653618108    0.234197
   49    196.00      -86.6447    -85.4756048584    -85.4660486818    0.260037
   50    200.00       81.1657    -85.4802477794    -85.4687809291    0.312029
   51    204.00      -77.7022    -85.4774063780    -85.4653542483    0.327955
   52    208.00       74.7075    -85.4776963397    -85.4669488422    0.292454
   53    212.00       82.0563    -85.4744866215    -85.4655947463    0.241960
   54    216.00       86.4654    -85.4649298435    -85.4572808463    0.208140
   55    220.00      -82.5239    -85.4684237199    -85.4596779126    0.237986
   56    224.00      -72.0272    -85.4700666621    -85.4582175900    0.322430
   57    228.00      -71.0979    -85.4809337126    -85.4683460472    0.342528
   58    232.00       74.5892    -85.4774452707    -85.4659669294    0.312342
   59    236.00       78.4885    -85.4670684350    -85.4573452313    0.264582
   60    240.00       72.7607    -85.4770908006    -85.4689758414    0.220819
   61    244.00      -70.1389    -85.4702566965    -85.4613688995    0.241849
   62    248.00      -68.0383    -85.4779351087    -85.4670476542    0.296263
   63    252.00       69.9702    -85.4804249226    -85.4683408752    0.328824
   64    256.00      -75.7730    -85.4677085278    -85.4557313652    0.325915
   65    260.00       69.3694    -85.4674939367    -85.4568258604    0.290293
   66    264.00      -66.5345    -85.4727209048    -85.4622487493    0.284962
   67    268.00      -68.9266    -85.4695459280    -85.4573814413    0.331013
   68    272.00       64.1838    -85.4673597838    -85.4556967248    0.317368
   69    276.00      -71.1131    -85.4704791465    -85.4615920072    0.241831
   70    280.00      -72.7311    -85.4702276218    -85.4635951388    0.180479
   71    284.00      -65.7606    -85.4677123956    -85.4613233390    0.173855
   72    288.00      -64.8895    -85.4710615628    -85.4618055763    0.251868
   73    292.00           nan               nan               nan         nan
   74    296.00       60.6567    -85.4700583524    -85.4581127992    0.325055
   75    300.00      -60.4816    -85.4743026952    -85.4659885472    0.226239
   76    304.00       61.7499    -85.4698719266    -85.4637536915    0.166486
   77    308.00           nan               nan               nan         nan
   78    312.00           nan               nan               nan         nan
   79    316.00       48.5847    -85.4809200252    -85.4692647787    0.317155
   80    320.00      -49.9203    -85.4679959324    -85.4571446351    0.295279
   81    324.00       50.7358    -85.4624277376    -85.4540682654    0.227473
   82    328.00      -56.9841    -85.4657626691    -85.4582573722    0.204230
   83    332.00      -60.6960    -85.4576249473    -85.4492892030    0.226827
   84    336.00      -53.9029    -85.4753287634    -85.4669871091    0.226988
   85    340.00       50.3653    -85.4747161539    -85.4663609086    0.227358
   86    344.00      -49.8332    -85.4768953739    -85.4690100977    0.214569
   87    348.00      -50.6355    -85.4807155461    -85.4748322184    0.160094
   88    352.00       50.2375    -85.4722553144    -85.4667124601    0.150829
   89    356.00       40.9988    -85.4727773956    -85.4671613215    0.152821
   90    360.00      -35.1846    -85.4685867794    -85.4626809887    0.160705
   91    364.00       33.3211    -85.4655226482    -85.4599996298    0.150289
   92    368.00      -32.8405    -85.4668267598    -85.4617520207    0.138091
   93    372.00       35.4237    -85.4708249159    -85.4655724009    0.142928
   94    376.00      -40.4987    -85.4712013360    -85.4640541878    0.194484
   95    380.00      -39.4995    -85.4806609375    -85.4726466586    0.218080
   96    384.00       47.5826    -85.4764240577    -85.4698590854    0.178642
   97    388.00       58.2354    -85.4664646337    -85.4610521855    0.147280
   98    392.00       53.4296    -85.4839732759    -85.4798780499    0.111437
   99    396.00       54.7373    -85.4769471360    -85.4725271288    0.120275
  100    400.00       48.9461    -85.4656923346    -85.4596952844    0.163188
  101    404.00       50.0510    -85.4642012252    -85.4564218803    0.211687
  102    408.00      -52.6434    -85.4718636190    -85.4628173636    0.246161
  103    412.00       50.1509    -85.4855979205    -85.4778125685    0.211850
  104    416.00       53.1915    -85.4709502426    -85.4653753919    0.151699
  105    420.00      -53.9438    -85.4708314358    -85.4649253152    0.160714
  106    424.00      -61.1527    -85.4845694887    -85.4769977981    0.206036
  107    428.00      -66.1894    -85.4825309729    -85.4737479637    0.238998
  108    432.00       54.5889    -85.4724497398    -85.4631264789    0.253699
  109    436.00       51.0886    -85.4636589017    -85.4553568014    0.225912
  110    440.00      -59.5791    -85.4627982911    -85.4555597631    0.196970
  111    444.00      -58.5820    -85.4711280431    -85.4620975920    0.245731
  112    448.00      -51.0543    -85.4818982927    -85.4699106408    0.326201
  113    452.00       48.4014    -85.4711085506    -85.4585337920    0.342177
  114    456.00      -41.0445    -85.4826873241    -85.4722518439    0.283964
  115    460.00       47.3289    -85.4836894258    -85.4755469101    0.221569
  116    464.00       59.7918    -85.4607145576    -85.4516501088    0.246656
  117    468.00       62.6739    -85.4788847158    -85.4662630055    0.343454
  118    472.00      -60.1388    -85.4669710325    -85.4520036516    0.407283
  119    476.00       58.1315    -85.4684203749    -85.4553279276    0.356264
  120    480.00      -58.0977    -85.4740186310    -85.4654837983    0.232245
  121    484.00       64.2970    -85.4658023005    -85.4584746671    0.199395
  122    488.00      -58.2441    -85.4861361265    -85.4769197561    0.250790
  123    492.00      -52.7952    -85.4761642739    -85.4628686954    0.361791
  124    496.00      -53.6217    -85.4725236813    -85.4559972254    0.449708
  125    500.00       52.2791    -85.4796714385    -85.4657807568    0.377985
  126    504.00      -59.8662    -85.4754841136    -85.4649607844    0.286354
