# CDFTB-CI Results
# Frame  Time(fs)   J_lowdin(meV)        E1(Ha)        E2(Ha)        dE(eV)
    0      0.00      -69.9948    -85.4708300024    -85.4616166882    0.250707
    1      4.00      -74.1885    -85.4772099543    -85.4692510971    0.216572
    2      8.00      -82.1463    -85.4822278814    -85.4755262170    0.182362
    3     12.00      -89.1978    -85.4853197419    -85.4782944369    0.191168
    4     16.00      -89.1699    -85.4669793825    -85.4593855041    0.206640
    5     20.00       91.0119    -85.4794897261    -85.4711337022    0.227379
    6     24.00       92.1354    -85.4907941790    -85.4831127683    0.209022
    7     28.00       90.8875    -85.4810161904    -85.4737528426    0.197646
    8     32.00      -90.4598    -85.4893063832    -85.4810706384    0.224106
    9     36.00      -81.4946    -85.4873224091    -85.4780214526    0.253092
   10     40.00       82.5101    -85.4876759398    -85.4782647117    0.256093
   11     44.00      -95.2628    -85.4892674925    -85.4815163229    0.210920
   12     48.00       99.3140    -85.4739375071    -85.4666380190    0.198629
   13     52.00      -98.1509    -85.4807557189    -85.4735412369    0.196316
   14     56.00       96.6688    -85.4792064686    -85.4717403485    0.203163
   15     60.00       95.8267    -85.4773170347    -85.4687253505    0.233792
   16     64.00     -104.6724    -85.4759280621    -85.4665757794    0.254489
   17     68.00      110.1492    -85.4667695886    -85.4579818867    0.239126
   18     72.00      102.1950    -85.4813486230    -85.4730100130    0.226905
   19     76.00       97.9963    -85.4872118417    -85.4780826909    0.248417
   20     80.00       91.2636    -85.4807714496    -85.4722965382    0.230614
   21     84.00      -97.5818    -85.4812533910    -85.4731434608    0.220682
   22     88.00     -102.6572    -85.4848832022    -85.4763050580    0.233423
   23     92.00      -89.7260    -85.4936842819    -85.4841668440    0.258983
   24     96.00      -82.4244    -85.4814565050    -85.4695475791    0.324058
   25    100.00      -73.1118    -85.4896541537    -85.4773684659    0.334311
   26    104.00       64.9152    -85.4907045917    -85.4816418486    0.246610
   27    108.00      -66.3502    -85.4775892855    -85.4715624977    0.163997
   28    112.00       57.1912    -85.4840071912    -85.4787337863    0.143497
   29    116.00      -52.6982    -85.4895681681    -85.4813976663    0.222331
   30    120.00      -51.4260    -85.4809408313    -85.4703861062    0.287209
   31    124.00       54.1290    -85.4785064277    -85.4688355053    0.263159
   32    128.00      -66.6365    -85.4727952958    -85.4648319954    0.216692
   33    132.00       60.9990    -85.4716427572    -85.4638318960    0.212544
   34    136.00      -50.7911    -85.4875233756    -85.4761799428    0.308671
   35    140.00       48.3106    -85.4861924220    -85.4713663196    0.403439
   36    144.00       49.4230    -85.4785727829    -85.4646815857    0.377999
   37    148.00       50.6938    -85.4897158978    -85.4792384346    0.285106
   38    152.00       51.5502    -85.4876297705    -85.4781119761    0.258992
   39    156.00       42.1484    -85.4794810321    -85.4678288098    0.317073
   40    160.00      -43.7871    -85.4740413910    -85.4593054635    0.400985
   41    164.00       45.1131    -85.4910484773    -85.4766215419    0.392577
   42    168.00      -47.2325    -85.5006180241    -85.4884094376    0.332213
   43    172.00       48.4911    -85.4861974761    -85.4762763177    0.269968
   44    176.00      -45.6708    -85.4906766865    -85.4802070267    0.284894
   45    180.00       45.0809    -85.4844496893    -85.4716410123    0.348542
   46    184.00      -47.3249    -85.4786718143    -85.4659922624    0.345028
   47    188.00       49.8529    -85.4810263863    -85.4713263906    0.263950
   48    192.00       50.3674    -85.4797479386    -85.4718811009    0.214068
   49    196.00       49.2236    -85.4834428539    -85.4736153500    0.267420
   50    200.00      -50.2279    -85.4812487272    -85.4684324749    0.348748
   51    204.00      -53.3429    -85.4766869884    -85.4641236876    0.341865
   52    208.00      -57.7059    -85.4891584485    -85.4792125013    0.270643
   53    212.00      -62.2220    -85.4791828751    -85.4720772873    0.193353
   54    216.00      -64.3778    -85.4860507034    -85.4779358957    0.220815
   55    220.00      -63.9579    -85.4937420717    -85.4809289446    0.348663
   56    224.00       60.6640    -85.4767743455    -85.4628175381    0.379784
   57    228.00       66.6495    -85.4814609258    -85.4710018031    0.284607
   58    232.00      -69.6530    -85.4864541957    -85.4799760229    0.176280
   59    236.00      -73.3912    -85.4871879565    -85.4812696045    0.161047
   60    240.00       74.5751    -85.4763979110    -85.4689480324    0.202722
   61    244.00      -68.8046    -85.4750128213    -85.4651297879    0.268931
