# CDFTB-CI Results
# Frame  Time(fs)   J_lowdin(meV)        E1(Ha)        E2(Ha)        dE(eV)
   56    224.00       27.5768    -85.4789952494    -85.4699385001    0.246447
   57    228.00      -35.1441    -85.4786522888    -85.4712059146    0.202626
   58    232.00      -40.4863    -85.4892047316    -85.4827349169    0.176053
   59    236.00       38.7370    -85.4815694080    -85.4739218350    0.208101
   60    240.00       35.4887    -85.4687361467    -85.4608199273    0.215411
   61    244.00       34.2415    -85.4764631304    -85.4680474257    0.229003
   62    248.00       38.1360    -85.4765425645    -85.4676502606    0.241972
   63    252.00      -42.9480    -85.4775653161    -85.4708311036    0.183247
   64    256.00       43.2604    -85.4794217647    -85.4739081687    0.150033
   65    260.00      -49.8475    -85.4775945051    -85.4716297065    0.162310
   66    264.00       55.1306    -85.4881642633    -85.4821012121    0.164984
   67    268.00      -56.6198    -85.4851223720    -85.4782778288    0.186250
   68    272.00      -57.8579    -85.4836315929    -85.4760810529    0.205461
   69    276.00       61.8326    -85.4736320429    -85.4654604016    0.222362
   70    280.00      -62.7348    -85.4770294279    -85.4685530497    0.230654
   71    284.00       64.1207    -85.4834577365    -85.4746094305    0.240775
   72    288.00       63.0710    -85.4746989361    -85.4653150920    0.255347
   73    292.00      -60.2738    -85.4759542716    -85.4673764619    0.233414
   74    296.00      -64.8808    -85.4672799701    -85.4602628068    0.190947
   75    300.00      -71.9507    -85.4629791266    -85.4561049208    0.187057
   76    304.00      -80.0837    -85.4746430312    -85.4664821713    0.222068
   77    308.00       84.0041    -85.4763943376    -85.4664607350    0.270307
   78    312.00       81.6622    -85.4792443125    -85.4684987136    0.292403
   79    316.00      -80.3670    -85.4716240552    -85.4624078830    0.250785
   80    320.00      -84.1336    -85.4664296466    -85.4588091109    0.207365
   81    324.00      -86.4685    -85.4839723716    -85.4766479362    0.199308
   82    328.00      -86.1583    -85.4911035018    -85.4820731227    0.245729
   83    332.00      -83.6073    -85.4715177094    -85.4598233484    0.318220
   84    336.00      -83.5320    -85.4714743357    -85.4606774538    0.293798
   85    340.00       92.6328    -85.4842160213    -85.4758774264    0.226905
   86    344.00      100.8511    -85.4830494711    -85.4751198145    0.215777
   87    348.00     -102.0200    -85.4821260721    -85.4735122099    0.234395
   88    352.00     -100.8478    -85.4741569937    -85.4627291233    0.310968
   89    356.00       97.7466    -85.4663310392    -85.4527375578    0.369897
   90    360.00       96.7557    -85.4794709340    -85.4679652882    0.313085
   91    364.00     -100.3162    -85.4752790363    -85.4652137099    0.273891
   92    368.00      -98.4532    -85.4718606245    -85.4624611118    0.255774
   93    372.00       95.6873    -85.4847775188    -85.4757149569    0.246605
   94    376.00      -98.2273    -85.4791965408    -85.4696023872    0.261070
   95    380.00      -96.9379    -85.4748847971    -85.4658228158    0.246589
   96    384.00      100.3055    -85.4832525008    -85.4742285932    0.245553
   97    388.00      -98.6470    -85.4759024541    -85.4656860037    0.278004
   98    392.00      -95.1724    -85.4701369170    -85.4586398130    0.312852
   99    396.00     -103.6168    -85.4856215179    -85.4742691074    0.308915
  100    400.00     -104.5814    -85.4847286530    -85.4753267027    0.255840
  101    404.00       99.9499    -85.4787957229    -85.4707180234    0.219805
  102    408.00      -95.1580    -85.4834129730    -85.4749034923    0.231555
  103    412.00      -88.9489    -85.4754713221    -85.4657220757    0.265291
  104    416.00      -94.6100    -85.4755889761    -85.4655554573    0.273026
  105    420.00       99.2650    -85.4793254531    -85.4701695972    0.249144
  106    424.00      -97.0858    -85.4718617999    -85.4636929916    0.222285
  107    428.00      -95.5091    -85.4692877509    -85.4611566241    0.221259
  108    432.00      -92.7723    -85.4783851165    -85.4699808285    0.228692
  109    436.00      -95.3147    -85.4816394012    -85.4732055239    0.229497
  110    440.00      -97.7351    -85.4739752587    -85.4650410585    0.243112
  111    444.00       94.2539    -85.4793550342    -85.4697170401    0.262263
  112    448.00      -88.9285    -85.4685119815    -85.4581334328    0.282415
  113    452.00      -94.8276    -85.4762160105    -85.4666503240    0.260296
  114    456.00       97.3189    -85.4973064248    -85.4900045468    0.198694
  115    460.00      101.7492    -85.4766934251    -85.4690817177    0.207125
  116    464.00      -96.3142    -85.4716076604    -85.4645286948    0.192628
  117    468.00       83.3786    -85.4801490231    -85.4715610353    0.233691
  118    472.00       77.7066    -85.4736046464    -85.4593156785    0.388823
  119    476.00       73.8907    -85.4723262416    -85.4584161867    0.378512
  120    480.00       75.1979    -85.4781097936    -85.4687150586    0.255644
  121    484.00       77.8975    -85.4836023466    -85.4765521656    0.191845
  122    488.00       75.8958    -85.4777297828    -85.4707589748    0.189685
  123    492.00       77.0712    -85.4735466411    -85.4652815928    0.224903
  124    496.00       79.7316    -85.4769205376    -85.4686474294    0.225123
  125    500.00      -76.6213    -85.4839548100    -85.4772766681    0.181721
  126    504.00      -77.3551    -85.4814821942    -85.4748957857    0.179225
  127    508.00       75.5046    -85.4776896175    -85.4691759305    0.231669
  128    512.00      -72.4118    -85.4793877645    -85.4692209414    0.276653
  129    516.00       69.1145    -85.4861517297    -85.4781354833    0.218133
  130    520.00      -68.2775    -85.4917386133    -85.4862722466    0.148747
  131    524.00      -68.6443    -85.4828698493    -85.4778209795    0.137387
  132    528.00       63.4255    -85.4707959374    -85.4648665254    0.161348
  133    532.00       59.7444    -85.4663588639    -85.4558619563    0.285635
  134    536.00      -55.9313    -85.4707898847    -85.4595696142    0.305319
  135    540.00      -58.2495    -85.4826156094    -85.4744477108    0.222260
  136    544.00      -55.9900    -85.4900855885    -85.4849295077    0.140304
  137    548.00      -62.1239    -85.4724009627    -85.4672102594    0.141246
  138    552.00       51.0394    -85.4719305385    -85.4647836422    0.194477
  139    556.00      -46.2106    -85.4723045526    -85.4613735998    0.297446
  140    560.00      -39.6360    -85.4813962370    -85.4703710735    0.300010
  141    564.00       42.9074    -85.4922949365    -85.4831728399    0.248225
  142    568.00      -43.5887    -85.4764854900    -85.4689960701    0.203797
  143    572.00      -42.1136    -85.4605773669    -85.4538509817    0.183034
  144    576.00       40.9787    -85.4739182376    -85.4677823304    0.166967
  145    580.00      -39.0300    -85.4855103698    -85.4803812678    0.139570
  146    584.00      -43.0487    -85.4850570743    -85.4797981308    0.143103
  147    588.00       40.9833    -85.4812536117    -85.4738198669    0.202282
  148    592.00       36.6345    -85.4797311660    -85.4693331542    0.282944
  149    596.00      -33.2576    -85.4939058687    -85.4820799241    0.321800
  150    600.00      -29.1289    -85.4900532486    -85.4793931890    0.290075
  151    604.00      -23.5458    -85.4699875427    -85.4623468575    0.207914
  152    608.00       31.1922    -85.4754309285    -85.4692129444    0.169200
  153    612.00       30.7879    -85.4753914766    -85.4677181186    0.208803
  154    616.00      -28.4639    -85.4789349057    -85.4680946151    0.294979
  155    620.00      -25.2133    -85.4816925362    -85.4686674077    0.354432
  156    624.00      -19.7197    -85.4710472291    -85.4591920378    0.322596
  157    628.00      -22.9231    -85.4859283772    -85.4773673219    0.232958
  158    632.00      -23.3705    -85.4780488877    -85.4724985394    0.151033
  159    636.00       21.7094    -85.4690779872    -85.4656057130    0.094485
  160    640.00      -21.0295    -85.4770110726    -85.4743768364    0.071681
  161    644.00      -29.8853    -85.4666661673    -85.4627167025    0.107470
  162    648.00       26.6085    -85.4652141291    -85.4583183208    0.187645
  163    652.00      -25.4235    -85.4828770373    -85.4732567686    0.261781
  164    656.00       26.9770    -85.4905796241    -85.4807884590    0.266431
  165    660.00      -18.8801    -85.4827210152    -85.4754655856    0.197430
  166    664.00      -20.4800    -85.4747154682    -85.4707096182    0.109005
  167    668.00      -20.8204    -85.4691111048    -85.4663612995    0.074826
  168    672.00      -22.7446    -85.4764475150    -85.4723687617    0.110989
  169    676.00       20.3354    -85.4867067133    -85.4814442037    0.143200
  170    680.00       19.8054    -85.4792133366    -85.4731780097    0.164230
  171    684.00       21.1297    -85.4734272727    -85.4674554672    0.162501
  172    688.00       21.8218    -85.4714403975    -85.4660603983    0.146397
  173    692.00      -20.8357    -85.4799074908    -85.4743873301    0.150211
  174    696.00       21.3734    -85.4819677505    -85.4754803107    0.176532
  175    700.00      -22.4383    -85.4664628629    -85.4591644432    0.198600
  176    704.00      -23.6790    -85.4788373015    -85.4711820131    0.208311
  177    708.00      -24.3051    -85.4754596145    -85.4678950969    0.205841
  178    712.00      -23.0258    -85.4646928778    -85.4573082386    0.200946
  179    716.00      -21.3343    -85.4858787380    -85.4789968630    0.187265
  180    720.00       19.5300    -85.4881827716    -85.4821068773    0.165334
  181    724.00      -18.9673    -85.4739547643    -85.4673373482    0.180069
  182    728.00      -18.5926    -85.4756455848    -85.4673295727    0.226290
  183    732.00      -28.6732    -85.4753806907    -85.4649404299    0.284094
  184    736.00      -28.2403    -85.4855825455    -85.4738604981    0.318973
  185    740.00      -20.9989    -85.4901010351    -85.4785136859    0.315308
  186    744.00      -23.5571    -85.4714081096    -85.4605787025    0.294683
  187    748.00      -24.9603    -85.4652338931    -85.4558754464    0.254656
  188    752.00      -24.1142    -85.4729268902    -85.4647719128    0.221908
  189    756.00       22.4206    -85.4716798635    -85.4629761344    0.236841
  190    760.00      -20.1470    -85.4810079200    -85.4712123945    0.266550
  191    764.00      -18.2806    -85.4863672313    -85.4763074650    0.273740
  192    768.00      -26.5607    -85.4830882248    -85.4730035003    0.274419
  193    772.00      -24.2695    -85.4866358006    -85.4763705906    0.279331
  194    776.00       22.8155    -85.4870558982    -85.4757116778    0.308692
  195    780.00      -16.1748    -85.4820301028    -85.4688025184    0.359941
  196    784.00      -17.3714    -85.4750008041    -85.4615388062    0.366320
  197    788.00       17.4091    -85.4799710045    -85.4679433569    0.327289
  198    792.00      -16.7983    -85.4820095222    -85.4712238670    0.293493
  199    796.00      -24.3632    -85.4854215891    -85.4749893401    0.283876
  200    800.00       22.0147    -85.4871679802    -85.4762432742    0.297276
  201    804.00       21.6608    -85.4773125777    -85.4660817891    0.305605
  202    808.00       24.1869    -85.4644940196    -85.4547970176    0.263869
  203    812.00      -16.8162    -85.4668464923    -85.4576601893    0.249972
  204    816.00      -27.4655    -85.4781275099    -85.4664953349    0.316528
  205    820.00       28.7245    -85.4755500219    -85.4620344172    0.367778
  206    824.00       29.7864    -85.4715454999    -85.4580756141    0.366534
  207    828.00       32.2758    -85.4828350544    -85.4732997148    0.259470
  208    832.00      -37.6087    -85.4805793839    -85.4751469477    0.147824
  209    836.00       33.5617    -85.4829890165    -85.4764874142    0.176918
  210    840.00      -31.8213    -85.4853746953    -85.4744251989    0.297951
  211    844.00       19.5714    -85.4776894343    -85.4649752703    0.345970
  212    848.00       20.4067    -85.4808396296    -85.4686786906    0.330916
  213    852.00      -25.0895    -85.4778332711    -85.4683376111    0.258390
  214    856.00      -34.5842    -85.4812826966    -85.4730970758    0.222742
  215    860.00       38.4603    -85.4744687684    -85.4645823133    0.269024
  216    864.00       38.0729    -85.4686811628    -85.4569529517    0.319141
  217    868.00      -24.2988    -85.4701223018    -85.4590037129    0.302552
  218    872.00      -38.2972    -85.4659930444    -85.4549504021    0.300486
  219    876.00       41.8611    -85.4822334438    -85.4713986149    0.294831
  220    880.00       39.0239    -85.4751032909    -85.4653188156    0.266249
  221    884.00      -43.5294    -85.4664950779    -85.4585417542    0.216421
  222    888.00      -42.1460    -85.4728322515    -85.4671149574    0.155575
  223    892.00       39.4931    -85.4686409382    -85.4630799806    0.151321
  224    896.00      -42.7719    -85.4704186912    -85.4619835572    0.229532
  225    900.00      -39.0193    -85.4738974627    -85.4626162197    0.306978
  226    904.00      -39.1404    -85.4806594738    -85.4691078679    0.314335
  227    908.00       39.8462    -85.4828485332    -85.4737518697    0.247533
  228    912.00       40.3920    -85.4777994162    -85.4705436727    0.197439
  229    916.00       35.2955    -85.4790874805    -85.4716826167    0.201497
  230    920.00       29.2682    -85.4728178933    -85.4635011047    0.253523
  231    924.00      -26.5665    -85.4717883179    -85.4616265060    0.276517
  232    928.00       32.7061    -85.4750640864    -85.4660103805    0.246364
  233    932.00       28.1389    -85.4682715116    -85.4599772600    0.225698
  234    936.00       28.8749    -85.4788885162    -85.4681256618    0.292872
  235    940.00       32.9962    -85.4724896976    -85.4593678296    0.357064
  236    944.00       32.6163    -85.4708699683    -85.4595777850    0.307276
  237    948.00      -36.2835    -85.4835165340    -85.4773493988    0.167816
  238    952.00      -35.6352    -85.4765750935    -85.4724503041    0.112241
  239    956.00      -26.1269    -85.4649458857    -85.4583678606    0.178997
  240    960.00      -25.4775    -85.4683543013    -85.4565793109    0.320414
  241    964.00       20.9952    -85.4802674014    -85.4662213695    0.382212
  242    968.00       23.6433    -85.4811472392    -85.4696597726    0.312590
  243    972.00      -31.0273    -85.4781909862    -85.4701605692    0.218519
  244    976.00       21.3321    -85.4836264175    -85.4753001127    0.226570
  245    980.00      -22.5748    -85.4730471532    -85.4596165816    0.365464
  246    984.00      -29.2095    -85.4799621479    -85.4635626945    0.446252
  247    988.00      -22.2809    -85.4895423946    -85.4752000472    0.390275
  248    992.00      -21.2539    -85.4853629526    -85.4749684625    0.282848
  249    996.00       20.2476    -85.4763433365    -85.4671279733    0.250763
  250   1000.00       28.2378    -85.4695936241    -85.4586500054    0.297791
  251   1004.00      -25.1941    -85.4648559687    -85.4525820800    0.333990
  252   1008.00      -27.5750    -85.4797368975    -85.4679150785    0.321688
  253   1012.00      -21.8123    -85.4897218971    -85.4789271632    0.293740
  254   1016.00      -25.0447    -85.4795115423    -85.4669856468    0.340847
  255   1020.00      -26.4549    -85.4744317338    -85.4583439025    0.437772
  256   1024.00      -26.5232    -85.4855042693    -85.4682451254    0.469645
  257   1028.00       31.6074    -85.4829282883    -85.4673035615    0.425170
  258   1032.00       32.6680    -85.4764206654    -85.4634480929    0.353002
  259   1036.00      -31.7802    -85.4800229794    -85.4677901447    0.332872
  260   1040.00      -31.1077    -85.4701292870    -85.4566534272    0.366697
  261   1044.00      -34.8573    -85.4731328595    -85.4577294299    0.419149
  262   1048.00      -37.0091    -85.4821247956    -85.4654198443    0.454565
  263   1052.00      -41.1461    -85.4854375533    -85.4692545363    0.440362
  264   1056.00      -45.6237    -85.4797866221    -85.4638909985    0.432542
  265   1060.00      -47.1761    -85.4744774770    -85.4580227636    0.447756
  266   1064.00       47.0762    -85.4749476988    -85.4589868482    0.434317
  267   1068.00      -59.4467    -85.4785270433    -85.4640686641    0.393433
  268   1072.00       60.3458    -85.4792954454    -85.4667929833    0.340209
  269   1076.00      -60.9872    -85.4709569333    -85.4589670373    0.326262
  270   1080.00      -63.0728    -85.4760928333    -85.4626693032    0.365273
  271   1084.00       64.4942    -85.4880049487    -85.4734172448    0.396952
  272   1088.00      -71.3899    -85.4850833336    -85.4695050498    0.423907
  273   1092.00      -79.4177    -85.4697762023    -85.4547365752    0.409249
  274   1096.00      -83.3845    -85.4680517575    -85.4544048685    0.371351
  275   1100.00      -88.6024    -85.4842469688    -85.4698200998    0.392575
  276   1104.00      -92.4613    -85.4856613252    -85.4709168772    0.401217
  277   1108.00      -91.3317    -85.4744131964    -85.4606594059    0.374260
  278   1112.00       91.6544    -85.4748286222    -85.4620686759    0.347216
  279   1116.00       94.8764    -85.4738115318    -85.4622253022    0.315277
  280   1120.00       99.5106    -85.4780029402    -85.4665509572    0.311624
  281   1124.00     -110.3534    -85.4755444905    -85.4627652018    0.347742
  282   1128.00      119.6203    -85.4820778216    -85.4691674564    0.351309
  283   1132.00     -126.7316    -85.4823109032    -85.4698017789    0.340391
  284   1136.00     -133.2590    -85.4638255242    -85.4514578563    0.336541
  285   1140.00     -135.9521    -85.4759839387    -85.4639850577    0.326506
  286   1144.00     -141.4733    -85.4896302583    -85.4774408974    0.331689
  287   1148.00      141.0179    -85.4745739321    -85.4623965398    0.331364
  288   1152.00      131.8711    -85.4555126817    -85.4440044471    0.313155
  289   1156.00      130.8764    -85.4578847872    -85.4466011983    0.307042
  290   1160.00     -123.7411    -85.4802714014    -85.4691988196    0.301300
  291   1164.00     -129.8150    -85.4850379473    -85.4727389033    0.334674
  292   1168.00     -145.2140    -85.4781822072    -85.4643388299    0.376697
  293   1172.00      149.1621    -85.4716703396    -85.4587742891    0.350919
  294   1176.00      154.6217    -85.4781863794    -85.4659880703    0.331933
  295   1180.00      153.2152    -85.4740461274    -85.4619748881    0.328475
  296   1184.00      145.9847    -85.4777146002    -85.4654235090    0.334458
  297   1188.00     -149.1984    -85.4720928195    -85.4580362784    0.382498
  298   1192.00      147.4574    -85.4581035190    -85.4443162365    0.375171
  299   1196.00      143.7563    -85.4681446294    -85.4559874802    0.330813
  300   1200.00      150.7595    -85.4724128332    -85.4603887080    0.327193
  301   1204.00      141.0570    -85.4780510232    -85.4664205862    0.316480
  302   1208.00      140.0994    -85.4807419682    -85.4678710535    0.350235
  303   1212.00      134.7279    -85.4710854430    -85.4578826084    0.359267
  304   1216.00      123.9638    -85.4701412084    -85.4581235125    0.327018
  305   1220.00      124.2874    -85.4866737576    -85.4751219824    0.314340
  306   1224.00      109.7608    -85.4891170100    -85.4787077562    0.283250
  307   1228.00      100.6324    -85.4648738969    -85.4549181551    0.270910
  308   1232.00      104.5300    -85.4601662102    -85.4500932383    0.274100
  309   1236.00     -100.6430    -85.4725727746    -85.4632865557    0.252691
  310   1240.00     -103.5604    -85.4802200949    -85.4704804600    0.265029
  311   1244.00      102.6796    -85.4801558304    -85.4688538145    0.307544
  312   1248.00       99.8549    -85.4712285488    -85.4589250135    0.334796
  313   1252.00      107.7176    -85.4712858392    -85.4586187857    0.344688
  314   1256.00      105.8029    -85.4724823517    -85.4613699281    0.302384
  315   1260.00      -94.7827    -85.4737433727    -85.4653259177    0.229051
  316   1264.00      -92.7109    -85.4752177472    -85.4672558214    0.216655
  317   1268.00       84.0510    -85.4620680503    -85.4534120756    0.235541
  318   1272.00       80.1275    -85.4781088390    -85.4681385275    0.271306
  319   1276.00       86.5061    -85.4773641370    -85.4664995638    0.295640
  320   1280.00      -81.1265    -85.4640999747    -85.4540692124    0.272951
  321   1284.00      -76.0529    -85.4815493787    -85.4716685152    0.268872
  322   1288.00       72.2767    -85.4691609589    -85.4588643641    0.280185
  323   1292.00      -73.0812    -85.4503697394    -85.4407182857    0.262629
  324   1296.00      -77.5984    -85.4778984387    -85.4678862221    0.272446
  325   1300.00       75.9917    -85.4869646619    -85.4772513497    0.264313
  326   1304.00       71.9586    -85.4683219730    -85.4589123832    0.256048
  327   1308.00      -80.4570    -85.4743000670    -85.4642594439    0.273219
  328   1312.00      -88.3746    -85.4789107574    -85.4694519480    0.257387
  329   1316.00      -94.8742    -85.4807978290    -85.4722121719    0.233628
  330   1320.00      105.8050    -85.4769937756    -85.4678184700    0.249673
  331   1324.00      101.9601    -85.4536653505    -85.4438758356    0.266386
  332   1328.00     -104.5658    -85.4705117617    -85.4587666106    0.319602
  333   1332.00      109.1459    -85.4852449753    -85.4718291660    0.365063
  334   1336.00     -102.0130    -85.4674087839    -85.4548080734    0.342883
  335   1340.00      101.0930    -85.4695641934    -85.4575931952    0.325747
  336   1344.00      100.9298    -85.4719662965    -85.4603431618    0.316282
  337   1348.00     -100.8140    -85.4703117111    -85.4594633154    0.295200
  338   1352.00     -108.3978    -85.4723141209    -85.4617480535    0.287517
  339   1356.00     -115.4439    -85.4863670704    -85.4759155701    0.284400
  340   1360.00      119.2640    -85.4915182377    -85.4802291272    0.307192
  341   1364.00     -127.3619    -85.4730505573    -85.4596903639    0.363549
  342   1368.00     -122.7817    -85.4715834531    -85.4571303906    0.393288
  343   1372.00      122.6753    -85.4804723731    -85.4667047746    0.374635
  344   1376.00     -124.9870    -85.4783163125    -85.4670999080    0.305214
  345   1380.00      113.7443    -85.4708933516    -85.4616158808    0.252453
  346   1384.00     -117.0729    -85.4683859850    -85.4579840494    0.283051
  347   1388.00      116.5749    -85.4701695192    -85.4579725931    0.331895
  348   1392.00      117.7077    -85.4765156753    -85.4632896270    0.359899
  349   1396.00     -127.4045    -85.4796052024    -85.4674881292    0.329722
  350   1400.00     -125.0927    -85.4720568337    -85.4617476711    0.280527
  351   1404.00     -127.0736    -85.4692311345    -85.4581885334    0.300484
  352   1408.00     -127.3823    -85.4721338169    -85.4587695635    0.363660
  353   1412.00      117.4093    -85.4691776956    -85.4543348503    0.403894
  354   1416.00     -114.3332    -85.4855494822    -85.4712940158    0.387911
  355   1420.00      107.1327    -85.4874258106    -85.4762891356    0.303044
  356   1424.00      100.3899    -85.4688717816    -85.4594289191    0.256953
  357   1428.00       98.6171    -85.4679162758    -85.4578907273    0.272809
  358   1432.00       92.8178    -85.4669495448    -85.4565075751    0.284140
  359   1436.00       91.9697    -85.4781111489    -85.4675621391    0.287053
  360   1440.00      -92.7151    -85.4881094958    -85.4783865810    0.264574
  361   1444.00       86.2984    -85.4728361581    -85.4640265574    0.239721
  362   1448.00      -82.9734    -85.4686300294    -85.4580389873    0.288197
  363   1452.00      -76.8155    -85.4683136681    -85.4550503633    0.360913
  364   1456.00       72.1970    -85.4722218219    -85.4585799259    0.371215
  365   1460.00      -76.3438    -85.4814232612    -85.4702611539    0.303736
  366   1464.00       77.6492    -85.4736761841    -85.4651998964    0.230652
  367   1468.00      -80.2383    -85.4539754477    -85.4463904456    0.206398
  368   1472.00       78.8900    -85.4608815411    -85.4514058902    0.257846
  369   1476.00      -80.9306    -85.4799131973    -85.4672264529    0.345224
  370   1480.00       77.6165    -85.4737251151    -85.4606637398    0.355418
  371   1484.00       78.3458    -85.4809571218    -85.4690404035    0.324270
  372   1488.00      -73.8573    -85.4736373797    -85.4630448224    0.288238
  373   1492.00       71.2172    -85.4793006731    -85.4688004044    0.285727
  374   1496.00       69.2219    -85.4953060113    -85.4840489059    0.306321
  375   1500.00      -67.1910    -85.4758871980    -85.4650400669    0.295165
  376   1504.00       66.9011    -85.4736043077    -85.4642844183    0.253607
  377   1508.00      -68.7000    -85.4758581240    -85.4676985299    0.222034
  378   1512.00       57.0548    -85.4671914664    -85.4586352231    0.232827
  379   1516.00       59.4718    -85.4719005088    -85.4607903608    0.302323
  380   1520.00      -51.9191    -85.4654071888    -85.4533846021    0.327151
  381   1524.00       51.7974    -85.4655451542    -85.4545313714    0.299700
  382   1528.00      -59.2868    -85.4706289886    -85.4621651926    0.230312
  383   1532.00       58.7932    -85.4784737339    -85.4709251731    0.205407
  384   1536.00       60.4347    -85.4674069333    -85.4583215471    0.247226
  385   1540.00       65.7061    -85.4747418936    -85.4647633245    0.271531
  386   1544.00       66.8536    -85.4781875071    -85.4687278761    0.257410
  387   1548.00       69.6944    -85.4752560030    -85.4670920280    0.222153
  388   1552.00       75.3001    -85.4822294131    -85.4745346480    0.209385
  389   1556.00      -73.4205    -85.4792788858    -85.4703876101    0.241944
  390   1560.00       75.8455    -85.4676412459    -85.4566880417    0.298052
  391   1564.00       73.6070    -85.4800914495    -85.4681521008    0.324886
  392   1568.00       68.6891    -85.4829153297    -85.4711508730    0.320127
  393   1572.00      -70.3729    -85.4753759578    -85.4652183622    0.276402
  394   1576.00      -67.8280    -85.4733507009    -85.4649948165    0.227375
  395   1580.00       65.4723    -85.4706468413    -85.4629126239    0.210459
  396   1584.00       67.2218    -85.4664966545    -85.4600358589    0.175807
  397   1588.00       65.0326    -85.4752120383    -85.4698930189    0.144738
  398   1592.00      -67.9408    -85.4773277094    -85.4712465413    0.165477
  399   1596.00      -66.9607    -85.4731804519    -85.4651779634    0.217759
  400   1600.00       68.0486    -85.4886506524    -85.4782783739    0.282244
  401   1604.00       68.9498    -85.4804682893    -85.4700872235    0.282483
  402   1608.00      -67.4179    -85.4797023606    -85.4716017883    0.220428
  403   1612.00       65.2440    -85.4724824351    -85.4651224551    0.200275
  404   1616.00       61.5056    -85.4713726978    -85.4627494147    0.234651
  405   1620.00       59.8466    -85.4831433681    -85.4734603021    0.263490
  406   1624.00       60.8095    -85.4841179067    -85.4741791974    0.270446
  407   1628.00       59.2838    -85.4773061135    -85.4672509582    0.273615
  408   1632.00      -59.2385    -85.4765263157    -85.4659947107    0.286580
