# CDFTB-CI Results
# Frame  Time(fs)   J_lowdin(meV)        E1(Ha)        E2(Ha)        dE(eV)
    0      0.00       83.2598    -85.4831515277    -85.4738906259    0.252002
    1      4.00       86.3502    -85.4499188302    -85.4371223031    0.348211
    2      8.00      -85.6180    -85.4555559848    -85.4419603492    0.369956
    3     12.00      -85.5652    -85.4648354147    -85.4539103225    0.297287
    4     16.00       91.1548    -85.4578851861    -85.4495676276    0.226332
    5     20.00      -94.8606    -85.4636804712    -85.4555744129    0.220577
    6     24.00       91.9709    -85.4584313676    -85.4482136153    0.278039
    7     28.00      -85.1552    -85.4597412335    -85.4472906543    0.338798
    8     32.00       79.9835    -85.4653549843    -85.4525548705    0.348309
    9     36.00       74.6022    -85.4607628634    -85.4496114752    0.303445
   10     40.00       78.9283    -85.4693591705    -85.4603895578    0.244076
   11     44.00       81.8293    -85.4656909637    -85.4564198564    0.252280
   12     48.00       77.7077    -85.4646393440    -85.4541086273    0.286555
   13     52.00       71.1170    -85.4601524085    -85.4483542953    0.321043
   14     56.00       62.7665    -85.4752962977    -85.4634844775    0.321416
   15     60.00      -68.6994    -85.4763100830    -85.4665215474    0.266360
   16     64.00       73.4453    -85.4588459275    -85.4498056843    0.245998
   17     68.00      -64.6849    -85.4636526580    -85.4549730345    0.236185
   18     72.00       69.1448    -85.4528196320    -85.4422961741    0.286358
   19     76.00      -63.0907    -85.4646291499    -85.4527133886    0.324244
   20     80.00       69.5511    -85.4658708797    -85.4532970536    0.342151
   21     84.00      -70.4164    -85.4467305753    -85.4360773666    0.289889
   22     88.00       64.8766    -85.4534052692    -85.4459626227    0.202525
   23     92.00       65.0635    -85.4612844199    -85.4544133981    0.186970
   24     96.00       66.5841    -85.4637823138    -85.4554888032    0.225678
   25    100.00      -66.5927    -85.4658298633    -85.4548039382    0.300031
   26    104.00       65.2730    -85.4641383616    -85.4508381167    0.361918
   27    108.00      -66.0035    -85.4647719502    -85.4525872384    0.331563
   28    112.00       65.5384    -85.4639647387    -85.4530823711    0.296124
   29    116.00      -64.0752    -85.4630682239    -85.4525341070    0.286648
   30    120.00      -63.6423    -85.4529509006    -85.4423852289    0.287507
   31    124.00       63.1322    -85.4552177631    -85.4438134588    0.310327
   32    128.00      -64.2500    -85.4781547462    -85.4668213437    0.308398
   33    132.00      -62.7681    -85.4608277801    -85.4511574240    0.263144
   34    136.00       64.6645    -85.4551616429    -85.4462455861    0.242618
   35    140.00      -68.8770    -85.4600260901    -85.4491987389    0.294627
   36    144.00       69.3040    -85.4640262633    -85.4506349545    0.364396
   37    148.00       66.3612    -85.4648928410    -85.4517755115    0.356941
   38    152.00       61.3385    -85.4506135967    -85.4400938196    0.286258
   39    156.00       73.2345    -85.4713598929    -85.4625885402    0.238681
   40    160.00      -75.9376    -85.4704109617    -85.4602138374    0.277478
   41    164.00       76.8451    -85.4550282728    -85.4411121949    0.378676
   42    168.00      -78.0442    -85.4636744101    -85.4490835611    0.397037
   43    172.00      -70.2701    -85.4713316386    -85.4600539531    0.306881
   44    176.00      -76.5089    -85.4704453789    -85.4633686038    0.192569
   45    180.00       79.3979    -85.4540072538    -85.4470236363    0.190034
   46    184.00      -73.1903    -85.4653534385    -85.4548860314    0.284833
   47    188.00       73.5805    -85.4703490222    -85.4553874417    0.407125
   48    192.00      -73.5562    -85.4569947199    -85.4411435109    0.431333
   49    196.00      -75.7433    -85.4775030814    -85.4659976441    0.313079
