# CDFTB-CI Results
# Frame  Time(fs)   J_lowdin(meV)        E1(Ha)        E2(Ha)        dE(eV)
    0      0.00       63.5699    -85.4714138097    -85.4612933695    0.275391
    1      4.00      -64.2042    -85.4636017159    -85.4541681395    0.256701
    2      8.00       58.5302    -85.4732360468    -85.4648453503    0.228322
    3     12.00      -61.4599    -85.4867156942    -85.4787062372    0.217948
    4     16.00      -69.8541    -85.4565006136    -85.4474530608    0.246196
    5     20.00       72.4238    -85.4549703735    -85.4459912035    0.244336
    6     24.00      -70.4107    -85.4702729777    -85.4626752110    0.206746
    7     28.00      -70.2342    -85.4690596379    -85.4613802360    0.208967
    8     32.00      -69.9192    -85.4675997516    -85.4590195180    0.233480
    9     36.00       68.2503    -85.4717102854    -85.4619167714    0.266495
   10     40.00      -66.6490    -85.4659114100    -85.4551924523    0.291678
   11     44.00      -65.0596    -85.4605827298    -85.4512684549    0.253454
   12     48.00       66.1857    -85.4656981657    -85.4594527820    0.169946
   13     52.00       65.8811    -85.4633512357    -85.4577852461    0.151458
   14     56.00       68.2619    -85.4597343367    -85.4531759477    0.178463
   15     60.00       70.0146    -85.4708768013    -85.4626779415    0.223102
   16     64.00      -72.0801    -85.4748951005    -85.4651056388    0.266385
   17     68.00       69.5490    -85.4632802383    -85.4524748637    0.294029
   18     72.00      -69.8365    -85.4534814889    -85.4437802135    0.263985
   19     76.00      -68.8738    -85.4656981770    -85.4584627167    0.196887
   20     80.00      -68.3201    -85.4617901123    -85.4550852081    0.182450
   21     84.00       64.5567    -85.4592208265    -85.4522185339    0.190542
   22     88.00      -67.9108    -85.4635868994    -85.4545966143    0.244638
   23     92.00      -70.0495    -85.4731772398    -85.4624583595    0.291676
   24     96.00       70.7479    -85.4801125294    -85.4711685567    0.243378
   25    100.00      -77.8305    -85.4545442551    -85.4476562873    0.187431
   26    104.00       75.7769    -85.4582566546    -85.4519607476    0.171320
   27    108.00       78.5461    -85.4726494090    -85.4646263406    0.218319
   28    112.00      -77.0517    -85.4640418969    -85.4523221412    0.318911
   29    116.00       68.8270    -85.4705518591    -85.4568260031    0.373500
   30    120.00       68.3206    -85.4762892773    -85.4637825973    0.340324
   31    124.00      -65.5306    -85.4643125800    -85.4553475344    0.243951
   32    128.00       64.3150    -85.4537654653    -85.4459951935    0.211440
   33    132.00      -67.3279    -85.4424602538    -85.4328171064    0.262403
   34    136.00      -62.0728    -85.4694271867    -85.4583999227    0.300067
   35    140.00       61.8128    -85.4809542684    -85.4697768851    0.304152
   36    144.00      -68.3400    -85.4571990217    -85.4489356945    0.224857
   37    148.00       70.2128    -85.4461897184    -85.4394701847    0.182848
   38    152.00       69.6643    -85.4725202857    -85.4643611664    0.222021
   39    156.00      -65.6924    -85.4770060303    -85.4666146468    0.282764
   40    160.00       58.8272    -85.4638472311    -85.4517127391    0.330196
