# CDFTB-CI Results
# Frame  Time(fs)   J_lowdin(meV)        E1(Ha)        E2(Ha)        dE(eV)
    0      0.00       31.2363    -85.4774506894    -85.4665872185    0.295610
    1      4.00      -38.1492    -85.4740074907    -85.4665158305    0.203858
    2      8.00       49.7522    -85.4578704610    -85.4526967356    0.140784
    3     12.00      -47.9225    -85.4628554679    -85.4578363880    0.136576
    4     16.00       42.8481    -85.4708834636    -85.4629997637    0.214526
    5     20.00      -40.8708    -85.4670874644    -85.4560422497    0.300556
    6     24.00       38.4182    -85.4657051895    -85.4556478468    0.273674
    7     28.00      -41.6377    -85.4669771938    -85.4607512037    0.169418
    8     32.00           nan               nan               nan         nan
    9     36.00      -36.1960    -85.4720261168    -85.4671589708    0.132442
   10     40.00      -36.9135    -85.4572700053    -85.4492679143    0.217748
   11     44.00       31.7260    -85.4585941329    -85.4485425714    0.273517
   12     48.00      -28.1185    -85.4757237545    -85.4675660139    0.221983
   13     52.00       32.9764    -85.4565747495    -85.4509227802    0.153798
   14     56.00       30.0592    -85.4606939801    -85.4561449869    0.123784
   15     60.00      -28.7481    -85.4834286068    -85.4773610490    0.165107
   16     64.00       30.6989    -85.4674770086    -85.4574604211    0.272565
   17     68.00       19.6923    -85.4563868607    -85.4443052953    0.328756
   18     72.00      -23.8609    -85.4703940257    -85.4590098313    0.309780
   19     76.00       30.0097    -85.4766448765    -85.4670227046    0.261833
   20     80.00       27.2360    -85.4732580107    -85.4645054650    0.238169
   21     84.00      -29.8908    -85.4677383148    -85.4572186360    0.286255
   22     88.00      -22.5185    -85.4602429050    -85.4482981603    0.325033
   23     92.00      -26.6358    -85.4706124333    -85.4607116023    0.269415
   24     96.00       28.5714    -85.4653979607    -85.4594225327    0.162600
   25    100.00      -31.4131    -85.4664039065    -85.4620702978    0.117923
   26    104.00      -32.7562    -85.4752141379    -85.4695291800    0.154696
   27    108.00       34.8697    -85.4665919792    -85.4571556815    0.256775
   28    112.00      -37.6171    -85.4612138746    -85.4500845943    0.302843
   29    116.00       42.0057    -85.4618742092    -85.4538882241    0.217310
   30    120.00       46.1029    -85.4567966737    -85.4520356937    0.129553
   31    124.00       44.8697    -85.4609707714    -85.4560275952    0.134511
   32    128.00       49.0062    -85.4710440835    -85.4625595193    0.230877
   33    132.00      -51.3902    -85.4692359669    -85.4578701169    0.309281
   34    136.00      -50.3702    -85.4673853386    -85.4565054278    0.296057
   35    140.00      -63.8442    -85.4624036911    -85.4540286156    0.227897
   36    144.00       63.8306    -85.4635542128    -85.4574518317    0.166054
   37    148.00       69.1320    -85.4677952543    -85.4603164665    0.203508
   38    152.00       76.7520    -85.4546321653    -85.4434666120    0.303830
   39    156.00       80.7458    -85.4612247965    -85.4480601816    0.358227
   40    160.00       84.8619    -85.4697966298    -85.4586961274    0.302060
   41    164.00      -83.6639    -85.4636974334    -85.4556951204    0.217754
   42    168.00      -75.7378    -85.4630632251    -85.4554863450    0.206177
   43    172.00      -66.9663    -85.4655947068    -85.4557858080    0.266914
   44    176.00      -58.2822    -85.4603190517    -85.4486172768    0.318422
   45    180.00      -51.6901    -85.4625452834    -85.4532583435    0.252711
   46    184.00       62.2913    -85.4595859316    -85.4535363752    0.164617
   47    188.00      -67.4348    -85.4705481210    -85.4650045346    0.150849
   48    192.00      -64.2936    -85.4687229070    -85.4626578342    0.165039
   49    196.00       64.9522    -85.4586783365    -85.4501678231    0.231583
   50    200.00      -60.2369    -85.4734928675    -85.4628392861    0.289899
   51    204.00      -55.0800    -85.4628787113    -85.4528341426    0.273327
   52    208.00      -56.1354    -85.4503283653    -85.4426180178    0.209809
   53    212.00      -58.3714    -85.4754812488    -85.4696136123    0.159667
   54    216.00      -56.3563    -85.4776256438    -85.4720473479    0.151793
   55    220.00       53.1440    -85.4659599856    -85.4591322333    0.185793
   56    224.00       49.4370    -85.4688215382    -85.4600728868    0.238063
   57    228.00       52.2145    -85.4602828175    -85.4511462221    0.248619
   58    232.00      -55.5602    -85.4600246259    -85.4525786345    0.202616
   59    236.00       68.0313    -85.4605631988    -85.4544100944    0.167434
   60    240.00       69.4809    -85.4520978152    -85.4461535370    0.161752
   61    244.00       65.1097    -85.4661908305    -85.4583173971    0.214247
   62    248.00       63.2083    -85.4677564196    -85.4581336877    0.261848
   63    252.00       58.2779    -85.4526064805    -85.4450993019    0.204281
   64    256.00       64.2084    -85.4582874016    -85.4530891561    0.141451
   65    260.00       64.3481    -85.4633354811    -85.4584464116    0.133038
   66    264.00       58.6517    -85.4571559708    -85.4505844315    0.178821
   67    268.00      -60.2081    -85.4583605546    -85.4480000767    0.281923
   68    272.00      -63.8540    -85.4586332914    -85.4489531443    0.263410
   69    276.00      -71.1607    -85.4575827524    -85.4508298024    0.183757
   70    280.00      -77.5484    -85.4641263573    -85.4580748729    0.164669
   71    284.00      -80.1737    -85.4642313384    -85.4570879241    0.194382
   72    288.00       75.8810    -85.4554098078    -85.4446179734    0.293661
   73    292.00      -77.0447    -85.4609418077    -85.4478669318    0.355785
   74    296.00       79.9300    -85.4582070483    -85.4469662558    0.305878
   75    300.00      -84.1674    -85.4587127145    -85.4509701940    0.210685
   76    304.00      -86.2146    -85.4599422293    -85.4532126788    0.183120
   77    308.00      -84.8584    -85.4661004554    -85.4580045781    0.220300
   78    312.00       85.8631    -85.4759552033    -85.4649679233    0.298979
   79    316.00      -90.3394    -85.4612732498    -85.4494510293    0.321699
   80    320.00      -92.9185    -85.4765521118    -85.4655965261    0.298117
   81    324.00       94.9091    -85.4711507156    -85.4615477122    0.261311
   82    328.00      -90.9638    -85.4592317593    -85.4495878050    0.262425
   83    332.00       83.9185    -85.4727327438    -85.4612792869    0.311664
   84    336.00      -81.1756    -85.4566268858    -85.4442646833    0.336393
   85    340.00      -78.2446    -85.4567930051    -85.4451330062    0.317285
   86    344.00       79.4875    -85.4784546585    -85.4682328600    0.278149
   87    348.00      -74.9181    -85.4668194195    -85.4567219834    0.274765
   88    352.00       73.2222    -85.4674657398    -85.4549942519    0.339366
   89    356.00       72.3863    -85.4770326066    -85.4625264042    0.394734
   90    360.00       71.4124    -85.4720614131    -85.4581900378    0.377459
   91    364.00      -71.3669    -85.4675632815    -85.4555805665    0.326066
   92    368.00       71.8224    -85.4627437220    -85.4525459905    0.277494
   93    372.00      -74.7127    -85.4689788245    -85.4578220745    0.303591
   94    376.00      -71.9222    -85.4683526252    -85.4547051392    0.371367
   95    380.00      -71.8882    -85.4704115680    -85.4546137415    0.429881
   96    384.00      -66.6122    -85.4672478661    -85.4510550880    0.440628
   97    388.00      -61.9408    -85.4693038359    -85.4559292584    0.363941
   98    392.00       65.3642    -85.4807152390    -85.4711760875    0.259574
   99    396.00       66.7881    -85.4629265638    -85.4542516645    0.236056
  100    400.00       60.8467    -85.4642928779    -85.4528279543    0.311976
  101    404.00       52.3574    -85.4720275745    -85.4557209677    0.443725
  102    408.00       45.8544    -85.4706941822    -85.4520652071    0.506920
