# CDFTB-CI Results
# Frame  Time(fs)   J_lowdin(meV)        E1(Ha)        E2(Ha)        dE(eV)
   96    384.00      -57.4548    -85.4662713991    -85.4560225543    0.278885
   97    388.00      -60.1996    -85.4685404168    -85.4597019148    0.240508
   98    392.00      -59.9704    -85.4691999949    -85.4586582613    0.286855
   99    396.00      -58.2318    -85.4733820274    -85.4611957933    0.331604
  100    400.00      -61.0768    -85.4713388002    -85.4608228323    0.286154
  101    404.00       53.4922    -85.4597772175    -85.4512853585    0.231075
  102    408.00      -54.8206    -85.4632695876    -85.4551257001    0.221606
  103    412.00      -49.9228    -85.4739410714    -85.4631005793    0.294985
  104    416.00      -44.2904    -85.4816009418    -85.4666357104    0.407225
  105    420.00       45.7713    -85.4861944710    -85.4713005524    0.405284
  106    424.00      -42.5627    -85.4808389931    -85.4696660611    0.304031
  107    428.00      -50.4938    -85.4666365546    -85.4592508530    0.200975
  108    432.00      -47.4744    -85.4534173633    -85.4478634442    0.151130
  109    436.00      -47.8458    -85.4693744509    -85.4618536880    0.204650
  110    440.00      -46.8304    -85.4739222082    -85.4641768843    0.265184
  111    444.00      -40.6996    -85.4560393690    -85.4453499098    0.290875
  112    448.00       42.8003    -85.4564801974    -85.4446999616    0.320557
  113    452.00      -45.3138    -85.4722697138    -85.4617249070    0.286939
  114    456.00      -52.7994    -85.4699224724    -85.4614237182    0.231263
  115    460.00      -57.3580    -85.4543844730    -85.4475467640    0.186064
  116    464.00      -60.2130    -85.4591048102    -85.4538188883    0.143837
  117    468.00      -60.6312    -85.4603752587    -85.4544624820    0.160895
  118    472.00       61.6227    -85.4746295669    -85.4668230111    0.212427
  119    476.00      -58.4276    -85.4677825449    -85.4595339265    0.224456
  120    480.00      -54.8309    -85.4515200522    -85.4428213106    0.236705
  121    484.00      -53.9164    -85.4783110897    -85.4702254442    0.220022
  122    488.00      -50.0468    -85.4769816586    -85.4691249198    0.213793
  123    492.00      -49.2398    -85.4617676184    -85.4530834463    0.236308
  124    496.00      -50.8288    -85.4679631950    -85.4597784709    0.222718
  125    500.00       48.1713    -85.4666557820    -85.4600375801    0.180090
  126    504.00      -48.6885    -85.4672232820    -85.4621456906    0.138168
  127    508.00      -51.4441    -85.4604428989    -85.4547925596    0.153754
  128    512.00       51.7182    -85.4633436157    -85.4547746541    0.233173
  129    516.00       55.0844    -85.4746707826    -85.4653184532    0.254490
  130    520.00      -53.7480    -85.4668508522    -85.4588232536    0.218442
  131    524.00       51.9099    -85.4645955904    -85.4592864953    0.144468
  132    528.00      -54.2222    -85.4655134840    -85.4609934592    0.122996
  133    532.00       54.2904    -85.4717927628    -85.4650953678    0.182245
  134    536.00       57.2257    -85.4579570268    -85.4482840400    0.263215
  135    540.00      -61.5403    -85.4638150764    -85.4546604812    0.249109
  136    544.00       61.2887    -85.4764397532    -85.4694679120    0.189713
  137    548.00      -64.4962    -85.4749916412    -85.4692485147    0.156278
  138    552.00       61.7950    -85.4758097196    -85.4694549203    0.172923
  139    556.00       51.1129    -85.4606257600    -85.4495130976    0.302391
  140    560.00      -47.0300    -85.4540151202    -85.4405434265    0.366583
  141    564.00       36.6460    -85.4671221081    -85.4568915976    0.278386
  142    568.00       40.8674    -85.4594014782    -85.4534212558    0.162730
  143    572.00      -49.2003    -85.4701970905    -85.4647433274    0.148404
  144    576.00      -44.3462    -85.4738908184    -85.4654060465    0.230882
  145    580.00      -46.2590    -85.4609078034    -85.4489371756    0.325737
  146    584.00      -45.9806    -85.4608505851    -85.4494029890    0.311505
  147    588.00      -51.4375    -85.4688818975    -85.4602054270    0.236099
  148    592.00      -58.0865    -85.4621305527    -85.4565209767    0.152644
  149    596.00       57.1061    -85.4777613061    -85.4707746975    0.190115
  150    600.00      -54.2356    -85.4766941277    -85.4644346506    0.333597
  151    604.00      -59.1062    -85.4653960602    -85.4514352408    0.379893
  152    608.00      -62.8364    -85.4794834160    -85.4674546491    0.327319
  153    612.00      -63.1688    -85.4827907728    -85.4732992617    0.258277
  154    616.00       63.0156    -85.4674844582    -85.4582729121    0.250659
  155    620.00       61.9237    -85.4649134522    -85.4534038520    0.313192
  156    624.00       70.2182    -85.4656158163    -85.4525887412    0.354485
  157    628.00      -71.3024    -85.4672313803    -85.4558823698    0.308822
  158    632.00      -76.1603    -85.4813210217    -85.4722548383    0.246703
  159    636.00           nan               nan               nan         nan
  160    640.00       67.6988    -85.4616513228    -85.4524096056    0.251480
  161    644.00      -66.0151    -85.4638327239    -85.4517249384    0.329470
  162    648.00      -66.4807    -85.4869017577    -85.4740841169    0.348786
  163    652.00      -65.0178    -85.4712962682    -85.4603801967    0.297041
  164    656.00       67.3277    -85.4597902677    -85.4513489321    0.229700
  165    660.00       72.5467    -85.4627735159    -85.4548542944    0.215493
  166    664.00       79.4433    -85.4721123545    -85.4614377860    0.290470
  167    668.00       96.1166    -85.4748699769    -85.4622442136    0.343565
  168    672.00      -99.8062    -85.4744143061    -85.4618025331    0.343184
  169    676.00       96.4977    -85.4768176998    -85.4643913497    0.338138
  170    680.00     -102.7099    -85.4769714074    -85.4651902749    0.320581
  171    684.00     -107.4442    -85.4842315688    -85.4728975312    0.308415
  172    688.00     -109.0512    -85.4659481863    -85.4546408673    0.307688
  173    692.00      -95.4611    -85.4561645218    -85.4457868556    0.282391
  174    696.00      -87.0316    -85.4654184926    -85.4554724953    0.270644
  175    700.00       88.6882    -85.4708215890    -85.4614512030    0.254981
  176    704.00       92.8979    -85.4751586117    -85.4658333873    0.253752
  177    708.00       94.5175    -85.4772956348    -85.4686022194    0.236560
  178    712.00       92.9404    -85.4788600555    -85.4713685704    0.203854
  179    716.00       85.8246    -85.4629926401    -85.4554306107    0.205773
  180    720.00      -86.3791    -85.4598452340    -85.4513732568    0.230534
  181    724.00       92.3807    -85.4704229959    -85.4612717240    0.249019
  182    728.00      -84.0044    -85.4724979455    -85.4630532783    0.257002
  183    732.00       72.4313    -85.4718108129    -85.4621317509    0.263381
  184    736.00       65.2820    -85.4728217252    -85.4623031091    0.286226
  185    740.00           nan               nan               nan         nan
  186    744.00       84.0163    -85.4775226334    -85.4671956655    0.281011
  187    748.00      -82.4750    -85.4700751648    -85.4619952711    0.219865
  188    752.00      -74.5474    -85.4552034307    -85.4480834831    0.193744
  189    756.00      -73.8670    -85.4635046802    -85.4545651438    0.243257
  190    760.00      -77.4661    -85.4710567272    -85.4596655884    0.309969
  191    764.00      -77.4221    -85.4571766821    -85.4463114653    0.295658
  192    768.00       69.4176    -85.4619625364    -85.4549061779    0.192013
  193    772.00       56.5139    -85.4678334200    -85.4633041573    0.123248
  194    776.00       49.0381    -85.4737070380    -85.4686687364    0.137099
  195    780.00       43.5310    -85.4688763485    -85.4598743452    0.244957
  196    784.00      -40.9963    -85.4685346860    -85.4562349786    0.334692
  197    788.00      -38.5039    -85.4689207276    -85.4589286197    0.271899
  198    792.00       38.6057    -85.4743642559    -85.4682657651    0.165948
  199    796.00       40.1015    -85.4833046887    -85.4789009853    0.119831
  200    800.00      -48.6273    -85.4622133110    -85.4558900417    0.172065
  201    804.00       46.7653    -85.4626829720    -85.4519311509    0.292572
  202    808.00      -36.3628    -85.4892165724    -85.4769594472    0.333533
  203    812.00      -33.8437    -85.4635515907    -85.4532236524    0.281038
  204    816.00      -39.9178    -85.4575175656    -85.4493710166    0.221679
  205    820.00      -46.0147    -85.4804831362    -85.4727664525    0.209982
  206    824.00      -47.6260    -85.4755274471    -85.4655255507    0.272165
  207    828.00       45.3898    -85.4481038041    -85.4382130458    0.269141
  208    832.00      -42.4892    -85.4522754070    -85.4454595488    0.185469
  209    836.00      -40.9897    -85.4686165950    -85.4640216454    0.125035
  210    840.00      -49.0718    -85.4612394290    -85.4552874317    0.161962
  211    844.00       47.9817    -85.4721017923    -85.4620195246    0.274352
  212    848.00       43.0892    -85.4749802040    -85.4616822960    0.361855
  213    852.00      -38.2140    -85.4713693994    -85.4604820986    0.296259
  214    856.00      -39.5516    -85.4716236023    -85.4658523807    0.157043
  215    860.00       50.7078    -85.4689623688    -85.4642545231    0.128107
  216    864.00      -46.9931    -85.4843077232    -85.4771528677    0.194694
  217    868.00      -44.4206    -85.4825156872    -85.4707421256    0.320375
  218    872.00      -40.9204    -85.4662555772    -85.4531845058    0.355682
  219    876.00       47.6735    -85.4601333484    -85.4497395909    0.282829
  220    880.00       54.1548    -85.4797997580    -85.4726832529    0.193650
  221    884.00      -59.1883    -85.4831786917    -85.4770697412    0.166233
  222    888.00      -58.2548    -85.4609964465    -85.4532746757    0.210120
  223    892.00      -59.6472    -85.4648629605    -85.4546506727    0.277891
  224    896.00      -60.5220    -85.4679620620    -85.4579570925    0.272249
  225    900.00       64.4005    -85.4593547188    -85.4499699097    0.255374
  226    904.00       60.8887    -85.4620046514    -85.4541339783    0.214172
  227    908.00       57.0420    -85.4590580034    -85.4520487522    0.190731
  228    912.00      -53.9636    -85.4644274432    -85.4568772276    0.205452
  229    916.00       49.8244    -85.4760557176    -85.4679856356    0.219598
  230    920.00      -52.1087    -85.4775443196    -85.4679134283    0.262070
  231    924.00      -49.2861    -85.4688055751    -85.4583361546    0.284887
  232    928.00       47.7787    -85.4720711923    -85.4619182743    0.276275
  233    932.00      -57.0814    -85.4750813926    -85.4649183947    0.276549
  234    936.00       58.2239    -85.4591560580    -85.4503484891    0.239666
  235    940.00      -58.5798    -85.4574268372    -85.4492188275    0.223351
  236    944.00       60.8077    -85.4626188549    -85.4549166395    0.209588
  237    948.00      -58.2857    -85.4655109309    -85.4585685532    0.188912
  238    952.00       56.4429    -85.4691284531    -85.4615053215    0.207436
  239    956.00      -52.8869    -85.4666432552    -85.4584238450    0.223662
  240    960.00      -55.4741    -85.4618243746    -85.4541535773    0.208733
  241    964.00       56.1913    -85.4533441588    -85.4463232618    0.191048
  242    968.00      -60.6424    -85.4633560063    -85.4569202670    0.175125
  243    972.00       63.6092    -85.4555799636    -85.4501737563    0.147110
  244    976.00      -69.3715    -85.4707628823    -85.4648386211    0.161207
  245    980.00           nan               nan               nan         nan
  246    984.00       65.3018    -85.4606022017    -85.4526725661    0.215776
  247    988.00      -65.8207    -85.4611566517    -85.4516591775    0.258439
  248    992.00       55.9519    -85.4796587146    -85.4716041146    0.219177
  249    996.00       58.2415    -85.4657459301    -85.4588135433    0.188640
  250   1000.00       56.5108    -85.4482990616    -85.4424226155    0.159906
  251   1004.00       48.5534    -85.4690410316    -85.4632470534    0.157662
  252   1008.00      -51.7432    -85.4768195313    -85.4683653169    0.230051
  253   1012.00       46.5236    -85.4655667837    -85.4560906191    0.257860
  254   1016.00       52.5013    -85.4578867161    -85.4496242633    0.224833
  255   1020.00      -72.0227    -85.4554938730    -85.4480087694    0.203680
  256   1024.00       67.4221    -85.4733871971    -85.4672595087    0.166743
  257   1028.00      -70.9757    -85.4695891172    -85.4629786728    0.179879
  258   1032.00      -73.9869    -85.4484452111    -85.4411124441    0.199535
  259   1036.00       63.7487    -85.4584847423    -85.4508382498    0.208072
  260   1040.00       69.7951    -85.4724750758    -85.4627588010    0.264393
  261   1044.00       66.3253    -85.4757161771    -85.4648923021    0.294533
  262   1048.00      -59.4192    -85.4576751747    -85.4463429273    0.308366
  263   1052.00       65.8646    -85.4538279580    -85.4422475113    0.315120
  264   1056.00       56.1161    -85.4799494452    -85.4699165109    0.273010
  265   1060.00      -58.9966    -85.4727362446    -85.4632511062    0.258104
  266   1064.00       63.7323    -85.4589561834    -85.4502513125    0.236872
  267   1068.00       59.6123    -85.4647598823    -85.4558708802    0.241882
  268   1072.00      -64.2447    -85.4659319361    -85.4550610078    0.295813
  269   1076.00      -62.5528    -85.4707036310    -85.4590087589    0.318234
  270   1080.00      -60.1782    -85.4667870622    -85.4548942985    0.323619
  271   1084.00      -57.8299    -85.4570159154    -85.4455403410    0.312266
  272   1088.00      -54.6102    -85.4595800246    -85.4503765558    0.250439
  273   1092.00      -52.1157    -85.4662282141    -85.4581570511    0.219628
  274   1096.00      -56.8946    -85.4641532619    -85.4552037933    0.243527
  275   1100.00       61.9243    -85.4686536060    -85.4587282850    0.270082
  276   1104.00      -66.2940    -85.4688769182    -85.4579029142    0.298618
  277   1108.00      -70.5010    -85.4645046814    -85.4531713426    0.308396
  278   1112.00      -70.9369    -85.4732975986    -85.4619508713    0.308760
  279   1116.00      -76.3344    -85.4708010598    -85.4591846391    0.316099
  280   1120.00      -74.4247    -85.4675197828    -85.4559544319    0.314709
  281   1124.00      -68.2423    -85.4571073612    -85.4453784341    0.319160
  282   1128.00      -61.8829    -85.4585434619    -85.4465535169    0.326263
  283   1132.00       60.6639    -85.4750219924    -85.4642428940    0.293314
  284   1136.00       63.7802    -85.4722962046    -85.4621572289    0.275896
  285   1140.00      -69.2940    -85.4761142243    -85.4661448329    0.271281
  286   1144.00       66.9387    -85.4696875620    -85.4599722781    0.264366
  287   1148.00       65.5117    -85.4632632380    -85.4525756259    0.290825
  288   1152.00      -64.8324    -85.4733782903    -85.4624807507    0.296537
  289   1156.00       67.3110    -85.4616487855    -85.4504784375    0.303961
  290   1160.00       73.6854    -85.4578684636    -85.4456399623    0.332754
  291   1164.00      -72.5817    -85.4802499666    -85.4682824403    0.325653
  292   1168.00      -69.2854    -85.4773393241    -85.4660304854    0.307729
  293   1172.00      -74.8686    -85.4594258122    -85.4498805307    0.259740
  294   1176.00       77.9629    -85.4602653205    -85.4524585355    0.212433
  295   1180.00      -87.1141    -85.4688956027    -85.4605797723    0.226285
  296   1184.00       84.9858    -85.4734663692    -85.4632448941    0.278141
  297   1188.00      -81.7465    -85.4689802175    -85.4559857665    0.353597
  298   1192.00       87.9469    -85.4626193337    -85.4489822519    0.371084
  299   1196.00      -84.9877    -85.4520831881    -85.4412917444    0.293650
  300   1200.00      -85.2835    -85.4698177302    -85.4612912693    0.232017
  301   1204.00       76.3540    -85.4688829271    -85.4606666216    0.223577
  302   1208.00       63.3501    -85.4474481396    -85.4379792481    0.257662
  303   1212.00      -62.2556    -85.4624224552    -85.4521040334    0.280779
  304   1216.00      -69.4759    -85.4606626471    -85.4516985933    0.243924
  305   1220.00       70.9316    -85.4658178346    -85.4587308748    0.192846
  306   1224.00       69.9331    -85.4654350182    -85.4588889996    0.178126
  307   1228.00       62.5970    -85.4703018010    -85.4623191081    0.217220
  308   1232.00       60.4119    -85.4787282303    -85.4672238749    0.313049
  309   1236.00      -61.3605    -85.4592956554    -85.4468452686    0.338792
  310   1240.00       66.3944    -85.4726410376    -85.4621936153    0.284289
  311   1244.00       63.4184    -85.4726739356    -85.4632202927    0.257247
  312   1248.00       64.3657    -85.4609882245    -85.4514567343    0.259365
  313   1252.00      -66.3129    -85.4714705993    -85.4608338799    0.289440
  314   1256.00      -70.3800    -85.4593744424    -85.4488786881    0.285604
  315   1260.00      -70.4038    -85.4710294345    -85.4626661473    0.227577
  316   1264.00       68.9742    -85.4663394845    -85.4589191391    0.201918
  317   1268.00      -70.8317    -85.4558995520    -85.4470190444    0.241651
  318   1272.00      -65.9122    -85.4672238354    -85.4559116916    0.307819
  319   1276.00      -68.5946    -85.4704882127    -85.4560853843    0.391921
  320   1280.00      -67.4221    -85.4669739130    -85.4526968903    0.388498
  321   1284.00           nan               nan               nan         nan
  322   1288.00       65.3875    -85.4621042756    -85.4533427395    0.238414
  323   1292.00      -66.8479    -85.4726681691    -85.4648986957    0.211418
  324   1296.00       68.5216    -85.4662300664    -85.4564842355    0.265198
  325   1300.00      -67.7858    -85.4678394500    -85.4557074305    0.330129
  326   1304.00       63.7164    -85.4673012655    -85.4556548084    0.316916
  327   1308.00       66.7750    -85.4743821550    -85.4641506425    0.278414
  328   1312.00      -76.0624    -85.4636001189    -85.4542635689    0.254060
  329   1316.00       73.2061    -85.4608075010    -85.4506393159    0.276690
  330   1320.00       68.3710    -85.4767266422    -85.4632119375    0.367754
  331   1324.00       66.3307    -85.4728504286    -85.4588370869    0.381322
  332   1328.00       70.0596    -85.4702175315    -85.4583520524    0.322876
  333   1332.00       83.5417    -85.4591819564    -85.4491235234    0.273704
  334   1336.00       88.6590    -85.4565248269    -85.4475367678    0.244578
  335   1340.00      -90.9601    -85.4597033371    -85.4498227600    0.268864
  336   1344.00      -94.6689    -85.4579052839    -85.4458330831    0.328501
  337   1348.00      -90.2784    -85.4696938809    -85.4576332865    0.328185
  338   1352.00      -93.0857    -85.4646795190    -85.4530305427    0.316985
  339   1356.00       84.9326    -85.4622037211    -85.4512209428    0.298857
  340   1360.00      -78.4383    -85.4773515810    -85.4663872653    0.298354
  341   1364.00       81.2443    -85.4685490919    -85.4574912457    0.300899
  342   1368.00      -80.3419    -85.4640662091    -85.4542299299    0.267659
  343   1372.00      -77.5277    -85.4658023092    -85.4577539423    0.219007
  344   1376.00      -77.9624    -85.4613837790    -85.4538133704    0.206001
  345   1380.00       75.9899    -85.4636081510    -85.4553472901    0.224789
  346   1384.00      -80.3540    -85.4763991534    -85.4653657488    0.300234
  347   1388.00       84.6858    -85.4749253362    -85.4628978633    0.327284
  348   1392.00       80.7885    -85.4644902926    -85.4538299611    0.290082
  349   1396.00       89.4571    -85.4487051126    -85.4382555614    0.284347
  350   1400.00      -92.4962    -85.4649949283    -85.4548533544    0.275966
  351   1404.00       91.8044    -85.4796509842    -85.4695241639    0.275565
  352   1408.00       97.7955    -85.4622618578    -85.4522661992    0.271996
  353   1412.00      -95.4401    -85.4588269727    -85.4501788883    0.235326
  354   1416.00       92.9904    -85.4677876820    -85.4592346218    0.232741
  355   1420.00      -93.7356    -85.4687204449    -85.4588770100    0.267854
  356   1424.00      -88.7116    -85.4695998725    -85.4598241830    0.266010
  357   1428.00       90.8681    -85.4682534192    -85.4587260440    0.259253
  358   1432.00       84.4668    -85.4629899951    -85.4541061690    0.241741
  359   1436.00       75.0796    -85.4775697089    -85.4680733945    0.258408
  360   1440.00      -70.7375    -85.4880233811    -85.4767004367    0.308113
  361   1444.00      -68.1885    -85.4703568940    -85.4595420484    0.294287
  362   1448.00       63.1049    -85.4648336310    -85.4562367724    0.233932
  363   1452.00       68.5272    -85.4630998358    -85.4565092482    0.179339
  364   1456.00      -67.5771    -85.4586831640    -85.4529922032    0.154859
  365   1460.00      -64.4257    -85.4697732626    -85.4619681158    0.212389
  366   1464.00      -61.8028    -85.4686154202    -85.4578676113    0.292463
  367   1468.00      -61.0067    -85.4649207385    -85.4537049305    0.305198
  368   1472.00      -61.1634    -85.4634181097    -85.4521297653    0.307171
  369   1476.00       64.5192    -85.4652170166    -85.4547720853    0.284221
  370   1480.00      -70.1556    -85.4719911187    -85.4621565974    0.267611
  371   1484.00      -72.7081    -85.4651874824    -85.4549842429    0.277644
  372   1488.00      -71.3381    -85.4655103640    -85.4565309481    0.244342
  373   1492.00      -65.9114    -85.4674529446    -85.4590576726    0.228447
  374   1496.00       64.7749    -85.4671311171    -85.4578241670    0.253255
  375   1500.00      -59.4523    -85.4807711674    -85.4692104438    0.314583
  376   1504.00       53.5167    -85.4855948465    -85.4712667580    0.389887
  377   1508.00       50.1896    -85.4723100650    -85.4586380313    0.372035
  378   1512.00      -50.8777    -85.4725690058    -85.4616280330    0.297719
  379   1516.00      -51.6963    -85.4765964802    -85.4668415416    0.265445
  380   1520.00      -55.8480    -85.4682677762    -85.4586821105    0.260839
  381   1524.00      -54.9641    -85.4671719392    -85.4567283453    0.284185
  382   1528.00      -55.9359    -85.4660639709    -85.4549721273    0.301824
  383   1532.00       59.4057    -85.4713182777    -85.4615743520    0.265146
  384   1536.00       59.8184    -85.4686685104    -85.4597041218    0.243933
  385   1540.00      -63.9413    -85.4695325403    -85.4599770736    0.260017
  386   1544.00      -58.1848    -85.4832120122    -85.4722360092    0.298672
  387   1548.00       59.7210    -85.4646653089    -85.4521793549    0.339760
  388   1552.00       59.1928    -85.4538673657    -85.4417039108    0.330984
  389   1556.00       61.8863    -85.4746825764    -85.4629505981    0.319243
  390   1560.00      -65.9063    -85.4818093630    -85.4705784993    0.305607
  391   1564.00      -61.1785    -85.4701521760    -85.4591111258    0.300442
  392   1568.00      -57.0434    -85.4667189322    -85.4549725035    0.319637
  393   1572.00       58.7403    -85.4820972186    -85.4716886521    0.283232
  394   1576.00      -54.4084    -85.4826753107    -85.4736834750    0.244680
  395   1580.00       47.2634    -85.4687937692    -85.4590053270    0.266357
  396   1584.00      -40.1872    -85.4647051436    -85.4542091809    0.285610
  397   1588.00      -36.9437    -85.4708107664    -85.4593011469    0.313193
  398   1592.00       39.6715    -85.4649477617    -85.4526805088    0.333809
  399   1596.00      -40.9246    -85.4606749596    -85.4507849834    0.269120
  400   1600.00       45.1466    -85.4813054152    -85.4733368615    0.216835
  401   1604.00      -45.8074    -85.4708815521    -85.4638544386    0.191217
  402   1608.00      -47.3931    -85.4520008013    -85.4447278543    0.197907
  403   1612.00      -48.4235    -85.4758505791    -85.4664054897    0.257014
  404   1616.00       47.6644    -85.4746992986    -85.4646535885    0.273358
  405   1620.00       45.7570    -85.4646483866    -85.4549058116    0.265109
  406   1624.00      -43.6647    -85.4639743168    -85.4546918372    0.252589
  407   1628.00      -42.5292    -85.4616907706    -85.4529703047    0.237296
  408   1632.00      -40.4769    -85.4751670818    -85.4645644983    0.288511
  409   1636.00      -39.9449    -85.4801832261    -85.4683714741    0.321414
