       0    599996.000  -85.6977875652
       4    600000.000  -85.6889829480
       8    600004.000  -85.6872275558
      12    600008.000  -85.6897418013
      16    600012.000  -85.6907537032
      20    600016.000  -85.6786028081
      24    600020.000  -85.6955544746
      28    600024.000  -85.7101885579
      32    600028.000  -85.7004842583
      36    600032.000  -85.6980500473
      40    600036.000  -85.6991837443
      44    600040.000  -85.6968020574
      48    600044.000  -85.6989258980
      52    600048.000  -85.7086238402
      56    600052.000  -85.7068829104
      60    600056.000  -85.6899490128
      64    600060.000  -85.6809400434
      68    600064.000  -85.6878446554
      72    600068.000  -85.6974225523
      76    600072.000  -85.6947502595
      80    600076.000  -85.6930034682
      84    600080.000  -85.6940352666
      88    600084.000  -85.6897841756
      92    600088.000  -85.7022653990
      96    600092.000  -85.7026037778
     100    600096.000  -85.6977801093
     104    600100.000  -85.7066591859
     108    600104.000  -85.7010845787
     112    600108.000  -85.6859232211
     116    600112.000  -85.6871677419
     120    600116.000  -85.7034242693
     124    600120.000  -85.6963871616
     128    600124.000  -85.6843419667
     132    600128.000  -85.6892524369
     136    600132.000  -85.7028617263
     140    600136.000  -85.6949884000
     144    600140.000  -85.6917909949
     148    600144.000  -85.7070462208
     152    600148.000  -85.7023497282
     156    600152.000  -85.6968063171
     160    600156.000  -85.7004917272
     164    600160.000  -85.7003070160
     168    600164.000  -85.6981511153
     172    600168.000  -85.6929070103
     176    600172.000  -85.6923534422
     180    600176.000  -85.6950704399
     184    600180.000  -85.6973637553
     188    600184.000  -85.7011449102
     192    600188.000  -85.6926832986
     196    600192.000  -85.7019450375
     200    600196.000  -85.7016203023
     204    600200.000  -85.6838999712
     208    600204.000  -85.7004456255
     212    600208.000  -85.7104257462
     216    600212.000  -85.7013464399
     220    600216.000  -85.6852974879
     224    600220.000  -85.6895553781
     228    600224.000  -85.7020796333
     232    600228.000  -85.6948685356
     236    600232.000  -85.6926377645
     240    600236.000  -85.6892922864
     244    600240.000  -85.6950593555
     248    600244.000  -85.7057383987
     252    600248.000  -85.6992066893
     256    600252.000  -85.6908379478
     260    600256.000  -85.6839294514
     264    600260.000  -85.6941420287
     268    600264.000  -85.7037497401
     272    600268.000  -85.7027742618
     276    600272.000  -85.6995376830
     280    600276.000  -85.6891006707
     284    600280.000  -85.6861240786
     288    600284.000  -85.6895273249
     292    600288.000  -85.7122725449
     296    600292.000  -85.7099285163
     300    600296.000  -85.6815799670
     304    600300.000  -85.6975043809
     308    600304.000  -85.7047133220
     312    600308.000  -85.6991553387
     316    600312.000  -85.7002769433
     320    600316.000  -85.6955427767
     324    600320.000  -85.6915794666
     328    600324.000  -85.6915343832
     332    600328.000  -85.6936374257
     336    600332.000  -85.6969201657
     340    600336.000  -85.6889131238
     344    600340.000  -85.6856951399
     348    600344.000  -85.6818045078
     352    600348.000  -85.6814455101
