       0    199996.000  -85.6921707346
       4    200000.000  -85.7078467046
       8    200004.000  -85.6949066644
      12    200008.000  -85.6825322793
      16    200012.000  -85.6984755556
      20    200016.000  -85.7045678990
      24    200020.000  -85.6971781273
      28    200024.000  -85.6953459912
      32    200028.000  -85.6930598708
      36    200032.000  -85.6940752099
      40    200036.000  -85.6924866408
      44    200040.000  -85.6926952912
      48    200044.000  -85.6891876749
      52    200048.000  -85.6884417377
      56    200052.000  -85.6984845251
      60    200056.000  -85.6980048000
      64    200060.000  -85.6990238399
      68    200064.000  -85.6993400018
      72    200068.000  -85.6809809692
      76    200072.000  -85.6816282349
      80    200076.000  -85.6997132418
      84    200080.000  -85.6984540703
      88    200084.000  -85.6888874757
      92    200088.000  -85.6985890339
      96    200092.000  -85.7059011059
     100    200096.000  -85.6904824714
     104    200100.000  -85.6824944085
     108    200104.000  -85.6855129855
     112    200108.000  -85.6964017994
     116    200112.000  -85.7021650633
     120    200116.000  -85.6923676591
     124    200120.000  -85.6951880630
     128    200124.000  -85.7080988193
     132    200128.000  -85.6965327036
     136    200132.000  -85.6892368238
     140    200136.000  -85.6854414664
     144    200140.000  -85.6956108361
     148    200144.000  -85.7011902958
     152    200148.000  -85.6898089680
     156    200152.000  -85.7019403216
     160    200156.000  -85.6991460693
     164    200160.000  -85.6875640477
     168    200164.000  -85.6890824556
     172    200168.000  -85.6867425607
     176    200172.000  -85.6957065687
     180    200176.000  -85.6932731887
     184    200180.000  -85.6894615123
     188    200184.000  -85.6954075022
     192    200188.000  -85.6858747903
     196    200192.000  -85.6878588568
     200    200196.000  -85.6997917419
     204    200200.000  -85.6997710208
     208    200204.000  -85.6942175337
     212    200208.000  -85.6865001434
     216    200212.000  -85.6954140829
     220    200216.000  -85.6969800739
     224    200220.000  -85.6948380549
     228    200224.000  -85.6881858960
     232    200228.000  -85.6829469669
     236    200232.000  -85.6921967730
     240    200236.000  -85.7000305767
     244    200240.000  -85.7072481992
     248    200244.000  -85.6869593646
     252    200248.000  -85.6870197251
     256    200252.000  -85.7002856743
     260    200256.000  -85.6839445814
     264    200260.000  -85.6822967270
     268    200264.000  -85.6983085489
     272    200268.000  -85.6936954463
     276    200272.000  -85.6915000490
     280    200276.000  -85.6955167634
     284    200280.000  -85.6962096498
     288    200284.000  -85.6941840928
     292    200288.000  -85.6947270440
     296    200292.000  -85.6948188158
     300    200296.000  -85.6920930314
     304    200300.000  -85.6947702897
     308    200304.000  -85.6915548888
     312    200308.000  -85.7018154281
     316    200312.000  -85.7080567274
     320    200316.000  -85.6930948701
     324    200320.000  -85.6897065152
     328    200324.000  -85.6928278783
     332    200328.000  -85.6923642677
     336    200332.000  -85.7052105405
     340    200336.000  -85.6957744524
     344    200340.000  -85.7029323777
     348    200344.000  -85.7061621716
     352    200348.000  -85.6839484288
     356    200352.000  -85.6891451183
     360    200356.000  -85.7053285460
     364    200360.000  -85.7049615638
     368    200364.000  -85.7006713519
     372    200368.000  -85.6872642548
     376    200372.000  -85.6935579108
     380    200376.000  -85.6970573987
     384    200380.000  -85.6996481366
     388    200384.000  -85.6924798419
     392    200388.000  -85.6944125452
     396    200392.000  -85.6943822035
     400    200396.000  -85.6988217228
     404    200400.000  -85.6992603476
     408    200404.000  -85.6884989478
     412    200408.000  -85.6902378129
     416    200412.000  -85.6990652574
     420    200416.000  -85.7044397494
     424    200420.000  -85.7090996748
     428    200424.000  -85.7061137764
     432    200428.000  -85.6933418147
     436    200432.000  -85.6808462124
     440    200436.000  -85.6969768096
     444    200440.000  -85.7024490691
     448    200444.000  -85.6865987227
     452    200448.000  -85.6872619715
     456    200452.000  -85.7029732800
     460    200456.000  -85.7007246442
     464    200460.000  -85.6844533347
     468    200464.000  -85.6896943534
     472    200468.000  -85.6905620174
     476    200472.000  -85.7029528485
     480    200476.000  -85.6954326218
     484    200480.000  -85.6782960710
     488    200484.000  -85.7054850164
     492    200488.000  -85.7058347161
     496    200492.000  -85.6918763489
     500    200496.000  -85.6982228822
     504    200500.000  -85.6959079832
     508    200504.000  -85.6950507263
     512    200508.000  -85.6873840446
     516    200512.000  -85.6899575922
     520    200516.000  -85.7029276626
     524    200520.000  -85.6969511250
     528    200524.000  -85.6952025856
     532    200528.000  -85.6951856038
     536    200532.000  -85.7002183939
     540    200536.000  -85.6849082039
     544    200540.000  -85.6904582542
     548    200544.000  -85.7029741137
     552    200548.000  -85.7007869415
     556    200552.000  -85.7014198219
     560    200556.000  -85.6859709278
     564    200560.000  -85.6805460227
     568    200564.000  -85.6951032736
     572    200568.000  -85.6877899229
     576    200572.000  -85.6980783783
     580    200576.000  -85.7014340528
     584    200580.000  -85.6896329099
     588    200584.000  -85.6914985605
     592    200588.000  -85.6986923110
     596    200592.000  -85.6898419240
     600    200596.000  -85.7027423441
     604    200600.000  -85.6997231823
     608    200604.000  -85.6898085316
     612    200608.000  -85.7068482444
     616    200612.000  -85.7114533841
     620    200616.000  -85.6946611396
     624    200620.000  -85.6905115140
     628    200624.000  -85.6904951648
