#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
4050,4.049999999999687,29248.666005411687,57091.44214123822,298.174965764694
4100,4.099999999999704,30524.67885148691,56200.313582200535,293.52081415076805
4150,4.149999999999721,29631.590564919767,57199.241157660486,298.7379742792041
4200,4.199999999999737,30020.51254561659,56737.09045001339,296.3242715198677
4250,4.249999999999754,30765.730252437206,55939.50616089486,292.15867928427417
4300,4.299999999999771,29270.485485041267,57327.11001506254,299.4058027793829
4350,4.349999999999787,29900.60335289582,56652.27724978329,295.8813124330672
4400,4.399999999999804,29933.725345982937,56512.422495796134,295.15088445790786
4450,4.449999999999821,29698.65184457788,56692.48174254996,296.09129089576976
4500,4.4999999999998375,29557.608762806616,56633.312681953306,295.7822650250606
4550,4.549999999999854,29352.513013921976,56725.57459644437,296.26412696728835
4600,4.599999999999871,29165.2097992771,56824.20757619111,296.7792634615898
4650,4.649999999999888,30035.026953880595,56174.276626667895,293.384829351061
4700,4.699999999999904,29502.794078179526,56734.5155632009,296.3108235010689
4750,4.749999999999921,29585.341919337312,56648.3617863095,295.860862902569
4800,4.799999999999938,29573.62289500577,56679.28876704686,296.0223871359166
4850,4.849999999999954,29606.976955367507,56946.17109134154,297.41624976970496
4900,4.899999999999971,29821.46369114721,56617.3244272057,295.698762189378
4950,4.949999999999988,30271.541219830244,56219.816709270905,293.62267432504996
5000,5.000000000000004,29996.411084379473,56522.99489090387,295.2061015522931
5050,5.050000000000021,30490.823287296116,56492.2628609163,295.0455955001469
5100,5.100000000000038,30183.736128428834,56723.49337601378,296.25325725008787
5150,5.1500000000000545,29679.90785970845,57264.80666216369,299.08040724861866
5200,5.200000000000071,29796.04424649253,57234.250615115394,298.92082031333
5250,5.250000000000088,30299.487754958733,56781.450544352265,296.55595369699836
5300,5.300000000000105,30024.63410463745,56917.84163005359,297.26829176001297
5350,5.350000000000121,29910.128401344802,56993.13434829924,297.6615276434171
5400,5.400000000000138,30263.157075965613,56737.282032212024,296.32527210793086
5450,5.450000000000155,30642.29609870928,56605.95831743969,295.6393997129148
5500,5.500000000000171,29663.657496020744,57599.30539863166,300.82741425271445
5550,5.550000000000188,30332.091257971973,56947.843808721365,297.42498597304404
5600,5.600000000000205,29935.577301848876,57371.346364310375,299.6368386654601
5650,5.6500000000002215,29522.55382729217,57723.16598474152,301.4743085093271
5700,5.700000000000238,30608.738647594357,56737.25068262103,296.3251083765051
5750,5.750000000000255,30168.42653556398,57220.43414018801,298.84866016490935
5800,5.800000000000272,30465.95636270314,56641.61213697373,295.82561109627136
5850,5.850000000000288,29978.139943440125,57207.199874183505,298.77954075462975
5900,5.900000000000305,30428.56504222635,56892.90448670817,297.13805101666486
5950,5.950000000000322,30238.512499745106,57064.1677790781,298.03251828573156
6000,6.000000000000338,30232.2854634452,56871.510988386166,297.02631788485905
6050,6.050000000000355,30236.22433038326,57225.10764027373,298.87306873957124
6100,6.100000000000372,30356.88448351621,57274.09772449934,299.1289322479872
6150,6.1500000000003885,30614.50925989906,56952.75868940465,297.45065522091227
6200,6.200000000000405,30188.228429798655,57456.1648407584,300.07982530868657
6250,6.250000000000422,30203.889512803908,57444.24293935445,300.01756006525164
6300,6.300000000000439,30068.789602448684,57845.56529015867,302.11357084591504
6350,6.350000000000455,31047.43219533893,56949.74557431023,297.4349184404697
6400,6.400000000000472,30175.179212672585,57850.21856930118,302.1378738114204
6450,6.450000000000489,30287.584100532134,57542.41784067284,300.5303041253359
6500,6.500000000000505,30515.382576340213,57294.29492334723,299.234417393381
6550,6.550000000000522,30378.122888692138,57396.13164724314,299.76628627814546
6600,6.600000000000539,30394.650541752308,57242.67204511568,298.9648034307264
6650,6.6500000000005555,30687.654992242227,57241.504285849136,298.9587045030016
6700,6.700000000000572,30677.019747434773,57174.558334159155,298.60906178765623
6750,6.750000000000589,30732.868725362387,57322.013019060825,299.3791823867055
6800,6.800000000000606,30981.664155707185,56987.26040451532,297.63084943805075
6850,6.850000000000622,30786.58405836115,57164.91314096552,298.55868724740213
6900,6.900000000000639,30072.986225462002,57771.68350600315,301.7277039342559
6950,6.950000000000656,30445.652561697556,57256.30258952527,299.0359925084629
7000,7.000000000000672,30191.614954685283,57601.343234194996,300.83805738111585
7050,7.050000000000689,30209.69110770245,57396.144327910864,299.7663525062441
7100,7.100000000000706,31002.705817626833,56920.97251202373,297.2846436087183
7150,7.1500000000007224,30358.701343853023,57714.787583761405,301.4305501222255
7200,7.200000000000739,30249.93719213309,57609.79405370521,300.8821939929028
7250,7.250000000000756,30750.075094497763,56896.05111517012,297.1544851055358
7300,7.3000000000007725,29665.09722168452,57651.88374571035,301.1020184009398
7350,7.350000000000789,30418.75757545942,56883.85721116363,297.0907992574768
7400,7.400000000000806,29631.014381035035,57411.3088980115,299.8455534337563
7450,7.450000000000823,29773.24353160984,57124.07244676732,298.34538605658224
7500,7.500000000000839,30307.723473999664,56596.29426636166,295.5889266824349
7550,7.550000000000856,30097.850963577825,57104.89857796193,298.24524551957353
7600,7.600000000000873,30343.338062765673,56832.15313372107,296.8207612107379
7650,7.650000000000889,30285.28369563308,56995.381337051585,297.67326312896756
7700,7.700000000000906,29698.29513406176,57422.358585146685,299.90326331039756
7750,7.750000000000923,29782.84791280062,57537.01185721193,300.50206996496223
7800,7.8000000000009395,30001.93335947417,57497.488676951405,300.2956498347448
7850,7.850000000000956,30628.05111927857,56957.3453785739,297.4746104028926
7900,7.900000000000973,30148.378373703308,57637.327854190036,301.02599645626714
7950,7.95000000000099,30814.105470863404,57107.08850937553,298.25668300827215
8000,8.000000000001005,30762.101540757405,56999.68230183311,297.69572604071743
8050,8.050000000000978,30426.965756573743,57036.81791523083,297.8896764794911
8100,8.10000000000095,30282.94574376854,57174.416972684674,298.60832349043983
8150,8.150000000000922,30290.544665509493,57294.47457432492,299.2353556675271
8200,8.200000000000895,29978.85919056108,57556.38531472684,300.60325290612803
8250,8.250000000000867,29822.046942779387,57605.00639657135,300.8571892032453
8300,8.30000000000084,30558.276810640447,57035.888755588596,297.88482370061354
8350,8.350000000000811,30551.62831036646,56770.57298337504,296.49914279416697
8400,8.400000000000784,30178.56138021598,56996.75327903523,297.68042845425384
8450,8.450000000000756,29748.029792656875,57029.948331338586,297.8537982836518
8500,8.500000000000728,29643.55886639384,56940.57225450725,297.38700838222604
8550,8.5500000000007,30655.168741523186,56138.60023048303,293.1985000552497
8600,8.600000000000673,29591.898522249445,57325.63520514479,299.39810019944724
8650,8.650000000000645,30104.442064398223,56704.06506120434,296.15178780237557
8700,8.700000000000617,29894.992645039507,56840.46392376019,296.86416648204386
8750,8.75000000000059,29448.9034069346,57152.81268005091,298.4954894302929
8800,8.800000000000562,30388.734947543642,56291.90667091105,293.9991829756959
8850,8.850000000000534,30027.082317792207,56775.99023326332,296.5274357963998
8900,8.900000000000507,30366.81828347015,56694.236079181435,296.100453376965
8950,8.950000000000479,30121.958305162,57049.03800120106,297.95349906969295
9000,9.000000000000451,30043.58262459703,57099.938339638116,298.2193393795827
9050,9.050000000000423,30618.270176434235,56634.96095635356,295.79087356855564
9100,9.100000000000396,29853.970620118824,57091.87987820386,298.1772519603101
9150,9.150000000000368,29892.889171379902,57199.62009384576,298.73995337238915
9200,9.20000000000034,30098.520758908904,57023.05526093677,297.817797423383
9250,9.250000000000313,30341.053211324324,56990.51538936774,297.64784944646766
9300,9.300000000000285,29924.52103105368,57902.80760316988,302.4125337741974
9350,9.350000000000257,30488.557403980038,57185.751939980044,298.66752331721733
9400,9.40000000000023,30511.826505112367,56990.64942826089,297.6485494995908
9450,9.450000000000202,30510.33348598426,56916.28254598334,297.26014903630806
9500,9.500000000000174,30092.790612619956,57170.07766783088,298.58566033765027
9550,9.550000000000146,29986.192230777924,57519.77754768979,300.4120592828177
9600,9.600000000000119,30440.411782403444,57016.877893608886,297.7855345093204
9650,9.650000000000091,29836.729210213212,57386.14069387258,299.71410591507356
9700,9.700000000000063,30296.908479078527,56805.95896533309,296.6839553258384
9750,9.750000000000036,29848.43792779519,57458.317946401796,300.09107046518335
9800,9.800000000000008,30013.78627924969,57507.532262322435,300.3481050821837
9850,9.84999999999998,30382.29906101439,57150.965910349325,298.48584419325044
9900,9.899999999999952,30673.040997223667,56645.26179584385,295.84467239281315
9950,9.949999999999925,30606.01269832246,56745.16805957243,296.3664589452224
10000,9.999999999999897,30039.570185868877,57072.16755861665,298.07429922347933
10050,10.04999999999987,30088.895354181837,57196.47293032016,298.7235164890087
10100,10.099999999999842,30304.75925897524,56999.599829171595,297.69529530570526
10150,10.149999999999814,30556.864895353847,56733.86638857852,296.3074330170744
10200,10.199999999999786,30296.620692761884,56786.100316516706,296.58023834639494
10250,10.249999999999758,29915.418011121546,57340.314849685936,299.47476847658874
10300,10.29999999999973,30168.09620984819,56752.66851938477,296.40563205530486
10350,10.349999999999703,30476.199968451674,56631.02705975123,295.7703277662299
10400,10.399999999999675,30027.889590801024,57366.063879159454,299.6092495072614
10450,10.449999999999648,30025.889014854278,57270.47686646872,299.11002137135097
10500,10.49999999999962,30157.668904949838,57071.27329280896,298.069628686765
10550,10.549999999999592,30418.819154296158,56891.329785828646,297.12982673009526
10600,10.599999999999564,30369.852916430274,56948.312182573245,297.4274321777993
10650,10.649999999999537,30521.37857387531,57069.05690231669,298.0580530086184
10700,10.699999999999509,30539.359455755563,57279.50271773949,299.15716123667437
10750,10.749999999999481,30552.712829672957,57192.59747261465,298.7032758990827
10800,10.799999999999454,30366.92291805317,57703.270254154435,301.3703978606525
10850,10.849999999999426,30271.710414403227,57986.863063703844,302.8515353675544
10900,10.899999999999398,30789.5743352035,57134.5220904073,298.3999620493711
10950,10.94999999999937,30582.646904716865,57056.20535639802,297.99093245393277
11000,10.999999999999343,30194.68529098516,57156.937157350345,298.51703059007843
11050,11.049999999999315,30428.359745936737,56800.87604524356,296.6574084482883
11100,11.099999999999287,29925.656502869293,57188.35534918376,298.68112030165275
11150,11.14999999999926,30202.956340043347,57042.94379487106,297.92167048565904
11200,11.199999999999232,30066.023557531036,56939.78667578711,297.38290549220966
11250,11.249999999999204,30139.11990000963,57325.01845210479,299.39487904563345
11300,11.299999999999176,30429.198903506112,56913.51983988752,297.24572008225397
11350,11.349999999999149,29821.279344963572,57644.18334143624,301.06180102869115
11400,11.399999999999121,30577.943560093612,56762.899065992024,296.459063756624
11450,11.449999999999093,30194.623941993676,57308.35926255803,299.3078720777505
11500,11.499999999999066,30529.656274562716,57185.86399720902,298.6681085653589
11550,11.549999999999038,30585.79431203982,56782.15756974583,296.55964632175284
11600,11.59999999999901,30395.634883873106,57190.16587134329,298.6905762264409
11650,11.649999999998983,30166.965403423615,57306.25181115803,299.2968653624622
11700,11.699999999998955,30460.041577033444,56842.96272854563,296.8772171425879
11750,11.749999999998927,30087.912025377518,57219.72790753385,298.84497168044345
11800,11.7999999999989,29607.791808260423,57213.362286986754,298.8117255647821
11850,11.849999999998872,30311.03894313056,56754.35386046578,296.4144341892199
11900,11.899999999998844,29742.234512881114,57429.68777811815,299.9415419346779
11950,11.949999999998816,29893.336183638305,57257.182923562534,299.0405902828679
12000,11.999999999998789,29608.558162836016,57434.200429003795,299.9651104323874
12050,12.04999999999876,30062.338603459197,57049.38422130868,297.9553072946189
12100,12.099999999998733,30102.74739942568,57130.08575045212,298.3767921054242
12150,12.149999999998705,29849.63493338169,57362.15691739281,299.58884437914895
12200,12.199999999998678,30319.307888523002,57058.21741037254,298.00144093125385
12250,12.24999999999865,30084.83974752575,57080.88350884227,298.1198205496652
12300,12.299999999998622,30453.424111377855,56687.58457464098,296.065714157491
12350,12.349999999998595,30279.401612851834,57044.23310178114,297.92840422769376
12400,12.399999999998567,29930.73101038856,57224.97823393735,298.8723928811856
12450,12.44999999999854,29468.267839025182,57335.530507489195,299.4497810000561
12500,12.499999999998511,30107.75455051259,56688.18717566907,296.06886139872677
12550,12.549999999998484,30233.875946001004,56606.72384492812,295.6433978801373
12600,12.599999999998456,29951.03695152139,57115.8402436547,298.30239122602245
12650,12.649999999998428,30284.044530149484,57016.747465909684,297.7848533166008
12700,12.6999999999984,29772.15595423153,57359.40842489706,299.57448965933304
12750,12.749999999998373,30440.22110784922,56936.559153546106,297.36604891445256
12800,12.799999999998345,30394.217534932744,57523.48228476562,300.43140823967224
12850,12.849999999998317,30200.681118393128,57489.41632150417,300.25348985036106
12900,12.89999999999829,30859.570666842694,56924.877913556826,297.30504058810345
12950,12.949999999998262,30233.632633911206,57340.86873305835,299.47766127714544
13000,12.999999999998234,30330.27379891462,57191.497894209526,298.69753306371183
13050,13.049999999998207,30622.560665099227,56859.99659268663,296.9661809463838
13100,13.099999999998179,30105.13193377375,57183.93277869227,298.6580222723259
13150,13.149999999998151,30460.769093703522,56972.08666781308,297.55160063556787
13200,13.199999999998123,30194.868154783147,57480.54080043204,300.20713512375806
13250,13.249999999998096,30759.165661503732,57042.21677115867,297.917873414462
13300,13.299999999998068,30062.327843399144,57686.413126277715,301.2823571081506
13350,13.34999999999804,30572.909210184924,56981.28381859163,297.5996351573048
13400,13.399999999998013,30429.162658716756,57079.67451833767,298.1135062810323
13450,13.449999999997985,30533.865827344132,56802.64450212452,296.6666446761739
13500,13.499999999997957,30173.767975898656,56973.509258517275,297.55903048702385
13550,13.54999999999793,30072.918069517174,57249.25136057716,298.99916562388364
13600,13.599999999997902,30417.336168798356,57128.959029418445,298.37090751058753
13650,13.649999999997874,30213.51557869195,57260.07032065325,299.0556704682054
13700,13.699999999997846,30113.83268103948,57267.61363524652,299.0950673985726
13750,13.749999999997819,29612.464105214873,57615.2178065459,300.91052095850273
13800,13.799999999997791,30421.971115130822,56551.15335594404,295.35316648942614
13850,13.849999999997763,29941.653674145455,57284.75682815536,299.18460220040936
13900,13.899999999997736,30112.12375523011,57016.41411205405,297.7831122890358
13950,13.949999999997708,30363.192989725947,57067.33295431337,298.0490492399696
14000,13.99999999999768,29740.186136805576,57643.799584424894,301.0597967574829
14050,14.049999999997652,30578.734462486907,56645.61512689999,295.8465177565247
14100,14.099999999997625,30815.658918147812,56597.62409039911,295.5958720357482
14150,14.149999999997597,29898.601080604814,57555.790548817036,300.6001465858436
14200,14.19999999999757,30682.205456878924,56830.410302045806,296.81165881718084
14250,14.249999999997542,30605.723839404833,56834.661834771134,296.83386355710815
14300,14.299999999997514,29964.385412648044,57455.102391322784,300.074276389055
14350,14.349999999997486,30443.675601818177,57111.67693869867,298.2806472786606
14400,14.399999999997458,30146.349676654136,57113.07972529428,298.2879736979878
14450,14.44999999999743,30045.01550838747,57265.600139939175,299.0845513935144
14500,14.499999999997403,29756.500397881093,57169.4153742636,298.58220133654004
14550,14.549999999997375,30063.211032429273,56935.704744062205,297.3615865377976
14600,14.599999999997348,29907.923863671087,57109.20143592579,298.2677183189624
14650,14.64999999999732,29841.25690448349,57133.522522034116,298.39474154250917
14700,14.699999999997292,30347.24516422321,56785.4850030636,296.5770247111996
14750,14.749999999997264,29959.16211291175,57049.627491305684,297.95657783570715
14800,14.799999999997237,30422.086486814973,56748.222171767186,296.3824098437276
14850,14.849999999997209,30234.64423667448,57209.22427893638,298.79011373711614
14900,14.899999999997181,30412.77709061106,57400.58053477141,299.7895217550695
14950,14.949999999997154,30309.462375267605,57665.239971536445,301.1717747782369
15000,14.999999999997126,31188.41443271139,56593.440660320564,295.5740229796784
15050,15.049999999997098,30057.552169219896,57533.52364192618,300.4838518497001
15100,15.09999999999707,30292.303589241114,57464.437873699964,300.1230333836904
15150,15.149999999997043,30446.074398727927,56909.72524612823,297.2259018254044
15200,15.199999999997015,29837.503788069524,57260.58232231105,299.0583445305703
15250,15.249999999996987,30019.48256158,57270.73584436901,299.1113739510661
15300,15.29999999999696,30436.50736170644,56835.31722085781,296.83728648209706
15350,15.349999999996932,30245.96932215032,57230.82849172797,298.90294738026654
15400,15.399999999996904,29870.00205433371,57631.987721375255,300.9981062180895
15450,15.449999999996876,30448.36520644056,57064.219246820685,298.03278708945777
15500,15.499999999996849,30286.65514196647,57187.52971032441,298.6768081870978
15550,15.549999999996821,30239.05779103202,57202.613942413765,298.75558952836616
15600,15.599999999996793,30133.38716062026,57033.72508689788,297.87352337584355
15650,15.649999999996766,30451.299021303857,56860.80311477032,296.9703932185856
15700,15.699999999996738,29857.556693870734,57447.725997422145,300.0357512455957
15750,15.74999999999671,30523.35429625931,56737.2532496849,296.32512178366653
15800,15.799999999996682,30277.504491974047,56749.74476551969,296.3903619872188
15850,15.849999999996655,29675.567143247048,57200.047559567865,298.74218592375365
15900,15.899999999996627,29915.150106307767,57051.310221526706,297.9653663337241
15950,15.9499999999966,29839.66808801842,57104.359425389484,298.24242965446655
16000,15.999999999996572,29903.05816334112,57233.20042911008,298.9153354426658
16050,16.049999999996633,30168.615720884576,56911.9807970081,297.2376820289018
16100,16.099999999996694,30204.809171821486,56942.851049703306,297.39890998523487
16150,16.149999999996755,29987.731685678278,57016.14876840386,297.7817264625293
16200,16.199999999996816,29824.95055598756,56995.669119313665,297.6747661469844
16250,16.249999999996877,29868.81792137398,56770.161180764335,296.49699204749214
16300,16.29999999999694,30075.125660117243,56771.65431909496,296.50479035235037
16350,16.349999999997,29731.814126374018,57009.08341124589,297.7448257896845
16400,16.39999999999706,30205.534255665778,56593.79724378103,295.5758853299209
16450,16.44999999999712,29929.09460284564,56863.46403898974,296.9842905902104
16500,16.499999999997183,29333.945658427547,57519.045652898254,300.4082367711378
16550,16.549999999997244,29628.033974709455,57297.28741565191,299.25004646591856
16600,16.599999999997305,29891.69242274874,56729.077957681206,296.28242418623523
16650,16.649999999997366,29320.69459783154,57149.38530062907,298.477589046217
16700,16.699999999997427,29355.67973168932,56950.989149227746,297.4414133352306
16750,16.74999999999749,29879.716142254947,56601.344280646765,295.61530170082807
16800,16.79999999999755,30437.069341469978,56130.68948912608,293.1571841426573
16850,16.84999999999761,29636.099285694305,56803.475981536125,296.6709872945383
16900,16.89999999999767,29059.038962813283,57426.553238665925,299.92517098381734
16950,16.949999999997733,29942.50053277665,56268.53330027962,293.877109443719
17000,16.999999999997794,29018.008708221336,57085.94666950558,298.1462642284517
17050,17.049999999997855,29851.015859334097,56668.13378461533,295.9641273270927
17100,17.099999999997916,29929.376020729418,56922.01548683599,297.2900908170436
17150,17.149999999997977,29852.392032303957,57328.21752406137,299.4115870343504
17200,17.199999999998038,30510.653924135273,56988.780742447256,297.6387897999299
17250,17.2499999999981,30850.91835999822,56676.59672049425,296.0083272197793
17300,17.29999999999816,30376.641466466266,57193.1768821593,298.7063020167399
17350,17.34999999999822,30020.765669860106,57803.251167936956,301.892574292463
17400,17.399999999998283,30320.666287812073,57537.24396402492,300.50328220340674
17450,17.449999999998344,30851.968235929235,57294.91733566624,299.23766810425735
17500,17.499999999998405,30345.438451543792,57539.344951034924,300.5142551567301
17550,17.549999999998466,30218.89869405813,57874.1974053459,302.2631095446328
17600,17.599999999998527,31036.647276559837,56980.99877133424,297.59814642356423
17650,17.649999999998588,30830.603239038202,57094.03643254388,298.1885151285257
17700,17.69999999999865,30952.25036745261,56957.54203525832,297.475637493783
17750,17.74999999999871,30277.408317289628,57463.792576759246,300.1196631519011
17800,17.79999999999877,30461.89758509861,57095.99991064118,298.19876990564256
17850,17.849999999998833,29844.017015978556,57473.54327757129,300.17058873324515
17900,17.899999999998894,30082.119547148424,57142.823082196504,298.4433161467581
17950,17.949999999998955,30233.088382786416,56974.023726185056,297.56171742876984
18000,17.999999999999016,30071.86983474935,57210.47981389449,298.7966710963124
18050,18.049999999999077,30249.5459157448,57209.228498655684,298.7901357757022
18100,18.099999999999138,30293.298220780904,57280.75330598665,299.16369276038085
18150,18.1499999999992,30346.91409037807,57072.275876747735,298.07486494320574
18200,18.19999999999926,30656.841030496827,56965.036542683716,297.5147795159702
18250,18.24999999999932,30221.870245795246,57170.640863459965,298.5886017738993
18300,18.299999999999383,30243.669235082423,57472.292360534135,300.164055492347
18350,18.349999999999444,30486.81420845433,57296.60515758881,299.24648319501534
18400,18.399999999999505,30297.947385552892,57366.83103606397,299.6132561845349
18450,18.449999999999566,30228.155373826114,57382.086213492454,299.69293033247845
18500,18.499999999999627,30694.147379506096,56941.54430619184,297.3920851759959
18550,18.549999999999688,29955.91250794186,57548.203548288024,300.5605214942686
18600,18.59999999999975,30371.87209153094,57349.353797664204,299.5219767428872
18650,18.64999999999981,30284.349620507135,57297.567223904734,299.25150783758966
18700,18.69999999999987,30400.993660845896,57505.00056008919,300.3348826061275
18750,18.749999999999932,30108.10502703605,57631.02725626552,300.9930899382326
18800,18.799999999999994,30623.59281769061,57110.85848587361,298.2763726950463
18850,18.850000000000055,30368.297367862477,57278.77601606601,299.15336584740965
18900,18.900000000000116,30177.32534157041,57334.924582314554,299.4466163975968
18950,18.950000000000177,29962.91592692551,57250.913013616846,299.0078440408168
19000,19.000000000000238,30686.507154000785,56519.32085782932,295.1869129551035
19050,19.0500000000003,29736.08167527516,57377.720216334805,299.67012777216144
19100,19.10000000000036,30114.154534611982,56827.89208550911,296.79850677369666
19150,19.15000000000042,29931.548483809274,56955.23359396643,297.46358105629673
19200,19.200000000000482,29683.133074336445,57339.23717286872,299.4691400279802
19250,19.250000000000544,30690.462405341736,56554.208819323816,295.369124444848
19300,19.300000000000605,30797.682569109915,56563.073687730226,295.4154235351224
19350,19.350000000000666,30102.619722633957,57371.101846656835,299.6355616081597
19400,19.400000000000727,30620.806995322724,56811.55463365728,296.7131801649459
19450,19.450000000000788,30360.07443192427,57214.30982962612,298.81667435366285
19500,19.50000000000085,30186.565103319394,57333.67981124688,299.4401152556293
19550,19.55000000000091,30502.5948957792,57189.7582232492,298.688447177814
19600,19.60000000000097,30558.38652882356,56975.160550509296,297.5676547906799
19650,19.650000000001032,30171.85285852883,57660.05861466272,301.14471378887504
19700,19.700000000001094,30513.070023588974,57139.35409623399,298.4251984616583
19750,19.750000000001155,30075.846841936218,57700.628005532606,301.3565980272132
19800,19.800000000001216,30380.11013113788,57227.09466889441,298.8834465154467
