frame,time_ps,E_neutral_kJmol,E_charged_kJmol,gap_kJmol,gap_fluctuation_kJmol,gap_cm-1,gap_fluctuation_cm-1
95,600.384,-20985.4075294,-20788.7151912,196.69233815,1.38475769794,16442.195519,115.756704253
96,600.388,-20837.6219736,-20637.0178853,200.604088334,5.29650788249,16769.1922997,442.753484914
97,600.392,-20912.608879,-20712.1334176,200.47546133,5.1678808782,16758.4399217,432.001106995
98,600.396,-20899.0139316,-20702.539129,196.474802687,1.16722223548,16424.0109743,97.5721595989
99,600.4,-20919.4247156,-20725.7535077,193.671207884,-1.63637256741,16189.6487499,-136.790064872
100,600.404,-20743.7636799,-20551.825692,191.937987891,-3.36959256085,16044.7628724,-281.675942368
101,600.408,-21014.5305716,-20823.5533306,190.977240949,-4.33033950296,15964.4506995,-361.988115252
102,600.412,-21154.8409697,-20964.3748834,190.466086338,-4.84149411375,15921.7215107,-404.717304045
103,600.416,-20486.2701732,-20296.3268394,189.943333764,-5.3642466879,15878.0228079,-448.416006868
104,600.42,-20614.6275011,-20422.5524993,192.075001822,-3.23257862984,16056.2163426,-270.222472122
105,600.424,-21048.6322829,-20852.2922205,196.340062453,1.0324820013,16412.7475703,86.3087555666
106,600.428,-20783.5921069,-20585.0274695,198.564637463,3.25705701076,16598.7075197,272.268704979
107,600.432,-20744.9375842,-20547.6541343,197.283449811,1.97586935934,16491.6085953,165.169780541
108,600.436,-20699.680371,-20505.0864095,194.593961488,-0.713618963876,16266.7849277,-59.6538870831
109,600.44,-21163.8383569,-20970.1005769,193.737780021,-1.56980043068,16195.2137459,-131.225068805
110,600.444,-21124.8728286,-20929.379924,195.492904588,0.185324135914,16341.9307028,15.4918880204
111,600.448,-20735.2783193,-20538.3109965,196.967322805,1.65974235303,16465.1824411,138.743626398
112,600.452,-21197.5750076,-21000.6581611,196.916846514,1.60926606193,16460.9629527,134.524137957
113,600.456,-21117.8695758,-20921.3541153,196.515460459,1.20788000717,16427.4096987,100.97088391
114,600.46,-20739.7570934,-20544.0346219,195.722471519,0.414891067639,16361.1209997,34.6821849665
115,600.464,-20884.1287372,-20688.574967,195.5537702,0.246189748368,16347.0186707,20.5798559085
116,600.468,-20915.5241394,-20719.2150527,196.309086658,1.00150620615,16410.158196,83.7193812933
117,600.472,-20490.4959133,-20294.7098069,195.786106385,0.478525933585,16366.4404591,40.0016443697
118,600.476,-20876.4941629,-20681.874255,194.619907945,-0.687672506456,16268.9538821,-57.4849326138
119,600.48,-20921.1876025,-20725.8341424,195.353460068,0.045879615814,16330.2740511,3.83523639327
120,600.484,-20972.8902886,-20776.0813853,196.808903346,1.50132289407,16451.9396085,125.500793746
121,600.488,-21493.2966396,-21297.3372883,195.959351316,0.651770864113,16380.9226044,54.4837896693
122,600.492,-20213.9119327,-20020.4236466,193.488286095,-1.81929435672,16174.3576823,-152.081132398
123,600.496,-20470.761426,-20277.8352047,192.926221327,-2.38135912494,16127.3727367,-199.066078026
124,600.5,-21107.4751878,-20911.8125027,195.662685084,0.355104632131,16356.123244,29.6844292265
125,600.504,-20498.8958484,-20299.8604162,199.035432193,3.72785174137,16638.062886,311.624071248
126,600.508,-21100.4640405,-20900.1155217,200.348518722,5.04093827042,16747.8283484,421.389533629
127,600.512,-21021.3512603,-20820.3294841,201.02177622,5.71419576846,16804.1082804,477.669465637
128,600.516,-21127.445755,-20924.8917538,202.554001157,7.24642070502,16932.1922832,605.753468414
129,600.52,-21303.0682427,-21098.9268894,204.141353347,8.83377289482,17064.8845645,738.445749709
130,600.524,-20888.2368488,-20682.7220179,205.514830917,10.2072504654,17179.6983237,853.259508948
131,600.528,-21052.427122,-20850.0840971,202.343024902,7.03544445043,16914.5560455,588.117230723
132,600.532,-20596.1548821,-20401.2241932,194.930688904,-0.3768915483,16294.9331415,-31.5056731996
133,600.536,-20561.358837,-20369.8132965,191.545540421,-3.76204003049,16011.9568257,-314.481989047
134,600.54,-20842.9898657,-20649.3983166,193.591549075,-1.7160313769,16182.9897934,-143.449021356
135,600.544,-20297.4494232,-20099.3737326,198.075690541,2.76811008894,16557.8347488,231.395934019
136,600.548,-20862.3624246,-20661.3696952,200.992729371,5.68514891879,16801.6801534,475.241338614
137,600.552,-20958.2511682,-20758.3794998,199.87166839,4.56408793825,16707.9667733,381.5279586
138,600.556,-20015.8944869,-19818.0623731,197.832113832,2.5245333797,16537.4733259,211.034511124
139,600.56,-20656.7075017,-20459.2271055,197.480396155,2.17281570364,16508.0720241,181.633209316
140,600.564,-20975.1033211,-20776.7850101,198.318310929,3.01073047687,16578.1162294,251.677414694
141,600.568,-20791.3491853,-20593.5290125,197.820172843,2.51259239083,16536.4751371,210.036322402
142,600.572,-20608.7568025,-20413.0392584,195.717544106,0.40996365445,16360.7091001,34.2702853886
143,600.576,-20214.5024549,-20018.9558136,195.546641368,0.239060916379,16346.4227468,19.9839320892
144,600.58,-20873.1800277,-20675.8875624,197.2924653,1.98488484864,16492.3622313,165.923416596
145,600.584,-21165.0146633,-20967.7511936,197.263469701,1.9558892492,16489.9383885,163.499573757
146,600.588,-20606.0373436,-20412.2932494,193.744094217,-1.56348623447,16195.7415715,-130.697243218
147,600.592,-20606.3008193,-20416.2244191,190.076400269,-5.23118018316,15889.1462991,-437.292515691
148,600.596,-21122.8601881,-20932.0688192,190.791368937,-4.51621151498,15948.9130126,-377.525802138
149,600.6,-20591.0268423,-20395.583941,195.442901205,0.135320752737,16337.7507463,11.3119315943
150,600.604,-20317.6361745,-20116.5423697,201.093804809,5.78622435676,16810.1294002,483.690585437
151,600.608,-21131.3441627,-20930.8519263,200.492236404,5.1846559521,16759.8422084,433.403393671
152,600.612,-20980.9253851,-20788.8449784,192.080406643,-3.22717380869,16056.6681504,-269.770664355
153,600.616,-20713.925996,-20527.8514738,186.074522204,-9.2330582483,15554.6154159,-771.823398842
154,600.62,-20565.1496508,-20378.8312446,186.318406154,-8.98917429739,15575.0025222,-751.436292549
155,600.624,-20848.6628302,-20659.0909384,189.571891782,-5.73568867028,15846.9726828,-479.46613193
156,600.628,-20656.0144259,-20462.7665843,193.247841574,-2.05973887804,16154.2580899,-172.180724828
157,600.632,-20463.300443,-20268.4853047,194.815138296,-0.492442155918,16285.273865,-41.1649497157
158,600.636,-21020.4070027,-20824.4152382,195.99176448,0.684184028295,16383.6321334,57.1933186113
159,600.64,-20182.6005549,-19984.4208421,198.179712765,2.87213231281,16566.5303277,240.091512907
160,600.644,-20637.6940313,-20438.4170604,199.27697094,3.96939048789,16658.2539485,331.815133762
161,600.648,-21052.2701674,-20854.7206957,197.549471719,2.24189126705,16513.8462903,187.407475512
162,600.652,-20629.8927204,-20436.2365907,193.656129699,-1.65145075322,16188.388312,-138.050502779
163,600.656,-21224.1497803,-21032.7777487,191.372031612,-3.93554883992,15997.4526218,-328.9861929
164,600.66,-20868.363537,-20676.5724069,191.791130091,-3.51645036089,16032.4865189,-293.952295806
165,600.664,-20778.4083645,-20585.360738,193.047626418,-2.25995403359,16137.5214099,-188.917404886
166,600.668,-20784.385092,-20590.384739,194.000353049,-1.30722740277,16217.1631371,-109.275677672
167,600.672,-20617.8857704,-20422.9629316,194.922838774,-0.384741677632,16294.276922,-32.1618927684
168,600.676,-20656.0918935,-20458.509863,197.582030467,2.27445001568,16516.5679891,190.129174363
169,600.68,-20790.1126122,-20589.7136257,200.398986492,5.09140604028,16752.0471245,425.608309751
170,600.684,-21028.8993962,-20826.4048316,202.494564622,7.18698416968,16927.2237768,600.784962045
171,600.688,-20752.3907794,-20549.1978191,203.192960328,7.88537987657,16985.605099,659.166284217
172,600.692,-20667.990822,-20467.6398236,200.350998427,5.04341797561,16748.0356355,421.596820796
173,600.696,-20680.1102415,-20482.3017247,197.808516783,2.50093633137,16535.5007667,209.061951918
174,600.7,-20836.0024878,-20638.9602723,197.042215488,1.73463503626,16471.4429806,145.004165839
175,600.704,-20784.5081693,-20586.4963213,198.011848081,2.70426762946,16552.4979359,226.059121151
176,600.708,-20485.9987029,-20283.6340588,202.364644134,7.05706368174,16916.3632721,589.924457336
177,600.712,-20773.6506962,-20567.0795216,206.571174585,11.2635941331,17268.0017588,941.562944063
178,600.716,-21108.7921399,-20900.8595036,207.932636281,12.6250558292,17381.8110694,1055.37225463
179,600.72,-21413.9348599,-21207.4701626,206.464697268,11.1571168165,17259.1009502,932.66213545
180,600.724,-20911.6260769,-20708.2765775,203.34949945,8.04191899848,16998.6907477,672.251932967
181,600.728,-20796.2075719,-20595.9763289,200.231243005,4.92366255346,16738.024864,411.586049234
182,600.732,-21530.3947423,-21332.8017219,197.593020404,2.28543995252,16517.4866761,191.047861344
183,600.736,-20958.6751905,-20762.3442079,196.330982597,1.02340214485,16411.9885536,85.5497388382
184,600.74,-20640.1465415,-20444.2942701,195.852271455,0.5446910033,16371.971427,45.5326122916
185,600.744,-21111.4021489,-20914.8655503,196.536598553,1.22901810135,16429.1767053,102.7378906
186,600.748,-20464.8621085,-20264.4735834,200.388525103,5.08094465084,16751.1726206,424.733805883
187,600.752,-20493.8325715,-20289.1350589,204.697512694,9.38993224187,17111.3758554,784.937040676
188,600.756,-20827.4074749,-20620.460122,206.947352856,11.6397724046,17299.4478067,973.008991976
189,600.76,-20745.7586703,-20538.9640543,206.794615964,11.487035512,17286.6799995,960.241184782
190,600.764,-21045.6015879,-20840.5787239,205.022864006,9.7152835542,17138.5731013,812.134286588
191,600.768,-20386.8319302,-20181.0507467,205.78118352,10.4736030679,17201.9636626,875.524847848
192,600.772,-20468.3109366,-20261.4033878,206.907548784,11.5999683325,17296.1204461,969.681631381
193,600.776,-20874.9083558,-20671.0881455,203.8202103,8.51262984827,17038.0391021,711.600287346
194,600.78,-20757.8396942,-20559.5457786,198.293915666,2.98633521416,16576.0769447,249.638129977
195,600.784,-21137.0386343,-20944.0309066,193.007727668,-2.29985278359,16134.1861348,-192.252679939
196,600.788,-20675.7845604,-20483.6754504,192.109109989,-3.19847046234,16059.0675628,-267.371251967
197,600.792,-20649.956249,-20454.2984247,195.657824354,0.350243902032,16355.7169187,29.2781039196
198,600.796,-20791.897946,-20593.4289986,198.468947407,3.16136695485,16590.7084557,264.269640942
199,600.8,-20817.6950632,-20619.8658253,197.829237891,2.52165743925,16537.232916,210.794101275
200,600.804,-21079.1859143,-20885.3897245,193.796189843,-1.51139060838,16200.0964258,-126.342388942
201,600.808,-21120.2201727,-20929.593645,190.626527754,-4.68105269799,15935.1333657,-391.305449003
202,600.812,-21134.2294752,-20943.3467846,190.88269053,-4.42488992157,15956.5469017,-369.89191305
203,600.816,-20641.8280629,-20449.7035521,192.124510808,-3.18306964348,16060.3549707,-266.083844043
204,600.82,-20924.8088325,-20732.8878256,191.92100689,-3.38657356204,16043.3433715,-283.09544322
205,600.824,-21057.6183757,-20867.3263358,190.292039853,-5.01554059842,15907.1723607,-419.266454039
206,600.828,-21029.7566857,-20839.0711718,190.685513868,-4.62206658348,15940.0642199,-386.374594873
207,600.832,-20955.6552825,-20761.3546462,194.300636272,-1.00694417998,16242.2648543,-84.1739604077
208,600.836,-20575.7761506,-20377.9274005,197.848750076,2.54116962427,16538.8640073,212.425192574
209,600.84,-21195.7774502,-20996.9514494,198.826000732,3.51842028007,16620.5557829,294.11696819
210,600.844,-20975.9168048,-20778.1902211,197.726583674,2.41900322181,16528.6516935,202.212878795
211,600.848,-20751.1878001,-20554.113875,197.07392506,1.7663446085,16474.0936938,147.654879087
212,600.852,-20926.5088052,-20730.6669342,195.841871024,0.534290572419,16371.1020189,44.6632041609
213,600.856,-20738.557012,-20546.3318524,192.225159515,-3.08242093675,16068.7685456,-257.670269166
214,600.86,-21010.554348,-20822.5016534,188.052694629,-7.25488582296,15719.9777177,-606.461097017
215,600.864,-21003.8601688,-20818.1776954,185.682473362,-9.62510708959,15521.842692,-804.596122792
216,600.868,-21037.3754427,-20850.479637,186.895805784,-8.41177466776,15623.2693621,-703.169452608
217,600.872,-21024.2736903,-20833.4416704,190.832019849,-4.4755606032,15952.3111635,-374.127651271
218,600.876,-20777.3153638,-20583.3516859,193.963677836,-1.34390261595,16214.0973287,-112.341486089
219,600.88,-20946.6371523,-20751.4970015,195.140150797,-0.167429655054,16312.4427885,-13.9960262305
220,600.884,-20861.373069,-20666.2459351,195.127133925,-0.180446526536,16311.354663,-15.0841517161
221,600.888,-20419.219285,-20223.313218,195.906066996,0.598486544646,16376.4683831,50.0295683864
222,600.892,-20644.7076137,-20446.1416613,198.565952486,3.25837203398,16598.8174471,272.378632337
223,600.896,-20917.0890383,-20716.8713109,200.217727436,4.9101469839,16736.8950506,410.456235844
224,600.9,-20784.4369465,-20585.0645037,199.372442846,4.0648623946,16666.2347767,339.79596195
225,600.904,-20882.0179969,-20683.5381021,198.47989485,3.17231439812,16591.6235905,265.184775738
226,600.908,-21022.4637738,-20823.4923261,198.97144778,3.6638673286,16632.7142068,306.275392012
227,600.912,-20795.7385449,-20595.5426956,200.195849294,4.88826884195,16735.0661807,408.627365991
228,600.916,-20635.758031,-20435.0891044,200.668926609,5.36134615684,16774.6123561,448.173541405
229,600.92,-20837.0373465,-20636.2451659,200.792180651,5.48460019953,16784.9155896,458.476774807
230,600.924,-20609.8901504,-20407.6039322,202.286218176,6.97863772374,16909.8073739,583.368559189
231,600.928,-20924.3152048,-20720.4057372,203.909467536,8.60188708461,17045.5004244,719.061609659
232,600.932,-21347.9588389,-21145.6676424,202.291196529,6.98361607732,16910.2235318,583.784717051
233,600.936,-20947.9650299,-20750.8835072,197.081522679,1.77394222674,16474.7288051,148.289990377
234,600.94,-20811.4835919,-20618.1253717,193.358220229,-1.94936022326,16163.4850249,-162.953789809
235,600.944,-20804.8293534,-20608.3949591,196.434394294,1.1268138417,16420.6330964,94.1942816535
236,600.948,-20995.2335263,-20790.5932252,204.64030111,9.3327206585,17106.5933405,780.154525767
237,600.952,-20718.3587033,-20506.6155996,211.74310364,16.4355231884,17700.341267,1373.90245224
238,600.956,-20645.5967569,-20432.5169017,213.079855153,17.7722747011,17812.0849675,1485.64615278
239,600.96,-20918.541338,-20709.0296039,209.511734166,14.2041537138,17513.8133446,1187.37452989
240,600.964,-20845.2966298,-20639.3374429,205.9591869,10.6516064486,17216.8435833,890.404768517
241,600.968,-20910.4666688,-20706.139721,204.326947787,9.01936733514,17080.3990482,753.960233413
242,600.972,-20705.9785296,-20503.5947879,202.383741653,7.0761612009,16917.9597,591.520885275
243,600.976,-20661.9127723,-20461.66084,200.251932295,4.94435184322,16739.7543535,413.315538804
244,600.98,-20626.0762191,-20425.5006117,200.575607327,5.26802687552,16766.8114734,440.372658647
245,600.984,-20823.4431686,-20619.4843915,203.958777099,8.65119664708,17049.6223819,723.183567203
246,600.988,-21120.6170352,-20913.0293595,207.587675736,12.2800952845,17352.9746196,1026.53580489
247,600.992,-20693.8119996,-20486.9081075,206.90389216,11.5963117077,17295.8147762,969.375961418
248,600.996,-20601.2128031,-20401.292814,199.919989154,4.61240870256,16712.0060738,385.567259073
249,601,-20814.1830068,-20621.9289602,192.254046633,-3.05353381852,16071.1833201,-255.255494648
250,601.004,-20965.8533316,-20774.9553039,190.898027627,-4.40955282454,15957.8289829,-368.609831855
251,601.008,-20626.8507623,-20431.0361098,195.814652506,0.507072053771,16368.8267284,42.3879136765
252,601.012,-20782.0496281,-20580.2615723,201.78805582,6.48047536783,16868.1642528,541.725438094
253,601.016,-21289.5883328,-21086.1613833,203.42694946,8.11936900856,17005.165063,678.726248238
254,601.02,-20878.0646568,-20677.6161434,200.448513381,5.14093292876,16756.1872491,429.748434331
255,601.024,-20891.7220151,-20694.521681,197.200334045,1.89275359324,16484.6606598,158.22184505
256,601.028,-21305.0359869,-21109.5918776,195.444109289,0.136528837474,16337.8517343,11.4129195923
257,601.032,-21115.6609018,-20921.8249592,193.835942527,-1.47163792502,16203.4194906,-123.019324108
258,601.036,-20300.6717966,-20109.7600408,190.911755856,-4.39582459616,15958.9765732,-367.462241576
259,601.04,-20446.7422388,-20258.7621823,187.980056488,-7.32752396381,15713.9056433,-612.533171431
260,601.044,-21061.867991,-20874.1101037,187.757887282,-7.54969316962,15695.333748,-631.105066781
261,601.048,-20747.9200482,-20558.7219198,189.198128413,-6.10945203857,15815.728505,-510.7103097
262,601.052,-20887.7664357,-20698.6163104,189.150125298,-6.15745515377,15811.715758,-514.72305678
263,601.056,-20923.3172185,-20737.1011413,186.216077219,-9.09150323248,15566.4484912,-759.990323549
264,601.06,-20474.4675478,-20290.9492928,183.518254996,-11.7893254561,15340.9281639,-985.510650846
265,601.064,-20441.5828458,-20256.5113005,185.071545259,-10.2360351931,15470.7730905,-855.665724289
266,601.068,-20664.1357494,-20474.2497414,189.886007993,-5.42157245859,15873.2307477,-453.208067091
267,601.072,-20846.0519795,-20652.5437214,193.508258163,-1.7993222884,16176.0272169,-150.411597858
268,601.076,-20588.6474345,-20396.2263114,192.4211231,-2.88645735203,16085.1498221,-241.288992677
269,601.08,-20424.0670616,-20234.8025908,189.264470743,-6.04310970865,15821.2742908,-505.164523982
270,601.084,-20980.5906814,-20791.6339965,188.956684864,-6.35089558772,15795.5454004,-530.893414336
271,601.088,-21066.7878019,-20874.4349962,192.352805643,-2.95477480929,16079.4389286,-246.999886147
272,601.092,-20763.1692322,-20566.4228354,196.746396889,1.43881643673,16446.7144767,120.275661936
273,601.096,-20938.5756555,-20740.433633,198.142022495,2.83444204316,16563.3796671,236.940852396
274,601.1,-20512.665077,-20316.5144164,196.150660665,0.843080212996,16396.9148172,70.4760024243
275,601.104,-20400.8417125,-20206.7767457,194.064966867,-1.24261358442,16222.5644305,-103.874384238
276,601.108,-20902.7865109,-20709.7107427,193.07576815,-2.23181230197,16139.8738749,-186.564939824
277,601.112,-21067.7809983,-20874.8390084,192.94198994,-2.36559051203,16128.6908898,-197.74792492
278,601.116,-21114.9856011,-20921.7981655,193.187435559,-2.1201448925,16149.2085414,-177.230273325
279,601.12,-20820.689138,-20626.7598409,193.929297099,-1.37828335328,16211.2233234,-115.215491302
280,601.124,-20760.3331994,-20565.7537336,194.579465797,-0.728114655189,16265.5731825,-60.8656322533
281,601.128,-20575.6399854,-20381.640599,193.999386456,-1.30819399628,16217.0823362,-109.356478579
282,601.132,-20301.9553449,-20108.5931635,193.362181416,-1.94539903604,16163.8161543,-162.622660414
283,601.136,-20802.5076009,-20608.8446458,193.662955087,-1.64462536477,16188.9588699,-137.479944859
