#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
4350,4.349999999999787,-40363.64565462939,9987.380344107387,291.09554215272675
4400,4.399999999999804,-40770.351905770745,10357.497687125111,301.88310655037566
4450,4.449999999999821,-40825.87750484706,10469.89886807071,305.15918912444835
4500,4.4999999999998375,-40766.30859694432,10415.356105982604,303.5694674603573
4550,4.549999999999854,-40642.97620798196,10256.012299025042,298.9251793410651
4600,4.599999999999871,-40580.91880339405,10338.321483393273,301.32419047534665
4650,4.649999999999888,-40611.75081861652,10407.637916496142,303.344510517136
4700,4.699999999999904,-40661.694587323866,10431.793999873606,304.0485718369993
4750,4.749999999999921,-40579.30972514381,10194.264238477388,297.1254496278972
4800,4.799999999999938,-40565.96923746994,10192.40306679599,297.07120329292553
4850,4.849999999999954,-40683.66798791771,10372.905751500706,302.33219517005404
4900,4.899999999999971,-40622.578523807,10339.226100552718,301.3505567509261
4950,4.949999999999988,-40617.76696700374,10378.960492333086,302.5086686800707
5000,5.000000000000004,-40444.48660966675,10283.564342529318,299.72822045544746
5050,5.050000000000021,-40598.60430022265,10410.369356634055,303.42412198885415
5100,5.100000000000038,-40627.37581257619,10354.835229657854,301.8055056707469
5150,5.1500000000000545,-40622.2623859976,10259.724702033922,299.03338228611426
5200,5.200000000000071,-40581.85334714797,10198.825662353922,297.25839842033116
5250,5.250000000000088,-40614.416640831885,10240.548001819348,298.4744517404327
5300,5.300000000000105,-40594.55514431419,10217.241413898924,297.79515010049573
5350,5.350000000000121,-40636.35580129212,10335.949978314728,301.25506979176674
5400,5.400000000000138,-40336.29426483964,10004.347272526606,291.59006594742465
5450,5.450000000000155,-40615.842062126474,10315.105684565247,300.64753500479173
5500,5.500000000000171,-40744.68291846315,10425.517745884443,303.8656420301114
5550,5.550000000000188,-40671.78509311749,10376.203181841762,302.4283031823424
5600,5.600000000000205,-40537.42843760216,10224.179113136954,297.9973586127788
5650,5.6500000000002215,-40618.83700748216,10229.100912737475,298.14081103711004
5700,5.700000000000238,-40717.66879884596,10347.900873437819,301.6033945951892
5750,5.750000000000255,-40644.29581228986,10415.316826158609,303.5683225974135
5800,5.800000000000272,-40577.25230838267,10367.004278584245,302.1601888581956
5850,5.850000000000288,-40538.07982634461,10279.999144467607,299.62430799523275
5900,5.900000000000305,-40572.092718316686,10199.938289543898,297.29082742612854
5950,5.950000000000322,-40678.06845109621,10288.487872727272,299.87172332035277
6000,6.000000000000338,-40767.491591887614,10400.988064867244,303.15069170795334
6050,6.050000000000355,-40428.569478498444,10097.200736919938,294.29640420901734
6100,6.100000000000372,-40525.42580375117,10232.89586807427,298.25142008003706
6150,6.1500000000003885,-40655.77543712269,10287.622698908905,299.84650667364093
6200,6.200000000000405,-40612.05466156473,10197.072026718744,297.2072863670827
6250,6.250000000000422,-40496.561905726,10107.305692045838,294.59092662525217
6300,6.300000000000439,-40445.412781192936,10034.2020124842,292.4602222260841
6350,6.350000000000455,-40505.566978850366,10223.299395041166,297.971718053672
6400,6.400000000000472,-40614.714334166325,10351.756494815174,301.7157718309114
6450,6.450000000000489,-40497.79032297584,10202.221423357843,297.3573724111476
6500,6.500000000000505,-40660.017796886714,10249.262082125224,298.7284352519846
6550,6.550000000000522,-40709.471403251526,10222.269404475766,297.9416976026912
6600,6.600000000000539,-40702.79221232943,10338.900399362226,301.3410637546288
6650,6.6500000000005555,-40498.13948048157,10205.259602672091,297.44592420592926
6700,6.700000000000572,-40521.53756240531,10198.850347161799,297.25911789203286
6750,6.750000000000589,-40697.24492524451,10323.02374794567,300.87831753966174
6800,6.800000000000606,-40484.72087415602,10026.072791874294,292.22328523167835
6850,6.850000000000622,-40717.92696146204,10196.318239548958,297.1853162330439
6900,6.900000000000639,-40685.00986093244,10187.425356308255,296.92612127109567
6950,6.950000000000656,-40796.58554446315,10356.602273619139,301.85700852757174
7000,7.000000000000672,-40752.92732941638,10336.903586470267,301.28286397537386
7050,7.050000000000689,-40564.63260509419,10091.114215654328,294.11900441581906
7100,7.100000000000706,-40629.4813273554,10007.4971339739,291.68187286716886
7150,7.1500000000007224,-40724.080081508786,10199.826910036121,297.2875811215838
7200,7.200000000000739,-40563.792137791344,10037.2805328474,292.54994981462863
7250,7.250000000000756,-40673.09470517638,10096.085918678475,294.2639113420973
7300,7.3000000000007725,-40743.18110054538,10208.318725633138,297.5350864312753
7350,7.350000000000789,-40710.47073140022,10211.611092444255,297.63104686021927
7400,7.400000000000806,-40856.975754975465,10276.17605426022,299.5128789239173
7450,7.450000000000823,-40975.74349779971,10365.231001277802,302.1085043221991
7500,7.500000000000839,-40872.93644994591,10287.029514136148,299.82921751101037
7550,7.550000000000856,-40688.87131657244,10160.75987416,296.1489201717814
7600,7.600000000000873,-40756.33013946464,10214.073681148251,297.7028222977405
7650,7.650000000000889,-40726.321782256266,10222.51401469538,297.9488270943137
7700,7.700000000000906,-40679.91707600534,10252.262641636038,298.81589056733935
7750,7.750000000000923,-40634.56129341666,10237.302127735462,298.3798464041328
7800,7.8000000000009395,-40669.755171039986,10251.910231158357,298.80561909318635
7850,7.850000000000956,-40902.98406045908,10503.666414573667,306.14338937694447
7900,7.900000000000973,-40552.81293017667,10192.521152185649,297.074645049356
7950,7.95000000000099,-40625.590945778866,10252.12201763175,298.81179189287644
8000,8.000000000001005,-40678.766642714036,10333.973363135416,301.1974587018288
8050,8.050000000000978,-40738.76898145057,10471.905779662706,305.2176832438066
8100,8.10000000000095,-40624.60262284182,10314.231389626684,300.622052510847
8150,8.150000000000922,-40648.643898939124,10250.258245771996,298.75746977223304
8200,8.200000000000895,-40833.36616248837,10163.714927384302,296.2350491456245
8250,8.250000000000867,-40872.224290417485,10208.17812726881,297.53098850412323
8300,8.30000000000084,-40893.935461296125,10222.948050014902,297.9614776335239
8350,8.350000000000811,-40822.60355887505,10201.912201073977,297.3483597145979
8400,8.400000000000784,-40867.548593190644,10128.469623025814,295.20777766630954
8450,8.450000000000756,-40848.98656459451,10215.855603034157,297.75475879155374
8500,8.500000000000728,-40602.18730418622,9917.949488614053,289.07188711751184
8550,8.5500000000007,-40743.852727582744,10089.314664099189,294.0665540817448
8600,8.600000000000673,-40700.23494100517,10041.936941697548,292.6856670710079
8650,8.650000000000645,-40570.559025569695,10004.007214325824,291.58015449688315
8700,8.700000000000617,-40440.03785610947,9821.957846852663,286.274082484273
8750,8.75000000000059,-40646.86421226801,9955.902093689945,290.1780664928866
8800,8.800000000000562,-41015.648862035014,10179.576873344222,296.69736675041304
8850,8.850000000000534,-40968.315851949395,10230.295706186505,298.1756348882925
8900,8.900000000000507,-40714.48175868908,10039.566114253936,292.61656613800335
8950,8.950000000000479,-40824.854792671744,10155.299936542418,295.9897829960507
9000,9.000000000000451,-40849.461374817314,10192.01679134236,297.0599447788086
9050,9.050000000000423,-40895.12751969486,10184.137483527962,296.83029182668355
9100,9.100000000000396,-40888.9848568817,10219.252856945302,297.85377629514545
9150,9.150000000000368,-40684.78000080042,10049.167757928548,292.8964188696226
9200,9.20000000000034,-40684.1473026803,10061.985226990435,293.27000112813715
9250,9.250000000000313,-40769.22299052704,10105.447417802543,294.5367647399846
9300,9.300000000000285,-40642.94087309131,10154.487913675757,295.96611550483004
9350,9.350000000000257,-40588.110780802104,10136.169122350724,295.43218985980445
9400,9.40000000000023,-40664.97968278926,10243.319574837937,298.5552329385712
9450,9.450000000000202,-40565.882767882926,10237.11392794049,298.37436106969454
9500,9.500000000000174,-40589.234567114814,10402.824426682873,303.20421492624394
9550,9.550000000000146,-40578.2089889365,10314.776976252262,300.63795436189224
9600,9.600000000000119,-40687.512969001626,10410.091293658148,303.4160174719603
9650,9.650000000000091,-40730.843329055504,10497.876169153702,305.97462493905897
9700,9.700000000000063,-40697.20469637841,10504.599871728773,306.17059623272445
9750,9.750000000000036,-40571.36181531139,10423.673855886076,303.81189939287805
9800,9.800000000000008,-40674.58801338216,10544.798042979348,307.34222563408576
9850,9.84999999999998,-40533.18108307032,10418.740664863772,303.66811495034125
9900,9.899999999999952,-40407.64547593302,10451.759567281744,304.63049497087576
9950,9.949999999999925,-40481.5659267946,10425.046425613917,303.85190477119573
10000,9.999999999999897,-40341.807795716646,10277.82081808267,299.5608177627432
