# call_index  iSCC  SCC_error(a.u.)
       0    12  6.326809600000e-06
       1    12  6.438269700000e-06
       2    12  5.796722500000e-06
       3    12  4.740655300000e-06
       4    11  9.381237000000e-06
       5    11  8.992888000000e-06
       6    11  9.722942300000e-06
       7    12  6.371839400000e-06
       8    12  7.022911700000e-06
       9    12  7.130888500000e-06
